Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Hiring Locally For Farm Work Is No Cure-All,"""Farmers have to bear almost all the labor market risk because they must prove no one really was available, qualified or willing to work,"" said Dawn D. Thilmany, a professor of agricultural economics at Colorado State University.",896152750,Newspapers," Johnson, Kirk
Kirk
Kirk Johnson
Johnson
Kirk Johnson", NYTIAO,," Copyright New York Times Company Oct 5, 2011"," 2475629181 , 64670381 , 7818 , NYTIAO , NYT , 917923-20111005", News," Oct 5, 2011",0362-4331, English, English, A.1," New York, N.Y.","Oct 5, 2011",New York Times,2011,https://search.proquest.com/docview/896152750?accountid=14496,,,, A.1,," Foreign labor , Unemployment , Agricultural economics , Farmworkers , Temporary employment , Labor force , Labor shortages , Wages & salaries , Rocky Mountain states , Colorado",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Hiring+Locally+For+Farm+Work+Is+No+Cure-All%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-10-05&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Johnson%2C+Kirk&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Investing in Funds: A Quarterly Analysis --- Financial Advisers: Reaching Out to Latinos --- Firms factor in Hispanic culture in striving to hit the right note,"According to a study by the Ariel Education Initiative -- the nonprofit arm of Chicago money manager Ariel Investments -- and Hewitt Associates LLC, nearly one-third of Hispanics with 401(k) accounts had outstanding loans against those accounts in 2007, compared with 20% of white workers.",896159466,Newspapers," Jaime Levy Pessin
Jaime Levy Pessin",," Wells Fargo & Co
522110
551111"," (c) 2011 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2475689511 , 64671061 , 7510 , WSJ , DWJNJ000000020111005e7a50000b", Feature," Oct 5, 2011",0099-9660, English, English, C.15," New York, N.Y.","Oct 5, 2011",Wall Street Journal,2011,https://search.proquest.com/docview/896159466?accountid=14496," 3400 Investment analysis & personal finance , 8130 Investment services , 9190 United States"," 3400 Investment analysis & personal finance , 8130 Investment services , 9190 United States"," 3400 Investment analysis & personal finance , 8130 Investment services , 9190 United States", C.15," 3400 Investment analysis & personal finance , 8130 Investment services , 9190 United States"," Wages & salaries , Retirement , Personal finance , Deferred compensation , Hispanic Americans , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Investing+in+Funds%3A+A+Quarterly+Analysis+---+Financial+Advisers%3A+Reaching+Out+to+Latinos+---+Firms+factor+in+Hispanic+culture+in+striving+to+hit+the+right+note&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2011-10-05&amp;volume=&amp;issue=&amp;spage=C.15&amp;au=Jaime+Levy+Pessin&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Tea Party Envy; Careful what you wish for, liberals.",,896350997,Newspapers," Taranto, James
James
James Taranto
Taranto
James Taranto",,," (c) 2011 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2476376691 , 64650361 , 117310 , WSJO , WSJOWSJO000020111005e7a50080x", News," Oct 5, 2011",, English, English, n/a," New York, N.Y.","Oct 5, 2011",Wall Street Journal (Online),2011,https://search.proquest.com/docview/896350997?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Tea+Party+Envy%3B+Careful+what+you+wish+for%2C+liberals.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2011-10-05&amp;volume=&amp;issue=&amp;spage=&amp;au=Taranto%2C+James&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
His And Hers Synagogues,"CORRECTION APPENDED IN Milton Resnick's living quarters, a spare cube built over a soaring, two-story studio space in a former synagogue on Eldridge Street in Manhattan, the monastic iron bed, as narrow as a child's cot, is unmade, a tangle of sheets at the headboard.",896382621,Newspapers," Green, Penelope
Penelope
Penelope Green
Green
Penelope Green", NYTIAO," College of Staten Island
611310"," Copyright New York Times Company Oct 6, 2011"," 2476657381 , 64689571 , 7818 , NYTIAO , NYT , 938785-20111006", NEWSPAPER," Oct 6, 2011",0362-4331, English, English, D.6," New York, N.Y.","Oct 6, 2011",New York Times,2011,https://search.proquest.com/docview/896382621?accountid=14496,,,, D.6,," Painting , Art",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=His+And+Hers+Synagogues%3A+%5BHouse+%26+Home%2FStyle+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-10-06&amp;volume=&amp;issue=&amp;spage=D.6&amp;au=Green%2C+Penelope&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
The Listings,"Dance Gallery Festival (Thursday, through Oct. 15) Presented by Von Ussar Danceworks, the fifth edition of this small festival offers new work from emerging and well-known choreographers, including Camille A. Brown, CorbinDances, Rick McCulough, Jeremy McQueen, NobleMotion Dance, Somebodies Dance Theater, Mojca Ussar and Von Ussar Danceworks. ""Residue,"" an installation and collection at the New York Library for the Performing Arts, offers videos of their performances, costumes, sets and materials, as well as a tea-house structure made from canvas, feathers, sweet rice and sea salt -- elements used in the brilliant ""Naked,"" performed this year at the Baryshnikov Arts Center.",896503125,Newspapers,, NYTIAO,," Copyright New York Times Company Oct 7, 2011"," 2477687881 , 64710021 , 7818 , NYTIAO , NYT , 942588-20111007", Schedule," Oct 7, 2011",0362-4331, English, English, C.20," New York, N.Y.","Oct 7, 2011",New York Times,2011,https://search.proquest.com/docview/896503125?accountid=14496,,,, C.20,," Dancers & choreographers , Performing arts , Ballet companies , Dance , Chipaumire, Nora",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Listings%3A+%5BSchedule%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-10-07&amp;volume=&amp;issue=&amp;spage=C.20&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
672 School Jobs Are Lost in Largest Single-Agency Layoff Under Bloomberg,"Union leaders, dressed in black as if in mourning, kept the pressure up until the last minute, holding a lunchtime rally Friday on the steps of City Hall to denounce the layoffs as political payback, a characterization city officials have dismissed.",896647502,Newspapers," Santos, Fernanda
Fernanda
Fernanda Santos
Santos
Fernanda Santos", NYTIAO," Department of Education-New York City NY
923110"," Copyright New York Times Company Oct 8, 2011"," 2478791581 , 64727051 , 7818 , NYTIAO , NYT , 999750-20111008", News," Oct 8, 2011",0362-4331, English, English, A.15," New York, N.Y.","Oct 8, 2011",New York Times,2011,https://search.proquest.com/docview/896647502?accountid=14496,,,, A.15,," Layoffs , Labor unions , Budgets , School systems , School employees",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=672+School+Jobs+Are+Lost+in+Largest+Single-Agency+Layoff+Under+Bloomberg%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2011-10-08&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=Santos%2C+Fernanda&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
COLUMN ONE; THE NEW LATINO SOUTH; A man's crusade in the South; Rodney Hunt came out of obscurity to become the citizen leader of Mississippi's anti-illegal-immigrant movement.,"Hunt's organization, the Mississippi Federation for Immigration Reform and Enforcement, or MFIRE, had endorsed Lt. Gov. Phil Bryant, who had just crushed his opponent in the GOP primary and appeared destined to become governor, partly because he was promising voters he'd push for a tough anti-illegal-immigration law -- the group's signature issue. Bill Chandler, a longtime labor activist and executive director of the alliance, said some whites feared what might happen if Latinos align themselves with blacks.",896648453,Newspapers," Fausset, Richard
Richard
Richard Fausset
Fausset
Richard Fausset",," Republican Party
813940", (Copyright (c) 2011 Los Angeles Times)," 2478767891 , 64728291 , 7683 , ANGE , LATM110034211", News," Oct 8, 2011",0458-3035, English, English, A.1," Los Angeles, Calif.","Oct 8, 2011",Los Angeles Times,2011,https://search.proquest.com/docview/896648453?accountid=14496,,,, A.1,," Aliens , Primaries & caucuses , Political advertising , Meetings , Political activism , Legislation , Immigration policy , State elections -- Mississippi , Mississippi , Bryant, Phil , Hunt, Rodney",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=COLUMN+ONE%3B+THE+NEW+LATINO+SOUTH%3B+A+man%27s+crusade+in+the+South%3B+Rodney+Hunt+came+out+of+obscurity+to+become+the+citizen+leader+of+Mississippi%27s+anti-illegal-immigrant+movement.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2011-10-08&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Fausset%2C+Richard&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Brown signs California Dream Act funding bill; Illegal immigrants who qualify can get state aid to attend public colleges.,"Gov. Jerry Brown on Saturday granted illegal immigrants access to state financial aid at public universities and community colleges, putting California once again in the center of the nation's immigration debate. Brown's signature on the bill fulfilled a campaign promise to allow high-achieving students who want to become citizens the opportunity to attend college, regardless of their immigration status.",896746929,Newspapers," McGreevy, Patrick
Patrick
Patrick McGreevy
McGreevy
Patrick McGreevy , York, Anthony
Anthony
Anthony York
York
Anthony York",,, (Copyright (c) 2011 Los Angeles Times)," 2479787341 , 64728791 , 7683 , ANGE , LATM110034389", News," Oct 9, 2011",0458-3035, English, English, A.1," Los Angeles, Calif.","Oct 9, 2011",Los Angeles Times,2011,https://search.proquest.com/docview/896746929?accountid=14496,,,, A.1,," Colleges & universities , Community colleges , Low income groups , Immigrant students , Bills , Aliens , Tuition , California , Brown, Edmund G Jr (Jerry)",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Brown+signs+California+Dream+Act+funding+bill%3B+Illegal+immigrants+who+qualify+can+get+state+aid+to+attend+public+colleges.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2011-10-09&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=McGreevy%2C+Patrick%3BYork%2C+Anthony&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Texas drought drives an exodus of prized cattle,"Managers at Swenson and the state's other large ranches have been scrambling to ship cattle to verdant northern land they have leased in an effort to save their trademark brands and to continue taking advantage of the worldwide demand for beef. By January, about 12% of Texas' roughly 5 million head of cattle will have disappeared since last year -- shipped, slaughtered or sold, according to David Anderson, an economist with the Texas AgriLife Extension Service, an agriculture education agency based at Texas A&amp;M University.",896746977,Newspapers," Hennessy-Fiske, Molly
Molly
Molly Hennessy-Fiske
Hennessy-Fiske
Molly Hennessy-Fiske",,, (Copyright (c) 2011 Los Angeles Times)," 2479787561 , 64728791 , 7683 , ANGE , LATM110034391", News," Oct 9, 2011",0458-3035, English, English, A.1," Los Angeles, Calif.","Oct 9, 2011",Los Angeles Times,2011,https://search.proquest.com/docview/896746977?accountid=14496,,,, A.1,," Cowboys , Cattle industry , Drought , Texas",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Texas+drought+drives+an+exodus+of+prized+cattle&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2011-10-09&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Hennessy-Fiske%2C+Molly&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
California Sets New Course In Immigrant-Student Law,"A law passed over the weekend will make California the biggest state to let undocumented immigrants apply for public financial aid for college, making the highest-profile change in policy toward illegal-immigrant youth since the failure of the federal Dream Act last year.",896798246,Newspapers," Vara, Vauhini
Vauhini
Vauhini Vara
Vara
Vauhini Vara",,," (c) 2011 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2480281381 , 64751731 , 117310 , WSJO , WSJOWSJO000020111009e7a9002xl", News," Oct 9, 2011",, English, English, n/a," New York, N.Y.","Oct 9, 2011",Wall Street Journal (Online),2011,https://search.proquest.com/docview/896798246?accountid=14496,,,, n/a,," Aliens , Colleges & universities , Federal funding , Government grants , Immigration policy",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=California+Sets+New+Course+In+Immigrant-Student+Law&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2011-10-09&amp;volume=&amp;issue=&amp;spage=&amp;au=Vara%2C+Vauhini&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
