Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
"Anti-Immigrant Bias, Then and Now",,1880620326,Newspapers,,," Copyright New York Times Company Mar 25, 2017"," 958816-20170325 , 958816-20170325 , 7818 , PQ_7818_Mar252017", Letter To The Editor," Mar 25, 2017",0362-4331, English, English, A.20," New York, N.Y.","Mar 25, 2017",New York Times,2017,https://search.proquest.com/docview/1880620326?accountid=14496,, A.20," Presidents , Aliens , Immigration , Hannity, Sean , Angel Island , United States--US , Ryan, Paul",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Anti-Immigrant+Bias%2C+Then+and+Now%3A+%5BLetter%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
School Trips From Toronto to the U.S. Will Cease,,1880638075,Newspapers," Smith, Craig S
Smith
S
Craig
Craig S. Smith"," Toronto District School Board
611110"," Copyright New York Times Company Mar 25, 2017"," 081272-20170325 , 081272-20170325 , 7818 , PQ_7818_Mar252017", News," Mar 25, 2017",0362-4331, English, English, A.7," New York, N.Y.","Mar 25, 2017",New York Times,2017,https://search.proquest.com/docview/1880638075?accountid=14496,, A.7," Enrollments , Bans , Trends , School boards , Travel , Executive orders , Immigration policy , Field trips , Windsor Ontario Canada , United States--US , Canada , Toronto Ontario Canada",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=School+Trips+From+Toronto+to+the+U.S.+Will+Cease%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=Smith%2C+Craig+S&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump and Ryan meet defeat,,1880638891,Newspapers," DeBonis, Mike
Mike
Mike DeBonis
DeBonis
Mike DeBonis , O'Keefe, Ed
Ed
Ed O'Keefe
O'Keefe
Ed O'Keefe , Costa, Robert
Robert
Robert Costa
Costa
Robert Costa"," Republican Party
813940 , Congress
921120 , Democratic Party
813940"," (Copyright The Washington Post Company, Mar 25, 2017)"," WPXXWP20170325TrumpandRyanmeetdefeat736f1cd6 , WPXXWP20170325TrumpandRyanmeetdefeat736f1cd6 , 7653 , PQ_7653_Mar252017", News," Mar 25, 2017",0190-8286, English, English, A.4," Washington, D.C.","Mar 25, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880638891?accountid=14496,, A.4," Insurance coverage , Tax reform , Political campaigns , Presidents , Legislation , Patient Protection & Affordable Care Act 2010-US , Health care policy , Health insurance , Political parties , Medicaid , Congressional committees , Trump, Donald J", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump+and+Ryan+meet+defeat&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=DeBonis%2C+Mike%3BO%27Keefe%2C+Ed%3BCosta%2C+Robert&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Anger, fear flare up over school rape case",,1880639361,Newspapers," Donna St George
Donna St George"," Supreme Court-US
922110"," (Copyright The Washington Post Company, Mar 25, 2017)"," WPXXWP20170325Angerfearflareupoverschoolrapecasec4e5b604 , WPXXWP20170325Angerfearflareupoverschoolrapecasec4e5b604 , 7653 , PQ_7653_Mar252017", News," Mar 25, 2017",0190-8286, English, English, B.6," Washington, D.C.","Mar 25, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880639361?accountid=14496,, B.6," Immigration policy , Cameras , Community , Criminal investigations , Secondary school students , Immigrant students , Rape , School boards , School districts , Maryland", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Anger%2C+fear+flare+up+over+school+rape+case&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=B.6&amp;au=Donna+St+George&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
REVIEW --- Play: News Quiz,"  Under a new Kentucky law, attacks on whom or what will qualify as hate crimes? A. University of Kentucky Wildcats B. Law-enforcement officers C. Interracial couples D. State legislators --- 6.",1880644343,Newspapers," Akst, Daniel
Akst
Daniel
Daniel Akst , Akst, Daniel
Akst
Daniel
Daniel Akst"," University of Kentucky
611310 , New England Patriots
711211"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321144037 , 111386612 , 7510 , WSJ , DWJNJ000000020170325ed3p0000w", News," Mar 25, 2017",0099-9660, English, English, C.13," New York, N.Y.","Mar 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1880644343?accountid=14496,, C.13," Poultry , State laws , Kentucky , China , Gaza Strip",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=REVIEW+---+Play%3A+News+Quiz&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=C.13&amp;au=Akst%2C+Daniel&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
REVIEW --- Europe's Quiet Abortion Politics --- Right-wing populists have largely ignored the issue,"  According to a 2011 Pew study, only about a fifth of Spaniards and Germans and just 13% of the French deem religion very important in their lives, compared with half of Americans.",1880644377,Newspapers," Rocca, Francis X
Rocca
X
Francis
Francis X. Rocca , Rocca, Francis X
Rocca
X
Francis
Francis X. Rocca"," Pew Research Center for the People & the Press
541720 , European Parliament
921120"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321144029 , 111386612 , 7510 , WSJ , DWJNJ000000020170325ed3p0000s", News," Mar 25, 2017",0099-9660, English, English, C.3," New York, N.Y.","Mar 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1880644377?accountid=14496,, C.3," Pro choice movement , Abortion , Elections , Immigration , Aliens , Births , Poland , Netherlands , United States--US , Germany , France , Western Europe , North America",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=REVIEW+---+Europe%27s+Quiet+Abortion+Politics+---+Right-wing+populists+have+largely+ignored+the+issue&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=C.3&amp;au=Rocca%2C+Francis+X&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
REVIEW --- The Immigration Dodge --- Today's bitter debate focuses too narrowly on enforcement; All sides need to be clearer about what immigration policy is meant to achieve,"  Supporters of stricter limits, such as me, seek wider protections: protection for less-skilled workers, protection for the social safety net, and protection for the civic and cultural foundations of American society. The NAS study found that immigration boosts economic growth in the long term and modestly improves the country's demographic profile as the native population ages.",1880644419,Newspapers," Krikorian, Mark
Krikorian
Mark
Mark Krikorian , Krikorian, Mark
Krikorian
Mark
Mark Krikorian",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321144163 , 111386612 , 7510 , WSJ , DWJNJ000000020170325ed3p0001h", News," Mar 25, 2017",0099-9660, English, English, C.1," New York, N.Y.","Mar 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1880644419?accountid=14496,, C.1," Immigration , Aliens , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=REVIEW+---+The+Immigration+Dodge+---+Today%27s+bitter+debate+focuses+too+narrowly+on+enforcement%3B+All+sides+need+to+be+clearer+about+what+immigration+policy+is+meant+to+achieve&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Krikorian%2C+Mark&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Thomas Sowell and Preventing Future Poverty,  The unionized foot soldiers in the war against charter schools will cripple another generation of students unable to escape public schools.,1880644531,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321144009 , 111386612 , 7510 , WSJ , DWJNJ000000020170325ed3p0000i", News," Mar 25, 2017",0099-9660, English, English, A.12," New York, N.Y.","Mar 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1880644531?accountid=14496,, A.12," Students , Charter schools , Education , Public schools , United States--US , DeVos, Betsy",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Thomas+Sowell+and+Preventing+Future+Poverty&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Judge Sides With Trump on Travel Ban,"  Donald Trump won a favorable court ruling on his revised executive order on immigration and refugees, a decision that has no immediate impact but gives the White House new ammunition as it appeals other judicial decisions that blocked his new travel restrictions. U.S. District Judge Anthony Trenga in Alexandria, Va., on Friday said Mr. Trump has broad authority over the border and likely didn't exceed those powers in his revised order, which sought to temporarily bar U.S. entry for people from six Muslim-majority countries. The order, signed March 6, also suspended the U.S. refugee program.",1880647407,Newspapers," Kendall, Brent
Kendall
Brent
Brent Kendall , Kendall, Brent
Kendall
Brent
Brent Kendall",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321144207 , 111386612 , 7510 , WSJ , DWJNJ000000020170325ed3p0001p", News," Mar 25, 2017",0099-9660, English, English, A.3," New York, N.Y.","Mar 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1880647407?accountid=14496,, A.3," Federal court decisions , Immigration policy , Bans , Executive orders , Air travel , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Judge+Sides+With+Trump+on+Travel+Ban&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Kendall%2C+Brent&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
MAILBAG; With allies like Malibu ...,,1880656693,Newspapers,,," Copyright Los Angeles Times Mar 25, 2017"," 7683 , PQ_7683_Mar252017 , LATMLATM201703257330 , LATMLATM201703257330", News," Mar 25, 2017",0458-3035, English, English, A.11," Los Angeles, Calif.","Mar 25, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1880656693?accountid=14496,, A.11," Aliens , Immigration , United States--US , Malibu California , Oxnard California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=MAILBAG%3B+With+allies+like+Malibu+...&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Federal ruling backs Trump's travel ban; Virginia judge rejects a request to halt the executive order, but the temporary block nationwide remains.",,1880657340,Newspapers," Kaleem, Jaweed
Kaleem
Jaweed
Jaweed Kaleem"," Department of Justice
922130 , Council on American-Islamic Relations
813319"," Copyright Los Angeles Times Mar 25, 2017"," 7683 , PQ_7683_Mar252017 , LATMLATM201703257328 , LATMLATM201703257328", News," Mar 25, 2017",0458-3035, English, English, A.9," Los Angeles, Calif.","Mar 25, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1880657340?accountid=14496,, A.9," Bans , Muslims , Presidents , Executive orders , Federal court decisions , Sudan , Somalia , United States--US , Libya , Iraq , Iran , Maryland , Hawaii , Yemen , Virginia , Syria"," TRUMP, DONALD J , VIRGINIA , COURT RULINGS , TRAVEL RESTRICTIONS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Federal+ruling+backs+Trump%27s+travel+ban%3B+Virginia+judge+rejects+a+request+to+halt+the+executive+order%2C+but+the+temporary+block+nationwide+remains.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=Kaleem%2C+Jaweed&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Conservative Lawmaker Shows His Influence,"  No lawmaker played a more central role in deep-sixing the Republicans' health-care bill than Rep. Mark Meadows, a previously little-known North Carolina congressman and the leader of a group of conservative lawmakers known as the House Freedom Caucus. That same influence is now being criticized by some in his own party, who say the caucus's successful effort to scuttle the repeal and replacement of the Affordable Care Act means that Obamacare will remain in place, undermining a central pillar of Republican policy.",1880659375,Newspapers," Andrews, Natalie
Andrews
Natalie
Natalie Andrews; Byron Tau , Tau, Byron
Tau
Byron , Andrews, Natalie
Andrews
Natalie
Natalie Andrews , Tau, Byron
Tau
Byron
Byron Tau"," Republican Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321144389 , 111386612 , 7510 , WSJ , DWJNJ000000020170325ed3p0002r", News," Mar 25, 2017",0099-9660, English, English, A.4," New York, N.Y.","Mar 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1880659375?accountid=14496,, A.4," Conservatism , Health care policy , United States--US , Trump, Donald J , Meadows, Mark",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Conservative+Lawmaker+Shows+His+Influence&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Andrews%2C+Natalie%3BTau%2C+Byron&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Ryan Fails To Bridge Divide In GOP,"  Speaker Paul Ryan (R., Wis.) gave House Republicans a choice on the GOP health-care bill: take it or leave it. They left it. Their defections showed that the speaker's efforts failed to bridge the divide between House factions that has bedeviled the GOP leadership for years and helped push out Mr. Ryan's predecessor, John Boehner of Ohio.The bill's collapse could weaken Mr. Ryan's negotiating power with President Donald Trump. Mr. Trump, who has been talking regularly with Mr. Ryan, could turn more often to Senate Majority Leader Mitch McConnell (R., Ky.), who kept a low profile in the health-care debate.",1880659377,Newspapers," Peterson, Kristina
Peterson
Kristina
Kristina Peterson , Peterson, Kristina
Peterson
Kristina
Kristina Peterson"," Republican Party
813940"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4321144383 , 111386612 , 7510 , WSJ , DWJNJ000000020170325ed3p0002o", News," Mar 25, 2017",0099-9660, English, English, A.4," New York, N.Y.","Mar 25, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1880659377?accountid=14496,, A.4," Tax reform , Health care policy , Political leadership , Ryan, Paul",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Ryan+Fails+To+Bridge+Divide+In+GOP&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=A.4&amp;au=Peterson%2C+Kristina&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
MY FAVORITE ROOM; He's keeping nirvana all to himself; CNBC co-host's Malibu roommates are natural materials -- and solitude.,,1880665435,Newspapers," Hsu, Tiffany
Hsu
Tiffany
Tiffany Hsu",," Copyright Los Angeles Times Mar 25, 2017"," 7683 , PQ_7683_Mar252017 , LATMLATM201703257302 , LATMLATM201703257302", News," Mar 25, 2017",0458-3035, English, English, J.10," Los Angeles, Calif.","Mar 25, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1880665435?accountid=14496,, J.10," Architecture , California , Chicago Illinois , United States--US , Bowie, David", Interview,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=MY+FAVORITE+ROOM%3B+He%27s+keeping+nirvana+all+to+himself%3B+CNBC+co-host%27s+Malibu+roommates+are+natural+materials+--+and+solitude.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-25&amp;volume=&amp;issue=&amp;spage=J.10&amp;au=Hsu%2C+Tiffany&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A Helper for the Homeless,,1880853372,Newspapers," Economides, Anastasia
Economides
Anastasia
Anastasia Economides"," New York Times Co
511110
511120
515112
515120"," Copyright New York Times Company Mar 26, 2017"," 889105-20170326 , 889105-20170326 , 7818 , PQ_7818_Mar262017", News," Mar 26, 2017",0362-4331, English, English, BU.8," New York, N.Y.","Mar 26, 2017",New York Times,2017,https://search.proquest.com/docview/1880853372?accountid=14496,, BU.8, New York,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=A+Helper+for+the+Homeless%3A+%5BMoney+and+Business%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=BU.8&amp;au=Economides%2C+Anastasia&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The Unlikely Currency Champ Is South of the Border,,1880853590,Newspapers," Sommer, Jeff
Sommer
Jeff
Jeff Sommer",," Copyright New York Times Company Mar 26, 2017"," 078557-20170326 , 078557-20170326 , 7818 , PQ_7818_Mar262017", News," Mar 26, 2017",0362-4331, English, English, BU.6," New York, N.Y.","Mar 26, 2017",New York Times,2017,https://search.proquest.com/docview/1880853590?accountid=14496,, BU.6," Currency , Political campaigns , Pesos , Interest rates , Trade agreements , Mexico , United States--US , Ross, Wilbur L Jr",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Unlikely+Currency+Champ+Is+South+of+the+Border%3A+%5BMoney+and+Business%2FFinancial+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=BU.6&amp;au=Sommer%2C+Jeff&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Trump's Triumph of Incompetence,,1880853720,Newspapers," Kristof, Nicholas
Kristof
Nicholas
Nicholas Kristof",," Copyright New York Times Company Mar 26, 2017"," 082252-20170326 , 082252-20170326 , 7818 , PQ_7818_Mar262017", Commentary," Mar 26, 2017",0362-4331, English, English, SR.9," New York, N.Y.","Mar 26, 2017",New York Times,2017,https://search.proquest.com/docview/1880853720?accountid=14496,, SR.9," Tax reform , Presidents , Health care policy , Anti-Semitism , Politics , Public policy , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Trump%27s+Triumph+of+Incompetence%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=SR.9&amp;au=Kristof%2C+Nicholas&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Russian revolution still reverberates - right into the White House,,1880854563,Newspapers," King, Charles
King
Charles
Charles King",," (Copyright The Washington Post Company, Mar 26, 2017)"," WPXXWP20170326Russianrevolutionstillreverberatesrightida9f41cc , WPXXWP20170326Russianrevolutionstillreverberatesrightida9f41cc , 7653 , PQ_7653_Mar262017", News," Mar 26, 2017",0190-8286, English, English, B.6," Washington, D.C.","Mar 26, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880854563?accountid=14496,, B.6," Propaganda , Russian Revolution , Books , Politics , Bolshevism , Russia , United States--US , Europe", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Russian+revolution+still+reverberates+-+right+into+the+White+House&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=B.6&amp;au=King%2C+Charles&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
'Now more than ever' is less useful than ever,,1880854628,Newspapers," Caton, Alex
Caton
Alex
Alex Caton"," New York Times Co
511110
511120
515112
515120 , San Francisco Chronicle
511110 , Los Angeles Times
511110"," (Copyright The Washington Post Company, Mar 26, 2017)"," WPXXWP20170326Nowmorethaneverislessusefulthaneverdaf27f26 , WPXXWP20170326Nowmorethaneverislessusefulthaneverdaf27f26 , 7653 , PQ_7653_Mar262017", News," Mar 26, 2017",0190-8286, English, English, B.2," Washington, D.C.","Mar 26, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880854628?accountid=14496,, B.2," Journalism , Democracy , Politics , Political advertising , United States--US , Cohen, Leonard , Detroit Michigan", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=%27Now+more+than+ever%27+is+less+useful+than+ever&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Caton%2C+Alex&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
London attack intensifies questions on counterterrorism efforts under Brexit,,1880854643,Newspapers," Stanley-Becker, Isaac
Stanley-Becker
Isaac
Isaac Stanley-Becker"," Kings College-London England
611310 , European Union
926110
928120 , Independence Party-UK
813940"," (Copyright The Washington Post Company, Mar 26, 2017)"," WPXXWP20170326Londonattackintensifiesquestionsoncounte9dd03ce4 , WPXXWP20170326Londonattackintensifiesquestionsoncounte9dd03ce4 , 7653 , PQ_7653_Mar262017", News," Mar 26, 2017",0190-8286, English, English, A.19," Washington, D.C.","Mar 26, 2017",The Washington Post,2017,https://search.proquest.com/docview/1880854643?accountid=14496,, A.19," EU membership , Law enforcement , Cooperation , Counterterrorism , Immigration , Poland , Kaczynski, Jaroslaw , United Kingdom--UK , Europe", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=London+attack+intensifies+questions+on+counterterrorism+efforts+under+Brexit&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2017-03-26&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Stanley-Becker%2C+Isaac&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
