Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
"U.S. Court Orders Safety, Not Deportation, for Woman Facing Torture","Not only is this manifestly incorrect,"" the panel wrote in a pointed footnote, after vacating the deportation order, ""but the government's failure to assist the court in evaluating the specifics of petitioner's argument required the court to conduct a special, searching analysis of petitioner's contentions before, during and after oral argument.",610311752,Newspapers," Bernstein, Nina
Bernstein
Nina
Nina Bernstein", NYTIAO," US Court of Appeals-Third Circuit
922110"," Copyright New York Times Company Jul 16, 2010"," 2081362011 , 53360361 , 7818 , NYTIAO , NYT , 541826-20100716", News," Jul 16, 2010",0362-4331, English, English, A.20," New York, N.Y.","Jul 16, 2010",New York Times,2010,https://search.proquest.com/docview/610311752?accountid=14496,,,, A.20,," Federal court decisions , Litigation , Evidence , Torture , Appeals , Political asylum , Deportation , China , Kang, Jinyu",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=U.S.+Court+Orders+Safety%2C+Not+Deportation%2C+for+Woman+Facing+Torture%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=Bernstein%2C+Nina&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Bell salaries elicit residents' disgust; High-paid officials are a stark contrast to the blue-collar people around them,"Because of the language barrier or their schooling, they don't always comprehend what's going on.",610358481,Newspapers," Knoll, Corina
Knoll
Corina
Corina Knoll",,, (Copyright (c) 2010 Los Angeles Times)," 2081376241 , 53361871 , 7683 , ANGE , LATM100026903", News," Jul 16, 2010",0458-3035, English, English, AA.1," Los Angeles, Calif.","Jul 16, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/610358481?accountid=14496,,,, AA.1,," Cities , Fiduciary responsibility , Wages & salaries , Municipal employees , Los Angeles County California , Bell California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Bell+salaries+elicit+residents%27+disgust%3B+High-paid+officials+are+a+stark+contrast+to+the+blue-collar+people+around+them&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=AA.1&amp;au=Knoll%2C+Corina&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Governor's Meeting Finds New Home,"For months, delegates from the border states' economic development departments and environmental agencies, police forces and tourism offices, have been sitting at 13 ""work tables"" to come up with ways to cooperate on a variety of fronts.",610377517,Newspapers," Stein, Perry
Stein
Perry
Perry Stein , Campoy, Ana
Campoy
Ana
Ana Campoy",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2081437811 , 53362611 , 7510 , WSJ , DWJNJ000000020100716e67g0002w", News," Jul 16, 2010",0099-9660, English, English, A.3," New York, N.Y.","Jul 16, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/610377517?accountid=14496," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior", A.3," 9190 United States , 1210 Politics & political behavior"," State laws , Immigration policy , Site selection , Governors , Conferences , New Mexico , Arizona , Richardson, Bill",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Governor%27s+Meeting+Finds+New+Home&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Stein%2C+Perry%3BCampoy%2C+Ana&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
We Need an Einstein Immigration Policy,"Of these, some go to seasonal agricultural workers, while a small number of H-1B visas (65,000) are reserved for ""specialty occupations"" such as scientists, engineers, and technological experts.",610377673,Newspapers," West, Darrell M
West
M
Darrell
Darrell M. West",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2081437471 , 53362611 , 7510 , WSJ , DWJNJ000000020100716e67g0001r", News," Jul 16, 2010",0099-9660, English, English, A.15," New York, N.Y.","Jul 16, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/610377673?accountid=14496," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior"," 9190 United States , 1210 Politics & political behavior", A.15," 9190 United States , 1210 Politics & political behavior"," Immigration policy , Shortages , Innovations , Immigration policy , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=We+Need+an+Einstein+Immigration+Policy&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=A.15&amp;au=West%2C+Darrell+M&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
World-Wide,A Senate panel approved a bill granting most White House requests for outsourcing space transportation. ---,610377747,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2081438301 , 53362611 , 7510 , WSJ , DWJNJ000000020100716e67g0004e", News," Jul 16, 2010",0099-9660, English, English, A.1," New York, N.Y.","Jul 16, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/610377747?accountid=14496,,,, A.1,," Same sex marriage , Gays & lesbians , American Recovery & Reinvestment Act 2009-US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World-Wide&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Property -- Block Party: Flushing Rings Up Retailers,"Flushing already has hundreds of local stores and its position as a transportation hub -- the No. 7 subway, city buses and the Long Island Railroad all meet in the heart of downtown Flushing -- means that more than 100,000 people pass through daily, including residents of downtown Flushing and commuters who work and shop in the area.",610377916,Newspapers," Hutson, Brittany
Hutson
Brittany
Brittany Hutson",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2081438191 , 53362611 , 7510 , WSJ , DWJNJ000000020100716e67g00035", News," Jul 16, 2010",0099-9660, English, English, A.23," New York, N.Y.","Jul 16, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/610377916?accountid=14496," 9190 United States , 8390 Retailing industry"," 9190 United States , 8390 Retailing industry"," 9190 United States , 8390 Retailing industry", A.23," 9190 United States , 8390 Retailing industry"," Economic development , New store openings , Shopping centers , Flushing-Queens NY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Property+--+Block+Party%3A+Flushing+Rings+Up+Retailers&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Hutson%2C+Brittany&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE NATION; Arizona law in court; Passions run high inside and outside over the state's new immigration statute.,"In the first courtroom showdown over Arizona's new immigration law, an attorney for a Phoenix police officer asked a federal judge Thursday to halt the implementation of much of the statute, saying it undermined the ability of the federal government to set foreign policy.",610379243,Newspapers," Riccardi, Nicholas
Riccardi
Nicholas
Nicholas Riccardi",,, (Copyright (c) 2010 Los Angeles Times)," 2081384211 , 53361871 , 7683 , ANGE , LATM100026851", News," Jul 16, 2010",0458-3035, English, English, A.10," Los Angeles, Calif.","Jul 16, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/610379243?accountid=14496,,,, A.10,," Aliens , Court hearings & proceedings , Immigration policy , Arizona",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+NATION%3B+Arizona+law+in+court%3B+Passions+run+high+inside+and+outside+over+the+state%27s+new+immigration+statute.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Riccardi%2C+Nicholas&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. News: Officer Sues Over Arizona Immigrant Law --- Lawyer for Phoenix Policeman Says His Client Can Face Litigation for Enforcing Contentious Statute and Failing to Enforce It,"Attorneys for Arizona Gov. Jan Brewer told the judge that the lawsuit, which was also filed by an advocacy group called Chicanos Por La Causa, should be dismissed because the police officer and the group have no valid claim of immediate harm and the state law doesn't trump federal immigration law.",610389379,Newspapers," Jordan, Miriam
Jordan
Miriam
Miriam Jordan",,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2081437761 , 53362611 , 7510 , WSJ , DWJNJ000000020100716e67g0002o", News," Jul 16, 2010",0099-9660, English, English, A.3," New York, N.Y.","Jul 16, 2010",Wall Street Journal,2010,https://search.proquest.com/docview/610389379?accountid=14496," 9190 United States , 4330 Litigation , 8305 Professional services not elsewhere classified , 4320 Legislation"," 9190 United States , 4330 Litigation , 8305 Professional services not elsewhere classified , 4320 Legislation"," 9190 United States , 4330 Litigation , 8305 Professional services not elsewhere classified , 4320 Legislation", A.3," 9190 United States , 4330 Litigation , 8305 Professional services not elsewhere classified , 4320 Legislation"," Litigation , State laws , Racial profiling , Court hearings & proceedings , Law enforcement , Immigration policy , Phoenix Arizona , Salgado, David",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+News%3A+Officer+Sues+Over+Arizona+Immigrant+Law+---+Lawyer+for+Phoenix+Policeman+Says+His+Client+Can+Face+Litigation+for+Enforcing+Contentious+Statute+and+Failing+to+Enforce+It&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Jordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THEATER; THEATER BEAT; Weaving a tragic theme,"Co-produced by Company of Angels Theatre and the Thai Community Development Center, a hard-hitting staging by Marlene Forte commemorates the 15th anniversary of the case and seeks to raise awareness about a continuing crisis. The show's second half becomes more of a police procedural, tracing the efforts of law enforcement and civilian personnel who defy systemic racism and corruption to bring the first slavery prosecution since abolition.",610389436,Newspapers," Brandes, Philip
Brandes
Philip
Philip Brandes , Stoudt, Charlotte
Stoudt
Charlotte
Charlotte Stoudt , Nichols, David C
Nichols
C
David
David C. Nichols , Foley, F Kathleen
Foley
Kathleen
F
F. Kathleen Foley",,, (Copyright (c) 2010 Los Angeles Times)," 2081384591 , 53361871 , 7683 , ANGE , LATM100026778", Theater Review-Comparative," Jul 16, 2010",0458-3035, English, English, D.11," Los Angeles, Calif.","Jul 16, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/610389436?accountid=14496,,,, D.11,," Theater -- -Multiple review , Southern California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THEATER%3B+THEATER+BEAT%3B+Weaving+a+tragic+theme&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=D.11&amp;au=Brandes%2C+Philip%3BStoudt%2C+Charlotte%3BNichols%2C+David+C%3BFoley%2C+F+Kathleen&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
LATE BRIEFING; NEW MEXICO; Border state officials to meet,,610389560,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright (c) 2010 Los Angeles Times)," 2081384041 , 53361871 , 7683 , ANGE , LATM100026876", News," Jul 16, 2010",0458-3035, English, English, AA.2," Los Angeles, Calif.","Jul 16, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/610389560?accountid=14496,,,, AA.2,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=LATE+BRIEFING%3B+NEW+MEXICO%3B+Border+state+officials+to+meet&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=AA.2&amp;au=Anonymous&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"List sends a chill through Utah; A letter claiming to identify 1,300 illegal immigrants alarms many Latinos.","Since the distribution of an anonymous letter this week containing the names, addresses and other personal data of more than 1,300 Utah residents said to be undocumented immigrants, Tony Yapias' phone has not stopped ringing.",610390462,Newspapers," Murphy, Kim
Murphy
Kim
Kim Murphy",,, (Copyright (c) 2010 Los Angeles Times)," 2081383971 , 53361871 , 7683 , ANGE , LATM100026894", News," Jul 16, 2010",0458-3035, English, English, AA.8," Los Angeles, Calif.","Jul 16, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/610390462?accountid=14496,,,, AA.8,," Attorneys general , Social security numbers , Unemployment benefits , Immigration policy , Public officials , Aliens , Yapias, Tony",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=List+sends+a+chill+through+Utah%3B+A+letter+claiming+to+identify+1%2C300+illegal+immigrants+alarms+many+Latinos.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=AA.8&amp;au=Murphy%2C+Kim&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Museums Openings,"Museums ""ADVANCING ABSTRACTION IN MODERN SCULPTURE"" Abstract sculptures by David Smith, as well as several other modern artists, opening Wednesday at the Baltimore Museum of Art, 10 Art Museum Dr., Baltimore. First Ladies at the Smithsonian. The definition of freedom outlined in the Declaration of Independence serves as the starting point for this collection of works by the descendants of the Russian czars, Iroquois Indians, French revolutionaries and Guantanamo Bay detainees.",610443072,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Jul 16, 2010"," 2081548511 , 53364221 , 7653 , TWP , WPXX201007161359B748", News," Jul 16, 2010",0190-8286, English, English, T.17," Washington, D.C.","Jul 16, 2010",The Washington Post,2010,https://search.proquest.com/docview/610443072?accountid=14496,,,, T.17,," Museum exhibits , Art galleries & museums , Nonfiction , Visitor centers , World War II , African art",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Museums+Openings&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=T.17&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Gay marriage passes last vote in Argentina; Church had fought bill Activists celebrate a first in Latin America,"In some editions, a July 16 A-section article about Argentina's Congress voting to legalize same-sex marriage misspelled the first name of a man celebrating the vote. The vote -- which also made Argentina the second country in the Americas, after Canada, to approve marriage for gay men and lesbians -- prompted thousands of supporters to whoop in the streets and shout, ""We made history!"" Among them was Marquez, who recounted a long fight for what he called equal rights.",610446414,Newspapers," Forero, Juan
Forero
Juan
Juan Forero",,," Copyright The Washington Post Company Jul 16, 2010"," 2081453901 , 53364221 , 7653 , TWP , WPXX201007161359B6B2", News," Jul 16, 2010",0190-8286, English, English, A.8," Washington, D.C.","Jul 16, 2010",The Washington Post,2010,https://search.proquest.com/docview/610446414?accountid=14496,,,, A.8,," Same sex marriage , Gays & lesbians , Activism , Legislators , Same sex marriage , Legislation -- Argentina , Argentina , United States--US , Argentina",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Gay+marriage+passes+last+vote+in+Argentina%3B+Church+had+fought+bill+Activists+celebrate+a+first+in+Latin+America&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=A.8&amp;au=Forero%2C+Juan&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Obama's next act,"[...] there is major financial reform, which passed Congress on Thursday. [...] is the near $1 trillion stimulus, the largest spending bill in U.S. history.",610447337,Newspapers," Krauthammer, Charles
Krauthammer
Charles
Charles Krauthammer",, Republican Party," Copyright The Washington Post Company Jul 16, 2010"," 2081453721 , 53364221 , 7653 , TWP , WPXX201007161359B6EF", Commentary," Jul 16, 2010",0190-8286, English, English, A.19," Washington, D.C.","Jul 16, 2010",The Washington Post,2010,https://search.proquest.com/docview/610447337?accountid=14496,,,, A.19,," Political behavior , Presidency , Presidential elections , United States--US , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Obama%27s+next+act&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Krauthammer%2C+Charles&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
VOICE OF THE PEOPLE,,610464049,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright 2010 by the Chicago Tribune)," 2081485711 , 53365631 , 7684 , CTRB , TRIB201007150685", Commentary," Jul 16, 2010",1085-6706, English, English, 22," Chicago, Ill.","Jul 16, 2010",Chicago Tribune,2010,https://search.proquest.com/docview/610464049?accountid=14496,,,, 22,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=VOICE+OF+THE+PEOPLE&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=22&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
What's Doing,"An art exhibit tour followed by a class that helps participants better understand a Patricia Horing piece in the ""Outwin-Boochever Portrait Competition 2009"" exhibition and a workshop to create a piece inspired by Horing's work. A lecture on the experience of African American soldiers during the Civil War and how those experiences demonstrated the future of the subject of race. The celebrity chef and son of Greek immigrants discusses his 2009 trip to Crete with Washington Post writer Jane Black, why ""Greek is the new Italian,"" how to eat like the Greeks with seasonal and healthful foods and more about his life lessons and defining moments.",610469850,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Jul 16, 2010"," 2081523051 , 53364221 , 7653 , TWP , WPXX201007161359B746", News," Jul 16, 2010",0190-8286, English, English, T.37," Washington, D.C.","Jul 16, 2010",The Washington Post,2010,https://search.proquest.com/docview/610469850?accountid=14496,,,, T.37,," Art exhibits , Visitor centers , Museum exhibits , Architecture , Military history",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=What%27s+Doing&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=T.37&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Inside Mexico's Drug War, Americans Allege Abuse",,613748487,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2084844771 , 53352381 , 117310 , WSJO , WSJOWSJO1296361E60C22073B803E75D2DB1D7F0SB10001424052748704288204575362862267177490", News," Jul 16, 2010",, English, English, n/a," New York, N.Y.","Jul 16, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/613748487?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Inside+Mexico%27s+Drug+War%2C+Americans+Allege+Abuse&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Somali Militant Group Built Training Camps, al Qaeda Links","Mr. Robow offered a warning of sorts ahead of Sunday's blasts, which hit a restaurant and a sports club where people had gathered to watch the final match of the World Cup. In 2000, Mr. Robow traveled to Afghanistan to train with the Taliban and al Qaeda, which used the strife-torn South Asian country to plot the Sept. 11 attacks in the U.S. In Afghanistan, Mr. Robow learned to fight, fire a sniper rifle and conceal roadside bombs, an al Shabaab official in Somalia said.",613750847,Newspapers,,,," (c) 2010 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2084844981 , 53352381 , 117310 , WSJO , WSJOWSJOB0076C593674847E76367056ADB29F47SB10001424052748703722804575369112124063190", News," Jul 16, 2010",, English, English, n/a," New York, N.Y.","Jul 16, 2010",Wall Street Journal (Online),2010,https://search.proquest.com/docview/613750847?accountid=14496,,,, n/a,," Sports & recreation clubs , Intelligence gathering , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Somali+Militant+Group+Built+Training+Camps%2C+al+Qaeda+Links&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2010-07-16&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
2 Utah workers under scrutiny; The state says they may have been behind a mysterious deportation list.,"Shurtleff, speaking in a teleconference from Salt Lake City, was joined by immigrant rights advocates, a lawmaker and the head of a group that promotes stronger immigration controls in denouncing the list.",612856855,Newspapers," Padilla, Steve
Padilla
Steve
Steve Padilla",,, (Copyright (c) 2010 Los Angeles Times)," 2082395771 , 53389181 , 7683 , ANGE , LATM100026969", News," Jul 17, 2010",0458-3035, English, English, A.24," Los Angeles, Calif.","Jul 17, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/612856855?accountid=14496,,,, A.24,," Aliens , Deportation , Personal information , Immigration , State employees , Professional misconduct , Utah",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=2+Utah+workers+under+scrutiny%3B+The+state+says+they+may+have+been+behind+a+mysterious+deportation+list.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-17&amp;volume=&amp;issue=&amp;spage=A.24&amp;au=Padilla%2C+Steve&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"ARIZ. LAW IS JUST ONE OF MANY; As frustration with Washington grows, so does the trend toward state-based immigration policy.","[...] the number of immigration-related laws and resolutions enacted by states surged to 333 last year, up from 32 in 2005, according to the National Conference of State Legislatures. ""Lawmakers are frustrated with the federal inaction,"" said Ann Morse, program director for the organization's Immigrant Policy Project. [...] the federal government acts, states will still see this as an area where they see the need to play a leadership role.",612890166,Newspapers," Gorman, Anna
Gorman
Anna
Anna Gorman",,, (Copyright (c) 2010 Los Angeles Times)," 2082395271 , 53389181 , 7683 , ANGE , LATM100026971", News," Jul 17, 2010",0458-3035, English, English, A.1," Los Angeles, Calif.","Jul 17, 2010",Los Angeles Times,2010,https://search.proquest.com/docview/612890166?accountid=14496,,,, A.1,," Aliens , Bills , Legislators , State laws , Immigration policy , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=ARIZ.+LAW+IS+JUST+ONE+OF+MANY%3B+As+frustration+with+Washington+grows%2C+so+does+the+trend+toward+state-based+immigration+policy.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2010-07-17&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Gorman%2C+Anna&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
