Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
Laotians find their voice,"Elgin's connection to Laos dates to 1967, when officials from the U.S. Department of State asked city leaders to adopt Vientiane, Laos' capital, as its sister city.",420758434,Newspapers," Ortiz, Vikki
Ortiz
Vikki
Vikki Ortiz",,, (Copyright 2008 by the Chicago Tribune)," 1564515071 , 40528761 , 7684 , CTRB , TRIB200809300544", News," Oct 1, 2008",1085-6706, English, English, 1.22," Chicago, Ill.","Oct 1, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420758434?accountid=14496,,,, 19,," Suburban areas , Mosques & temples , Martial arts , Cities , Immigration , Asian Americans , Elgin Illinois , Laos",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Laotians+find+their+voice%3A+Group+long+tied+to+Elgin+boosts+profile&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-10-01&amp;volume=&amp;issue=&amp;spage=19&amp;au=Ortiz%2C+Vikki&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Children give voice to immigrant parents,"Critics long have said it's dangerous and unfair to lay the burdens of adulthood on children, but a growing body of research argues these interpreters demonstrate memory and analytical abilities similar to those of students seen as gifted.",420758592,Newspapers," Azam, Ahmed
Azam
Ahmed
Azam Ahmed",,, (Copyright 2008 by the Chicago Tribune)," 1564515281 , 40528761 , 7684 , CTRB , TRIB200809300554", News," Oct 1, 2008",1085-6706, English, English, 1.25," Chicago, Ill.","Oct 1, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420758592?accountid=14496,,,, 25,," Skills , Linguistics , Immigration , Research , Children & youth , Foreign language learning",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Children+give+voice+to+immigrant+parents%3A+Some+experts+say+kids+learn+from+processing+complex+information+in+two+languages&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-10-01&amp;volume=&amp;issue=&amp;spage=25&amp;au=Azam%2C+Ahmed&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"New test, new fears on citizenship; Immigrants rush to beat deadline. Officials say the revised test stresses concepts over memorization.","Rosalind Gold, a senior director with the National Assn. of Latino Elected and Appointed Officials, said she planned to keep a close watch on how the U.S. Citizenship and Immigration Services administers the new test to see if passage rates really are higher and if any problems are reported.",422220945,Newspapers," Barboza, Tony
Barboza
Tony
Tony Barboza",,, (Copyright (c) 2008 Los Angeles Times)," 1564452161 , 40527151 , 7683 , ANGE , LATM080047289", News," Oct 1, 2008",0458-3035, English, English, B.2," Los Angeles, Calif.","Oct 1, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422220945?accountid=14496,,,, B.2,," Immigration , Citizenship",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=New+test%2C+new+fears+on+citizenship%3B+Immigrants+rush+to+beat+deadline.+Officials+say+the+revised+test+stresses+concepts+over+memorization.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-10-01&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Barboza%2C+Tony&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"New test, new fears; Applicants rush to beat deadline for old citizenship exam. Revised questions emphasize concepts.","[...] the much-publicized switch to the new exam has caused anxiety and uncertainty among some immigrants, and advocacy groups have noticed an increase in applications among legal residents who fear that the new test will be more difficult. Rosalind Gold, a senior director with the National Assn. of Latino Elected and Appointed Officials, said she planned to keep a close watch on how the U.S. Citizenship and Immigration Services administers the new test to see if passage rates really are higher and if any problems are reported.",422237195,Newspapers," Barboza, Tony
Barboza
Tony
Tony Barboza",,, (Copyright (c) 2008 Los Angeles Times)," 1564452551 , 40527151 , 7683 , ANGE , LATM080047263", Feature," Oct 1, 2008",0458-3035, English, English, B.1," Los Angeles, Calif.","Oct 1, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422237195?accountid=14496,,,, B.1,," Immigration , Citizenship , Tests , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=New+test%2C+new+fears%3B+Applicants+rush+to+beat+deadline+for+old+citizenship+exam.+Revised+questions+emphasize+concepts.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-10-01&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Barboza%2C+Tony&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
A long quest for freedom ends; A Sri Lankan who fled his country in 2001 finally wins his bid for asylum in the U.S.,"""Ahilan Nadarajah's story is important beyond the personal tragedy that he suffered because it offers a window into the human costs to the mistakes -- and there are thousands of mistakes that the government has made by turning the war on terror into a war on immigrants,"" said Arulanantham, the director of immigrants rights and national security at the ACLU.",422242353,Newspapers," Gorman, Anna
Gorman
Anna
Anna Gorman",,, (Copyright (c) 2008 Los Angeles Times)," 1564452061 , 40527151 , 7683 , ANGE , LATM080047290", News," Oct 1, 2008",0458-3035, English, English, B.3," Los Angeles, Calif.","Oct 1, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422242353?accountid=14496,,,, B.3,," Terrorism , Federal court decisions , Political asylum , Immigration , United States--US , Nadarajah, Ahilan",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+long+quest+for+freedom+ends%3B+A+Sri+Lankan+who+fled+his+country+in+2001+finally+wins+his+bid+for+asylum+in+the+U.S.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-10-01&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Gorman%2C+Anna&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Justice tested; A U.S. attorney's claim is vindicated: A new investigation shows the Bush administration hired and fired for the most partisan of reasons.,"In my case, it was because powerful Republicans in Congress and the White House believed that I had not done my duty as a Republican to bring criminal charges against Democrats in the run-up to the 2006 elections.",422242950,Newspapers," Iglesias, David
Iglesias
David
David Iglesias",," Republican Party
813940 , Department of Justice
922130", (Copyright (c) 2008 Los Angeles Times)," 1564452981 , 40527151 , 7683 , ANGE , LATM080047207", Commentary," Oct 1, 2008",0458-3035, English, English, A.21," Los Angeles, Calif.","Oct 1, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422242950?accountid=14496,,,, A.21,," Criminal investigations , Politics , Firings , Attorneys , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Justice+tested%3B+A+U.S.+attorney%27s+claim+is+vindicated%3A+A+new+investigation+shows+the+Bush+administration+hired+and+fired+for+the+most+partisan+of+reasons.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-10-01&amp;volume=&amp;issue=&amp;spage=A.21&amp;au=Iglesias%2C+David&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
How Welcome Went Away,"Among them, Mr. Alden cites the accurate registering of foreign students, the sharing of those terrorist ""watch lists,"" the posting of shipping inspectors abroad and the sharing of information on international air passengers while they were still in flight.",399103563,Newspapers," Schumacher-Matos, Edward
Schumacher-Matos
Edward
Edward Schumacher-Matos",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1565428661 , 40546641 , 7510 , WSJ , WSJJ20081002000136", Feature," Oct 2, 2008",0099-9660, English, English, A.17," New York, N.Y.","Oct 2, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399103563?accountid=14496,,,, A.17,," Terrorism , Immigration , Foreign students , State government , Research & development--R&D , Engineering firms , Councils , Books -- Closing of the American Border, The , Alden, Edward",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=How+Welcome+Went+Away&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=A.17&amp;au=Schumacher-Matos%2C+Edward&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Songs for Campaign Seasons Past and Present,"While Barack Obama told Rolling Stone this summer that his iPod includes everything from Bob Dylan to Jay-Z, Yo-Yo Ma to Charlie Parker, and John McCain informed Blender in August that his favorite song is ""Dancing Queen"" by ABBA, with (mamma mia!) the Swedish pop group's ""Take a Chance on Me"" a close runner-up, the two candidates' convention soundtracks sounded remarkably similar. Recently, AMC's hit drama ""Mad Men"" showcased the eye-rubbing agony of choosing presidential campaign music, portraying the fictional advertising executives behind Richard Nixon's 1960 campaign struggling to compete with the opposition's bouncy ""Kennedy, Kennedy, Kennedy"" ads and use of Frank Sinatra's ""High Hopes"" as JFK's on-the-trail theme.",399123135,Newspapers," Costa, Robert
Costa
Robert
Robert Costa",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1565428111 , 40546641 , 7510 , WSJ , WSJJ20081002000051", News," Oct 2, 2008",0099-9660, English, English, B.14," New York, N.Y.","Oct 2, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399123135?accountid=14496,,,, B.14,," Political campaigns , Presidential elections , State elections , Politics , Political advertising , Music , American history , Presidential elections , Music , United States--US , Obama, Barack , McCain, John",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Songs+for+Campaign+Seasons+Past+and+Present&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=B.14&amp;au=Costa%2C+Robert&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Latest Immigration Wave: Retreat; An Illegal Worker Realizes Dream, Briefly; Fewer Are Sneaking In",,399123264,Newspapers," Jordan, Miriam
Jordan
Miriam
Miriam Jordan",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1565428551 , 40546641 , 7510 , WSJ , WSJJ20081002000127", News," Oct 2, 2008",0099-9660, English, English, A.1," New York, N.Y.","Oct 2, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399123264?accountid=14496," 9190 United States , 1110 Economic conditions & forecasts , 1220 Social trends & culture"," 9190 United States , 1110 Economic conditions & forecasts , 1220 Social trends & culture"," 9190 United States , 1110 Economic conditions & forecasts , 1220 Social trends & culture", A.1," 9190 United States , 1110 Economic conditions & forecasts , 1220 Social trends & culture"," Economic conditions , Aliens , Demographics , Population , Immigration , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Latest+Immigration+Wave%3A+Retreat%3B+An+Illegal+Worker+Realizes+Dream%2C+Briefly%3B+Fewer+Are+Sneaking+In&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Jordan%2C+Miriam&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
IN BRIEF,,410266192,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Oct 2, 2008"," 1565420531 , 40546521 , 7653 , TWP , WPXX200810020E54B59D", News," Oct 2, 2008",0190-8286, English, English, T.2," Washington, D.C.","Oct 2, 2008",The Washington Post,2008,https://search.proquest.com/docview/410266192?accountid=14496,,,, T.2,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=IN+BRIEF%3A+%5B3%5D&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=T.2&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Gilchrest Unloads on Know-Nothing Pols and the Rest of Us,"Just a few years after running his party's national congressional campaign effort, Rep. Tom Davis of Fairfax County is leaving Congress embittered by the Republicans' hard-right positions and frustrated that there appears to be no home for moderates who might appeal to suburban voters. Virginia's GOP ""gave me the middle finger,"" Davis said after party leaders maneuvered to hand its nomination for the retiring John Warner's U.S. Senate seat to former governor Jim Gilmore, rather than allow a primary between the hard-right Gilmore and the moderate Davis.",410270384,Newspapers," Fisher, Marc
Fisher
Marc
Marc Fisher",,," Copyright The Washington Post Company Oct 2, 2008"," 1565418921 , 40546521 , 7653 , TWP , WPXX200810020E54B4DD", Commentary," Oct 2, 2008",0190-8286, English, English, B.1," Washington, D.C.","Oct 2, 2008",The Washington Post,2008,https://search.proquest.com/docview/410270384?accountid=14496,,,, B.1,," Presidential elections , Bills , Bailouts , Political parties , Gilchrest, Wayne",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Gilchrest+Unloads+on+Know-Nothing+Pols+and+the+Rest+of+Us&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Fisher%2C+Marc&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Death Notice: EDWARD W. GOLUCH,"In lieu of flowers, the family requests donations be made to the UTMB Hurricane Recovery Fund or the Plastic Surgery Education Foundation, or the charity of choice.",420715192,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,, (Copyright 2008 by the Chicago Tribune)," 1565436921 , 40546761 , 7684 , CTRB , TRIB200810011228", Obituary," Oct 2, 2008",1085-6706, English, English, 38," Chicago, Ill.","Oct 2, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420715192?accountid=14496,,,, 38,," Deaths , Plastic surgery , Education , Daughters",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Death+Notice%3A+EDWARD+W.+GOLUCH&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=38&amp;au=Anonymous&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. slump shrinks Mexican money flow,"Both the U.S. economic downturn, especially in the construction sector that employs many Mexican immigrants, and tightened controls along the U.S.-Mexican border have slowed the flow of money and people.",420791572,Newspapers," Wilkinson, Tracy
Wilkinson
Tracy
Tracy Wilkinson",,, (Copyright 2008 by the Chicago Tribune)," 1565435891 , 40546761 , 7684 , CTRB , TRIB200810010678", News," Oct 2, 2008",1085-6706, English, English, 16," Chicago, Ill.","Oct 2, 2008",Chicago Tribune,2008,https://search.proquest.com/docview/420791572?accountid=14496,,,, 16,," Aliens , Economic conditions , Immigration , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=U.S.+slump+shrinks+Mexican+money+flow&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=16&amp;au=Wilkinson%2C+Tracy&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Couple ordered deported after 10-year battle to remain in U.S.; Norwalk pair turned themselves in but lost a federal court ruling.,The U.S. 9th Circuit Court of Appeals ruled last week that it didn't have jurisdiction to review the immigration judge's decision ordering them to leave the country.,422219143,Newspapers," Gorman, Anna
Gorman
Anna
Anna Gorman",,, (Copyright (c) 2008 Los Angeles Times)," 1565363701 , 40544741 , 7683 , ANGE , LATM080047412", News," Oct 2, 2008",0458-3035, English, English, B.3," Los Angeles, Calif.","Oct 2, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422219143?accountid=14496,,,, B.3,," Federal court decisions , Deportation , Aliens , Desai, Indiraben , Desai, Jayantibhai",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Couple+ordered+deported+after+10-year+battle+to+remain+in+U.S.%3B+Norwalk+pair+turned+themselves+in+but+lost+a+federal+court+ruling.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Gorman%2C+Anna&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
THE WORLD; Workers' remittances to Mexico fall sharply,"The U.S. economic downturn, especially in the construction sector that employs many Mexican immigrants, and tightened controls along the U.S.-Mexican border have slowed the flow of money and people.",422228461,Newspapers," Wilkinson, Tracy
Wilkinson
Tracy
Tracy Wilkinson",,, (Copyright (c) 2008 Los Angeles Times)," 1565364151 , 40544741 , 7683 , ANGE , LATM080047367", News," Oct 2, 2008",0458-3035, English, English, A.3," Los Angeles, Calif.","Oct 2, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422228461?accountid=14496,,,, A.3,," Immigration , Wages & salaries , Foreign labor , Wire transfer , United States--US , Mexico",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+WORLD%3B+Workers%27+remittances+to+Mexico+fall+sharply&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=A.3&amp;au=Wilkinson%2C+Tracy&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Former candidate indicted; Tan Nguyen is accused of misleading investigators on a letter warning about illegal voting.,A former Orange County congressional candidate whose campaign mailed letters warning immigrants against voting was indicted by a federal grand jury Wednesday on obstruction of justice charges.,422228578,Newspapers," Tran, My-Thuan
Tran
My-Thuan
My-Thuan Tran",,, (Copyright (c) 2008 Los Angeles Times)," 1565363661 , 40544741 , 7683 , ANGE , LATM080047426", News," Oct 2, 2008",0458-3035, English, English, B.5," Los Angeles, Calif.","Oct 2, 2008",Los Angeles Times,2008,https://search.proquest.com/docview/422228578?accountid=14496,,,, B.5,," Political parties , Local elections , Criminal intent , Congressional elections , Obstruction of justice , Indictments , Orange County California , Nguyen, Tan",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Former+candidate+indicted%3B+Tan+Nguyen+is+accused+of+misleading+investigators+on+a+letter+warning+about+illegal+voting.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2008-10-02&amp;volume=&amp;issue=&amp;spage=B.5&amp;au=Tran%2C+My-Thuan&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
The Sky Keeps Falling!,"After witnessing onslaughts of flood, famine, zombies, plague, conflagration, meteors, earthquakes, cyclones, hostile aliens, thermonuclear bombs, giant insects and King Kong himself, we emerge, relieved, into the sunlight of ""normality"" -- and then, like delighted children begging grown-ups to ""scare us again,"" we're ready for more.",399122807,Newspapers," Starr, Tama
Starr
Tama
Tama Starr",,," (c) 2008 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 1566501621 , 40560071 , 7510 , WSJ , WSJJ20081003000077", Book Review-Favorable," Oct 3, 2008",0099-9660, English, English, A.19," New York, N.Y.","Oct 3, 2008",Wall Street Journal,2008,https://search.proquest.com/docview/399122807?accountid=14496,,,, A.19,," Culture , Nonfiction , Books -- City's End, The , New York City New York , Page, Max",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Sky+Keeps+Falling%21&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2008-10-03&amp;volume=&amp;issue=&amp;spage=A.19&amp;au=Starr%2C+Tama&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Museums Openings ""DESERT JE ...","Apollo to the Moon; Barron Hilton Pioneers of Flight; Early Flight; Exploring the Planets; Flight Simulator Zone; Jet Aviation; Legend, Memory and the Great War in the Air; Lunar Exploration Vehicles; Milestones of Flight; Sea-Air Operations; Space Race; World War II Aviation. AIR AND SPACE/UDVAR-HAZY CENTER Open indefinitely: ""Applications Satellites""; ""Business Aviation""; ""Cold War Aviation""; ""Commercial Aviation""; ""General Aviation""; ""Human Spaceflight""; ""Korea and Vietnam Aviation""; ""Modern Military Aviation""; ""Pre-1920 Aviation""; ""Rockets and Missiles""; ""Space Science""; ""Sport Aviation""; ""Vertical Flight""; ""World War II Aviation.""",410226532,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Oct 3, 2008"," 1566494061 , 40559971 , 7653 , TWP , WPXX200810030E57BD31", News," Oct 3, 2008",0190-8286, English, English, T.25," Washington, D.C.","Oct 3, 2008",The Washington Post,2008,https://search.proquest.com/docview/410226532?accountid=14496,,,, T.25,," Museum exhibits , Visual artists , African art , World War II , Unmanned aerial vehicles , Aerial photography",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Museums+Openings+%22DESERT+JE+...&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-10-03&amp;volume=&amp;issue=&amp;spage=T.25&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Hazel T. Foote Soprano Haze ...,"Hazel Tenney Foote, 76, a soprano with several choral societies who also was a choir member and soloist for the past 34 years with the Episcopal Church of the Holy Comforter in Vienna, died Oct. 1 at her home in Vienna of complications of breast cancer.",410236006,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",,," Copyright The Washington Post Company Oct 3, 2008"," 1566493251 , 40559971 , 7653 , TWP , WPXX200810030E57BCDD", News," Oct 3, 2008",0190-8286, English, English, B.7," Washington, D.C.","Oct 3, 2008",The Washington Post,2008,https://search.proquest.com/docview/410236006?accountid=14496,,,, B.7,," Secondary schools , Older people , Korean War , Baptist churches",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Hazel+T.+Foote+Soprano+Haze+...&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-10-03&amp;volume=&amp;issue=&amp;spage=B.7&amp;au=Anonymous&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Number of Illegal Immigrants to U.S. Is Down, Report Finds","The report by the nonpartisan Pew Hispanic Center offers the most detailed picture of the illegal immigrant population to date, and its findings are in line with trends identified in less comprehensive recent analyses by the Department of Homeland Security and the Center for Immigration Studies, a Washington think tank that advocates stricter limits on immigration.",410271186,Newspapers," NC Aizenman - Washington Post Staff Writer
NC Aizenman - Washington Post Staff Writer",,," Copyright The Washington Post Company Oct 3, 2008"," 1566492751 , 40559971 , 7653 , TWP , WPXX200810030E57BCBC", News," Oct 3, 2008",0190-8286, English, English, A.7," Washington, D.C.","Oct 3, 2008",The Washington Post,2008,https://search.proquest.com/docview/410271186?accountid=14496,,,, A.7,," Immigration policy , Studies , Aliens , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Number+of+Illegal+Immigrants+to+U.S.+Is+Down%2C+Report+Finds&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2008-10-03&amp;volume=&amp;issue=&amp;spage=A.7&amp;au=NC+Aizenman+-+Washington+Post+Staff+Writer&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
