Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,FindACopy,Database
The Next Tax Hike; A transcript of the weekend's program on FOX News Channel.,"  [...]House Minority Leader Nancy Pelosi says future tax hikes are not off the table. Gigot: Joining the panel this week, Wall Street Journal columnist and deputy editor Dan Henninger, editorial board member Mary Anastasia O'Grady and Washington columnist Kim Strassel. [...]what they are basically is they phase out the ability of deductions for higher-income taxpayers--and as you said, came in at a much lower threshold than those marginal income tax hikes that were the subject.",1269032788,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous",," Congress
921120"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2864272551 , 74744672 , 117310 , WSJO , WSJOWSJO20130114000020130114e91e001up", News," Jan 14, 2013",, English, English, n/a," New York, N.Y.","Jan 14, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1269032788?accountid=14496,,,, n/a,," Tax increases , Tax rates , Political parties , Pelosi, Nancy , McConnell, Mitch",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Next+Tax+Hike%3B+A+transcript+of+the+weekend%27s+program+on+FOX+News+Channel.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-14&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Japan's Latest Economic Transfusion,"  Mr. Abe's package of public-works spending (much of it to rebuild the earthquake-shattered Fukushima region), investment tax credits and more spending on education and health care could help jump start the moribund Japanese economy.",1269074469,Newspapers,, NYTIAO," Liberal Democratic Party-Japan
813940"," Copyright New York Times Company Jan 14, 2013"," 2864321851 , 74747562 , 7818 , NYTIAO , NYT , 027863-20130114", Editorial," Jan 14, 2013",0362-4331, English, English, A.22," New York, N.Y.","Jan 14, 2013",New York Times,2013,https://search.proquest.com/docview/1269074469?accountid=14496,,,, A.22,," Editorials , Economic growth , Economic reform , United States--US , Japan , Abe, Shinzo",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Japan%27s+Latest+Economic+Transfusion%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-01-14&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"CALIFORNIA; Fewer high school grads expected; As the country's demographics shift, it might become easier to get into college.","  According to the study, the state will then see some modest growth for the next five years, but the ranks of its new high school graduates will remain well below the peak.",1269074501,Newspapers," Gordon, Larry
Larry
Larry Gordon
Gordon
Larry Gordon",,, (Copyright (c) 2013 Los Angeles Times)," 2864320101 , 74748112 , 7683 , ANGE , LATM130001319", News," Jan 14, 2013",0458-3035, English, English, AA.3," Los Angeles, Calif.","Jan 14, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1269074501?accountid=14496,,,, AA.3,," Colleges & universities , Higher education , Students , Demographics , High school graduates , California",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CALIFORNIA%3B+Fewer+high+school+grads+expected%3B+As+the+country%27s+demographics+shift%2C+it+might+become+easier+to+get+into+college.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-01-14&amp;volume=&amp;issue=&amp;spage=AA.3&amp;au=Gordon%2C+Larry&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"Marco Rubio: Riding to the Immigration Rescue; Marco Rubio, Florida's GOP senator, unveils his reform ideas to 'modernize' the system and put illegal immigrants on a path to citizenship.",  The mailer noted that Mr. Rubio championed laws in the state legislature to give children of illegal immigrants in-state tuition and health benefits. Florida's junior senator and one of America's most prominent Hispanic politicians wants to take the Republican lead on immigration reform.,1269168802,Newspapers," Kaminski, Matthew
Matthew
Matthew Kaminski
Kaminski
Matthew Kaminski",," Republican Party
813940 , Congressional Hispanic Caucus
921120"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2864969661 , 74744672 , 117310 , WSJO , WSJOWSJO20130114000020130111e91b0096m", News," Jan 14, 2013",, English, English, n/a," New York, N.Y.","Jan 14, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1269168802?accountid=14496,,,, n/a,," Aliens , Immigration policy , Farmworkers , Workers , Hispanics , United States--US , Obama, Barack , Arnold, Benedict (1741-1801) , Guevara, Ernesto (1928-67)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Marco+Rubio%3A+Riding+to+the+Immigration+Rescue%3B+Marco+Rubio%2C+Florida%27s+GOP+senator%2C+unveils+his+reform+ideas+to+%27modernize%27+the+system+and+put+illegal+immigrants+on+a+path+to+citizenship.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-14&amp;volume=&amp;issue=&amp;spage=&amp;au=Kaminski%2C+Matthew&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"In First Day of New Rules, Cubans Make Travel Plans","  The government says it will continue to limit travel for tens of thousands of Cubans who work in strategic sectors, like military personnel and scientific workers, as well as those they deem a threat to national security.",1269210035,Newspapers," Burnett, Victoria
Victoria
Victoria Burnett
Burnett
Victoria Burnett", NYTIAO," University of Denver
611310"," Copyright New York Times Company Jan 15, 2013"," 2865196461 , 74775032 , 7818 , NYTIAO , NYT , 051233-20130115", News," Jan 15, 2013",0362-4331, English, English, A.6," New York, N.Y.","Jan 15, 2013",New York Times,2013,https://search.proquest.com/docview/1269210035?accountid=14496,,,, A.6,," Deportation , National security , Passports & visas , Immigration policy , Travel , United States--US , Cuba , Castro, Fidel",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=In+First+Day+of+New+Rules%2C+Cubans+Make+Travel+Plans%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-01-15&amp;volume=&amp;issue=&amp;spage=A.6&amp;au=Burnett%2C+Victoria&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Rubio Pushes His Party On Immigration Changes,"  Mr. Rubio, a Cuban-American in his first term whose star is rising rapidly in his party, has outlined views in recent days that set him apart from many other Republican conservatives, who reject any legalization as a form of amnesty that rewards immigrant lawbreakers.",1269210160,Newspapers," Preston, Julia
Julia
Julia Preston
Preston
Julia Preston", NYTIAO," Congress
921120"," Copyright New York Times Company Jan 15, 2013"," 2865196841 , 74775032 , 7818 , NYTIAO , NYT , 051365-20130115", News," Jan 15, 2013",0362-4331, English, English, A.12," New York, N.Y.","Jan 15, 2013",New York Times,2013,https://search.proquest.com/docview/1269210160?accountid=14496,,,, A.12,," Aliens , Immigration policy , Federal legislation , Citizenship , Political leadership , Hispanic Americans , Florida , United States--US , Rubio, Marco , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Rubio+Pushes+His+Party+On+Immigration+Changes%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-01-15&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Preston%2C+Julia&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
U.S. goes to aid of France in Mali; The move reflects the urgency of the military campaign in light of the advances by Al Qaeda affiliates.,"  According to local news reports, one group of fighters attacked the town of Konna and moved toward government-controlled Mopti while a second group advanced to the west, showing a level of coordination that analysts hadn't seen before. [...]a week ago, I and others were telling people we don't really think that there's much of a threat here, because these [militants] have very parochial interests and we don't think they've got the military capability,"" said Michael Shurkin, a former CIA analyst who worked on Mali and is now an expert at the Rand Corp. think tank.",1269383399,Newspapers," Bengali, Shashank
Shashank
Shashank Bengali
Bengali
Shashank Bengali , Dilanian, Ken
Ken
Ken Dilanian
Dilanian
Ken Dilanian , Cloud, David S
David
David S Cloud
Cloud
S
David S. Cloud",," Al Qaeda
813940", (Copyright (c) 2013 Los Angeles Times)," 2865212261 , 74775342 , 7683 , ANGE , LATM130001434", News," Jan 15, 2013",0458-3035, English, English, A.1," Los Angeles, Calif.","Jan 15, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1269383399?accountid=14496,,,, A.1,," National security , Military deployment , Terrorism , Military aid , Europe , United States--US , France , Mali , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=U.S.+goes+to+aid+of+France+in+Mali%3B+The+move+reflects+the+urgency+of+the+military+campaign+in+light+of+the+advances+by+Al+Qaeda+affiliates.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-01-15&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Bengali%2C+Shashank%3BDilanian%2C+Ken%3BCloud%2C+David+S&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"Richard Vedder: The Wages of Unemployment; Labor-force participation has declined since 2000, and among the reasons are soaring government benefits.","  If the government provides food, then the imperative to work is severely reduced. Since the food-stamp program's beginning in the 1960s, it has grown considerably, but especially so in the 21st century: [...]a study Christopher Denhart, Jonathan Robe and I did for the Center for College Affordability and Productivity (that will be released soon) shows that nearly half of four-year college graduates today work in jobs that the Labor Department has determined do not require a college degree.",1269522587,Newspapers," Vedder, Richard
Richard
Richard Vedder
Vedder
Richard Vedder",," Department of Agriculture
926140"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2865899131 , 74769722 , 117310 , WSJO , WSJOWSJO20130115000020130115e91f00a9h", News," Jan 15, 2013",, English, English, n/a," New York, N.Y.","Jan 15, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1269522587?accountid=14496,,,, n/a,," Recessions , Economic conditions , Economic forecasts , Studies , Age , Food , Labor force , Growth rate , Food stamps , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Richard+Vedder%3A+The+Wages+of+Unemployment%3B+Labor-force+participation+has+declined+since+2000%2C+and+among+the+reasons+are+soaring+government+benefits.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-15&amp;volume=&amp;issue=&amp;spage=&amp;au=Vedder%2C+Richard&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Unity and its pitfalls,"  [...]it's a prospect that chills many Democrats because defending Medicare and Social Security benefits is the clearest unifying doctrine their party has, just as resisting tax increases is for Republicans. In 2011, after Obama flirted with accepting an increase in the Medicare eligibility age from 65 to 67 in talks with House Speaker John A. Boehner (R-Ohio), labor unions and other progressive groups quickly organized campaigns to denounce the idea.",1269581546,Newspapers," McMANUS, DOYLE
DOYLE
DOYLE McMANUS
McMANUS
DOYLE McMANUS",," Republican Party
813940 , Democratic Party
813940", (Copyright (c) 2013 Los Angeles Times)," 2866125091 , 74798892 , 7683 , ANGE , LATM130001479", Commentary," Jan 16, 2013",0458-3035, English, English, A.13," Los Angeles, Calif.","Jan 16, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1269581546?accountid=14496,,,, A.13,," National debt , Social security , Firearm laws & regulations , Tax increases , Politics , Medicare , Economic policy , United States--US , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Unity+and+its+pitfalls&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-01-16&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=McMANUS%2C+DOYLE&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
The Wages of Unemployment,"  If the government provides food, then the imperative to work is severely reduced. Since the food-stamp program's beginning in the 1960s, it has grown considerably, but especially so in the 21st century: Paying people to go to college instead of to work is traditionally justified on the grounds that higher education builds ""human capital"" that is vital for the country's economic future.",1269600609,Newspapers," Vedder, Richard
Richard
Richard Vedder
Vedder
Richard Vedder",," Department of Agriculture
926140"," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2866190591 , 74799652 , 7510 , WSJ , DWJNJ000000020130116e91g00027", News," Jan 16, 2013",0099-9660, English, English, A.13," New York, N.Y.","Jan 16, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1269600609?accountid=14496," 9190 United States , 1110 Economic conditions & forecasts"," 9190 United States , 1110 Economic conditions & forecasts"," 9190 United States , 1110 Economic conditions & forecasts", A.13," 9190 United States , 1110 Economic conditions & forecasts"," Recessions , Economic conditions , Economic forecasts , Studies , Age , Food , Labor force , Growth rate , Food stamps , Economic conditions -- United States--US , Unemployment , United States--US",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Wages+of+Unemployment&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-01-16&amp;volume=&amp;issue=&amp;spage=A.13&amp;au=Vedder%2C+Richard&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
What's On Today,"  Crime Scene Investigation,"" at 10, Russell (Ted Danson), Finlay (Elisabeth Shue) and the rest of the team investigate the demise of a news anchor during a broadcast. 9 P.M. (HBO Signature) WE BOUGHT A ZOO (2011) Benjamin (Matt Damon), a Los Angeles journalist struggling to hold on to his family and his job after his wife's death, decides to move his 14-year-old son (Colin Ford) and 7-year-old daughter (Maggie Elizabeth Jones) into a dilapidated house with mountain views and a menagerie that has a lovely keeper (Scarlett Johansson, below with Ms. Jones).",1269606413,Newspapers," Shattuck, Kathryn
Kathryn
Kathryn Shattuck
Shattuck
Kathryn Shattuck", NYTIAO," CBS Broadcasting Inc
515120 , New York Times Co
511110
511120
515112
515120"," Copyright New York Times Company Jan 16, 2013"," 2866241991 , 74797832 , 7818 , NYTIAO , NYT , 068705-20130116", Schedule," Jan 16, 2013",0362-4331, English, English, C.6," New York, N.Y.","Jan 16, 2013",New York Times,2013,https://search.proquest.com/docview/1269606413?accountid=14496,,,, C.6,," Weddings , Television programs , Criminal investigations , Minaj, Nicki , Shah, Naseeruddin , Trachtenberg, Michelle , Urban, Keith , Danson, Ted , Nair, Mira , Johansson, Scarlett , Jackson, Randy , DiNapoli, Thomas P , Shue, Elisabeth , Carey, Mariah",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=What%27s+On+Today%3A+%5BSchedule%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-01-16&amp;volume=&amp;issue=&amp;spage=C.6&amp;au=Shattuck%2C+Kathryn&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"MANSION --- Detroit Classics, Priced To Move --- With grand homes built for the titans of industry, Palmer Woods still draws Motown's elite, while bargains tempt suburbanites; a new neighbor's big plans","  First developed during the 1910s, it has long been home to Detroit's political, industrial and cultural elite, from the Romneys to the Fishers to the former heads of GM and Chrysler.",1270605434,Newspapers," Rogers, Christina
Christina
Christina Rogers
Rogers
Christina Rogers",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2868339771 , 74837052 , 7510 , WSJ , DWJNJ000000020130118e91i00002", Feature," Jan 18, 2013",0099-9660, English, English, M.1," New York, N.Y.","Jan 18, 2013",Wall Street Journal,2013,https://search.proquest.com/docview/1270605434?accountid=14496," 9190 United States , 8360 Real estate"," 9190 United States , 8360 Real estate"," 9190 United States , 8360 Real estate", M.1," 9190 United States , 8360 Real estate"," Neighborhoods , Luxury homes , Homeowners , Houses , Real estate , Detroit Michigan",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=article&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=MANSION+---+Detroit+Classics%2C+Priced+To+Move+---+With+grand+homes+built+for+the+titans+of+industry%2C+Palmer+Woods+still+draws+Motown%27s+elite%2C+while+bargains+tempt+suburbanites%3B+a+new+neighbor%27s+big+plans&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2013-01-18&amp;volume=&amp;issue=&amp;spage=M.1&amp;au=Rogers%2C+Christina&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Eva Longoria's Next Role: Hispanic Activist in Washington,,1270844793,Newspapers," Langley, Monica
Monica
Monica Langley
Langley
Monica Langley",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2869125591 , 74848802 , 117310 , WSJO , WSJOWSJO20130119000020130119e91j00233", News," Jan 19, 2013",, English, English, n/a," New York, N.Y.","Jan 19, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1270844793?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Eva+Longoria%27s+Next+Role%3A+Hispanic+Activist+in+Washington&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-19&amp;volume=&amp;issue=&amp;spage=&amp;au=Langley%2C+Monica&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
CALIFORNIA; Solis confirms she might seek county seat,"  U.S. Labor Secretary Hilda L. Solis confirmed Friday that she was considering running for a seat on the Los Angeles County Board of Supervisors and planned to get her ""footing back in the community"" and remain politically active in Los Angeles.",1270856321,Newspapers," Simon, Richard
Richard
Richard Simon
Simon
Richard Simon",," Board of Supervisors-Los Angeles County CA
921120", (Copyright (c) 2013 Los Angeles Times)," 2869211631 , 74852252 , 7683 , ANGE , LATM130001883", News," Jan 19, 2013",0458-3035, English, English, AA.3," Los Angeles, Calif.","Jan 19, 2013",Los Angeles Times,2013,https://search.proquest.com/docview/1270856321?accountid=14496,,,, AA.3,," Candidates , Local elections -- Los Angeles County California , Los Angeles County California , Solis, Hilda",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CALIFORNIA%3B+Solis+confirms+she+might+seek+county+seat&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2013-01-19&amp;volume=&amp;issue=&amp;spage=AA.3&amp;au=Simon%2C+Richard&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
A Place for Renters to Buy In,"  According to census data, the mean household annual income in the Baychester area is nearly $70,000. WHAT YOU'LL PAY The Bronx-Manhattan North Association of Realtors lists more than 1,100 houses on the market. Because housing is so uniform, pricing is fairly predictable.",1271052758,Newspapers," Gregor, Alison
Alison
Alison Gregor
Gregor
Alison Gregor", NYTIAO,," Copyright New York Times Company Jan 20, 2013"," 2869765391 , 74861762 , 7818 , NYTIAO , NYT , 089303-20130120", News," Jan 20, 2013",0362-4331, English, English, RE.6," New York, N.Y.","Jan 20, 2013",New York Times,2013,https://search.proquest.com/docview/1271052758?accountid=14496,,,, RE.6,," Real estate , Neighborhoods , Geographic profiles , Bronx New York",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=A+Place+for+Renters+to+Buy+In%3A+%5BReal+Estate+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-01-20&amp;volume=&amp;issue=&amp;spage=RE.6&amp;au=Gregor%2C+Alison&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Advice for Obama's Speech,  Renew Faith in the American Dream By Douglas Brinkley Douglas Brinkley is a professor of history at Rice University and a commentator for CBS News. No worker should fear that Social Security will be raided or health care benefits incrementally stripped away under a desire for a balanced budget. [...]no citizen in the Age of Climate Change should wonder whether the federal government will help them rebuild if a natural disaster devastates their community.,1271054033,Newspapers,, NYTIAO,," Copyright New York Times Company Jan 20, 2013"," 2869764371 , 74861762 , 7818 , NYTIAO , NYT , 150142-20130120", Commentary," Jan 20, 2013",0362-4331, English, English, SR.7," New York, N.Y.","Jan 20, 2013",New York Times,2013,https://search.proquest.com/docview/1271054033?accountid=14496,,,, SR.7,," Inaugurations , Speeches , Presidents , United States--US , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Advice+for+Obama%27s+Speech%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-01-20&amp;volume=&amp;issue=&amp;spage=SR.7&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Medicaid Expansion Is Delicate Maneuver for Arizona's Republican Governor,"  Ms. Brewer, who has become something of a conservative icon for her aggressive opposition to Mr. Obama's policies, surprised many Legislature watchers at her State of the State address last week by saying she wanted to expand the state's Medicaid program to include anyone who makes up to 133 percent of the federal poverty level, or $14,856 for an individual.",1271054055,Newspapers," Santos, Fernanda
Fernanda
Fernanda Santos
Santos
Fernanda Santos", NYTIAO,," Copyright New York Times Company Jan 20, 2013"," 2869765581 , 74861762 , 7818 , NYTIAO , NYT , 129852-20130120", News," Jan 20, 2013",0362-4331, English, English, A.20," New York, N.Y.","Jan 20, 2013",New York Times,2013,https://search.proquest.com/docview/1271054055?accountid=14496,,,, A.20,," Medicaid , Expansion , Patient Protection & Affordable Care Act 2010-US , Arizona , Brewer, Jan",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Medicaid+Expansion+Is+Delicate+Maneuver+for+Arizona%27s+Republican+Governor%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-01-20&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=Santos%2C+Fernanda&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Obama Takes Oath, Beginning 2nd Term: An Intimate White House Ceremony -- Traditional Pomp Is Set for Today","  While Mr. Obama's words have become less soaring and more confrontational toward Republicans after four years in which they sought to foil him, David Plouffe, a senior adviser to Mr. Obama, said on the CNN program ""State of the Union"" on Sunday that the president had written a ""hopeful"" inaugural address for Monday's ceremony.",1271572606,Newspapers," Calmes, Jackie
Jackie
Jackie Calmes
Calmes
Jackie Calmes", NYTIAO," Congress
921120"," Copyright New York Times Company Jan 21, 2013"," 2870278631 , 74870922 , 7818 , NYTIAO , NYT , 147885-20130121", News," Jan 21, 2013",0362-4331, English, English, A.1," New York, N.Y.","Jan 21, 2013",New York Times,2013,https://search.proquest.com/docview/1271572606?accountid=14496,,,, A.1,," Inaugurations , Presidents , United States--US , Obama, Barack",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Obama+Takes+Oath%2C+Beginning+2nd+Term%3A+An+Intimate+White+House+Ceremony+--+Traditional+Pomp+Is+Set+for+Today%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2013-01-21&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Calmes%2C+Jackie&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Bitter Clingers Again; The bigotry behind the push for gun control.,,1271972045,Newspapers," Taranto, James
James
James Taranto
Taranto
James Taranto",,," (c) 2013 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 2871705121 , 74882662 , 117310 , WSJO , WSJOWSJO20130122000020130122e91m009q1", News," Jan 22, 2013",, English, English, n/a," New York, N.Y.","Jan 22, 2013",Wall Street Journal (Online),2013,https://search.proquest.com/docview/1271972045?accountid=14496,,,, n/a,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Bitter+Clingers+Again%3B+The+bigotry+behind+the+push+for+gun+control.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2013-01-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Taranto%2C+James&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
