Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
Stark Contrasts in Style and Substance,"  The Democratic convention is over, and delegates streamed to airports and train stations on Friday morning to return home for the summer weekend. [...]Donald J. Trump delivered a rough, and at times halting, reality-television show; Hillary Clinton offered a polished Hollywood production.",1807670005,Newspapers," Nagourney, Adam
Nagourney
Adam
Adam Nagourney , Nagourney, Adam
Nagourney
Adam
Adam Nagourney", NYTIAO,," Copyright New York Times Company Jul 30, 2016"," 4132412491 , 106767102 , 7818 , NYTIAO , NYT , 589365-20160730", NEWSPAPER," Jul 30, 2016",0362-4331, English, English, A.10," New York, N.Y.","Jul 30, 2016",New York Times,2016,https://search.proquest.com/docview/1807670005?accountid=14496, A.10," Political conventions , Celebrities , Firearm laws & regulations , Voter behavior , Cleveland Ohio , Obama, Michelle",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Stark+Contrasts+in+Style+and+Substance%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-07-30&amp;volume=&amp;issue=&amp;spage=A.10&amp;au=Nagourney%2C+Adam&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Local Digest,,1807671030,Newspapers,,,," (Copyright The Washington Post Company, Jul 30, 2016)"," 4132420201 , 106767292 , 7653 , TWP , WPXXWP20160730LocalDigest61914ea2", News," Jul 30, 2016",0190-8286, English, English, B.3," Washington, D.C.","Jul 30, 2016",The Washington Post,2016,https://search.proquest.com/docview/1807671030?accountid=14496, B.3,, EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Local+Digest&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-07-30&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"After tapes emerged, the Levy case unraveled","  Proller, who according to an IMDB page has appeared on the Netflix TV series ""House of Cards,"" said that she thought the recordings could protect her and that she didn't want to be implicated in any crimes against her ex-husband. According to Proller, Morales told her that he had lied about Guandique's confession to improve his prison conditions and that he struck a deal with prosecutors in exchange for his testimony.",1807671056,Newspapers," Alexander, Keith L
Alexander
L
Keith
Keith L Alexander , Bui, Lynh
Bui
Lynh
Lynh Bui , Alexander, Keith L
Alexander
L
Keith
Keith L Alexander , Bui, Lynh
Bui
Lynh
Lynh Bui",,," (Copyright The Washington Post Company, Jul 30, 2016)"," 4132420161 , 106767292 , 7653 , TWP , WPXXWP20160730AftertapesemergedtheLevycaseunraveled7bccd898", News," Jul 30, 2016",0190-8286, English, English, A.1," Washington, D.C.","Jul 30, 2016",The Washington Post,2016,https://search.proquest.com/docview/1807671056?accountid=14496, A.1," Missing persons , Attorneys , Murders & murder attempts , Trials , Criminal sentences , Maryland", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=After+tapes+emerged%2C+the+Levy+case+unraveled&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-07-30&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Alexander%2C+Keith+L%3BBui%2C+Lynh&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"LOS ANGELES; Family of slain man sues Long Beach; Police are accused of using excessive force against Mharloun Saycon, who was mentally disabled.","  Saycon was shot Dec. 4 when two officers responded to a report of a knife-wielding man at Looff's Lite-A-Line, a gaming parlor, and saw Saycon holding a weapon.",1807671690,Newspapers," Vives, Ruben
Vives
Ruben
Ruben Vives , Vives, Ruben
Vives
Ruben
Ruben Vives",,, (Copyright (c) 2016 Los Angeles Times)," 4132430411 , 106745522 , 7683 , ANGE , LATM2016073020450", News," Jul 30, 2016",0458-3035, English, English, B.3," Los Angeles, Calif.","Jul 30, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1807671690?accountid=14496, B.3," Families & family life , Intellectual disabilities"," LONG BEACH POLICE DEPARTMENT , POLICE SHOOTINGS , MENTAL ILLNESS , WRONGFUL DEATH SUITS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=LOS+ANGELES%3B+Family+of+slain+man+sues+Long+Beach%3B+Police+are+accused+of+using+excessive+force+against+Mharloun+Saycon%2C+who+was+mentally+disabled.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-07-30&amp;volume=&amp;issue=&amp;spage=B.3&amp;au=Vives%2C+Ruben&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
MUSIC REVIEW; MUSIC CRITIC; Melting pot of sound in America,"  The soundtrack Thursday night at the Bowl was the latest merger of jazz and classical traditions with the West Coast premiere of Wynton Marsalis' new Concerto in D, along with Aaron Copland's all-American Symphony No. 3.",1807671761,Newspapers," SWED, MARK
SWED
MARK
MARK SWED , SWED, MARK
SWED
MARK
MARK SWED",,, (Copyright (c) 2016 Los Angeles Times)," 4132430951 , 106745522 , 7683 , ANGE , LATM2016073020397", General Information," Jul 30, 2016",0458-3035, English, English, E.1," Los Angeles, Calif.","Jul 30, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1807671761?accountid=14496, E.1," Jazz , Orchestras"," Concert review , LOS ANGELES PHILHARMONIC , POLITICS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=MUSIC+REVIEW%3B+MUSIC+CRITIC%3B+Melting+pot+of+sound+in+America&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-07-30&amp;volume=&amp;issue=&amp;spage=E.1&amp;au=SWED%2C+MARK&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Candidates take to swing states; Clinton heads from Pennsylvania to Ohio, while Trump speaks in Colorado.","  Fresh off her history-making presidential nomination, Hillary Clinton set off for a Rust Belt bus tour Friday while Donald Trump made his pitch in Colorado, a swing-state-centric kickoff to what promises to be a bruising 100-day general election fight. The convention was also a chance to emphasize parts of Clinton's biography, such as her work for the Children's Defense Fund after graduating from law school, that remain less well-known than her more controversial tenure as a politically active first lady.",1807671806,Newspapers," Megerian, Chris
Megerian
Chris
Chris Megerian , Mason, Melanie
Mason
Melanie
Melanie Mason , Megerian, Chris
Megerian
Chris
Chris Megerian , Mason, Melanie
Mason
Melanie
Melanie Mason",,, (Copyright (c) 2016 Los Angeles Times)," 4132430851 , 106745522 , 7683 , ANGE , LATM2016073020407", News," Jul 30, 2016",0458-3035, English, English, A.9," Los Angeles, Calif.","Jul 30, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1807671806?accountid=14496, A.9," Political conventions , Presidential elections , Candidates , Nominations , Employment , Colorado"," CLINTON, HILLARY , TRUMP, DONALD J , DEMOCRATIC PARTY , PRESIDENTIAL CANDIDATES , REPUBLICAN PARTY , POLITICAL CAMPAIGNS , PENNSYLVANIA , OHIO , COLORADO",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=Candidates+take+to+swing+states%3B+Clinton+heads+from+Pennsylvania+to+Ohio%2C+while+Trump+speaks+in+Colorado.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-07-30&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=Megerian%2C+Chris%3BMason%2C+Melanie&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
WILSHIRE BANK IS SUED OVER FRAUD; Korean investors allege it was complicit in a scam involving EB-5 visa program.,"  The suit, filed in Los Angeles Superior Court, highlights the problems that have tarnished the federal visa program and reflects a growing tendency by investors to hold banks accountable for fraudulent activities, even if they are acting only as intermediaries.",1807672099,Newspapers," Koren, James Rufus
Koren
Rufus
James
James Rufus Koren , Koren, James Rufus
Koren
Rufus
James
James Rufus Koren",,, (Copyright (c) 2016 Los Angeles Times)," 4132430641 , 106745522 , 7683 , ANGE , LATM2016073020427", News," Jul 30, 2016",0458-3035, English, English, C.1," Los Angeles, Calif.","Jul 30, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1807672099?accountid=14496, C.1," Fraud , Passports & visas , Escrow accounts , Immigration , Biodiesel fuels , Breach of contract"," WILSHIRE BANCORP , FRAUD , SUITS , FOREIGN INVESTMENTS , VISAS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=WILSHIRE+BANK+IS+SUED+OVER+FRAUD%3B+Korean+investors+allege+it+was+complicit+in+a+scam+involving+EB-5+visa+program.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-07-30&amp;volume=&amp;issue=&amp;spage=C.1&amp;au=Koren%2C+James+Rufus&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
ELECTION 2016; Partisan divide grows ever deeper,"  [...]its voters have grown frustrated at the gridlock that has resulted from a divided political system. [...]Trump's powerful appeal to the economic unease -- and the racial resentments -- of blue-collar whites has accelerated the trend of such voters identifying with the GOP. With speakers such as former New York Mayor Michael Bloomberg and repeated descriptions of Trump as a dangerously unsteady authoritarian, they sought to make moderate, college-educated Republicans and Republican-leaning independents comfortable with the idea of crossing the line to vote for a Democrat.",1807673335,Newspapers," Lauter, David
Lauter
David
David Lauter , Lauter, David
Lauter
David
David Lauter",,, (Copyright (c) 2016 Los Angeles Times)," 4132430811 , 106745522 , 7683 , ANGE , LATM2016073020410", News," Jul 30, 2016",0458-3035, English, English, A.1," Los Angeles, Calif.","Jul 30, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1807673335?accountid=14496, A.1," Political conventions , Presidential elections , Nominations , Voter behavior , Political parties , Cleveland Ohio"," CLINTON, HILLARY , DEMOCRATIC PARTY , PRESIDENTIAL CANDIDATES , REPUBLICAN PARTY , VOTING , POLITICAL STRATEGY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=ELECTION+2016%3B+Partisan+divide+grows+ever+deeper&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-07-30&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Lauter%2C+David&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Make America Grow Again,"  Most CEOs will be risk-averse and conservative with their balance sheets until they see signs of a growth rebound, even though they're sitting atop piles of cash and the cost of capital is at all-time lows.",1808023237,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4134599961 , 106767422 , 7510 , WSJ , DWJNJ000000020160730ec7u00020", Editorial," Jul 30, 2016",0099-9660, English, English, A.12," New York, N.Y.","Jul 30, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1808023237?accountid=14496, A.12," Recessions , Editorials , Economic growth , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Make+America+Grow+Again&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-07-30&amp;volume=&amp;issue=&amp;spage=A.12&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"Paid Notice: Deaths HARPER, ERNEST",,1807728967,Newspapers,, NYTIAO,," Copyright New York Times Company Jul 31, 2016"," 4132981941 , 106780822 , 7818 , NYTIAO , NYT , 384163-20160731", Paid Death Notice," Jul 31, 2016",0362-4331, English, English, A.24," New York, N.Y.","Jul 31, 2016",New York Times,2016,https://search.proquest.com/docview/1807728967?accountid=14496, A.24," Harper, Ernest",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Paid+Notice%3A+Deaths+HARPER%2C+ERNEST%3A+%5BPaid+Death+Notice%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=A.24&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"After tapes emerged, the Levy case unraveled","  Proller, who according to an IMDB page has appeared on the Netflix TV series ""House of Cards,"" said that she thought the recordings could protect her and that she didn't want to be implicated in any crimes against her ex-husband. According to Proller, Morales told her that he had lied about Guandique's confession to improve his prison conditions and that he struck a deal with prosecutors in exchange for his testimony.",1807732556,Newspapers," Alexander, Keith L
Alexander
L
Keith
Keith L Alexander , Bui, Lynh
Bui
Lynh
Lynh Bui , Alexander, Keith L
Alexander
L
Keith
Keith L Alexander , Bui, Lynh
Bui
Lynh
Lynh Bui",,," (Copyright The Washington Post Company, Jul 31, 2016)"," 4132994811 , 106780872 , 7653 , TWP , WPXXWP20160731AftertapesemergedtheLevycaseunraveled7bccd898", News," Jul 31, 2016",0190-8286, English, English, A.1," Washington, D.C.","Jul 31, 2016",The Washington Post,2016,https://search.proquest.com/docview/1807732556?accountid=14496, A.1," Missing persons , Attorneys , Murders & murder attempts , Trials , Criminal sentences , Maryland", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=After+tapes+emerged%2C+the+Levy+case+unraveled&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Alexander%2C+Keith+L%3BBui%2C+Lynh&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Today's presidency o fers almost unchecked power,  Trump could justify an all-out assault on the Islamic State by pointing to the same kinds of authority that allowed the Bush administration to use torture against alleged terrorists and allowed the Obama administration to expand the use of drones to kill terrorist suspects.,1807732581,Newspapers," Fisher, Marc
Fisher
Marc
Marc Fisher , Fisher, Marc
Fisher
Marc
Marc Fisher",," Congress
921120"," (Copyright The Washington Post Company, Jul 31, 2016)"," 4132995071 , 106780872 , 7653 , TWP , WPXXWP20160731Todayspresidencyofersalmostuncheckedpowe69cfc686", News," Jul 31, 2016",0190-8286, English, English, A.1," Washington, D.C.","Jul 31, 2016",The Washington Post,2016,https://search.proquest.com/docview/1807732581?accountid=14496, A.1, Presidents, EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Today%27s+presidency+o+fers+almost+unchecked+power&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Fisher%2C+Marc&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
'Socialist realism' or Norman Rockwell?,"  [...]vast and detailed that they required multiple artists, they depict dramatic scenes such as the rescue of sailors whose boat is about to be swamped by a violent ocean. Contemporary North Korean Art: The Evolution of Socialist Realism ; South Korea: Examining Life Through Social Realities ; and The Looking Glass: Artist Immigrants of Washington On view through Aug. 14 at American University Museum, 4400 Massachusetts Ave. NW. 202-885-1300. rectamerican.edu/museum.",1807732582,Newspapers," Jenkins, Mark
Jenkins
Mark
Mark Jenkins , Jenkins, Mark
Jenkins
Mark
Mark Jenkins",," American University Museum
712110"," (Copyright The Washington Post Company, Jul 31, 2016)"," 4132995411 , 106780872 , 7653 , TWP , WPXXWP20160731SocialistrealismorNormanRockwell785274aa", General Information," Jul 31, 2016",0190-8286, English, English, E.3," Washington, D.C.","Jul 31, 2016",The Washington Post,2016,https://search.proquest.com/docview/1807732582?accountid=14496, E.3," Art exhibits , Museums , Realism", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=%27Socialist+realism%27+or+Norman+Rockwell%3F&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=E.3&amp;au=Jenkins%2C+Mark&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"100 days out, new controversy flares","  Mogul's remarks 'shameless' Republican Donald Trump lashed out Saturday at two Muslim American parents who lost their son while he served in the U.S. military in Iraq and who appeared at the Democratic National Convention last week, stirring outrage among critics who said the episode proves that Trump lacks the compassion and temperament to be president.",1807732634,Newspapers," DelReal, Jose A
DelReal
A
Jose
Jose A DelReal , Gearan, Anne
Gearan
Anne
Anne Gearan , DelReal, Jose A
DelReal
A
Jose
Jose A DelReal , Gearan, Anne
Gearan
Anne
Anne Gearan",," Republican Party
813940"," (Copyright The Washington Post Company, Jul 31, 2016)"," 4132995881 , 106780872 , 7653 , TWP , WPXXWP20160731100daysoutnewcontroversyflares34b0aad4", News," Jul 31, 2016",0190-8286, English, English, A.5," Washington, D.C.","Jul 31, 2016",The Washington Post,2016,https://search.proquest.com/docview/1807732634?accountid=14496, A.5," Nominations , Political conventions , Candidates , Iraq", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=100+days+out%2C+new+controversy+flares&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=A.5&amp;au=DelReal%2C+Jose+A%3BGearan%2C+Anne&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
2016 OLYMPICS ROAD TO RIO; 5 DAYS TO SUMMER GAMES; She's got it covered; Muslim fencer makes statement as she makes history,"  Riding in the car one day, stopped at a red light, she and her mother glanced at a school building and could see through the windows to where kids practiced an unfamiliar sport in jackets, pants and masks. ""Am I going to be allowed to board my flight to make it to my Olympic qualifier?"" The fencing strip was one place where she could shut it all out, putting together a string of podium finishes on the World Cup circuit this winter to secure her spot in Rio.",1807732706,Newspapers," Wharton, David
Wharton
David
David Wharton , Wharton, David
Wharton
David
David Wharton",,, (Copyright (c) 2016 Los Angeles Times)," 4132991991 , 106767802 , 7683 , ANGE , LATM2016073120596", News," Jul 31, 2016",0458-3035, English, English, D.1," Los Angeles, Calif.","Jul 31, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1807732706?accountid=14496, D.1," Muslims , Olympic games , Clothing , International relations , Fencing , Professional soccer"," UNITED STATES ATHLETIC TEAMS , OLYMPIC GAMES (2016) , FENCING (SPORT) , MUSLIMS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=2016+OLYMPICS+ROAD+TO+RIO%3B+5+DAYS+TO+SUMMER+GAMES%3B+She%27s+got+it+covered%3B+Muslim+fencer+makes+statement+as+she+makes+history&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=D.1&amp;au=Wharton%2C+David&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
How a fear of germs infects our political views; Large population surveys have shown a relationship between germophobia and xenophobia.,  [...]anyone who bucks convention is treated with hostility -- and those conditions favor repressive political regimes.,1807732882,Newspapers," McAuliffe, Kathleen
McAuliffe
Kathleen
Kathleen McAuliffe , McAuliffe, Kathleen
McAuliffe
Kathleen
Kathleen McAuliffe",,, (Copyright (c) 2016 Los Angeles Times)," 4132998981 , 106767802 , 7683 , ANGE , LATM2016073120497", Editorial," Jul 31, 2016",0458-3035, English, English, A.20," Los Angeles, Calif.","Jul 31, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1807732882?accountid=14496, A.20," Behavior , Studies , Politics , Infections , Parasites , Pathogens , Researchers , Geopolitics", Opinion piece,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=How+a+fear+of+germs+infects+our+political+views%3B+Large+population+surveys+have+shown+a+relationship+between+germophobia+and+xenophobia.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=McAuliffe%2C+Kathleen&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
CELEBRATING OUR NATIONAL PARKS; A POTENT HUSH,"  The students squint in the bright sun as if trying to look back in time and see the soldiers and horses fanning across these plains, hear the rattle of equipment, the crack of carbine fire and the screams that followed. A senior-living community recently opened on the edge of the prairie, and on the road to Sand Creek, the Cobblestone Inn is giving the weary-looking Travelors Lodge a run for its money (to say nothing about its spelling).",1807732897,Newspapers," Curwen, Thomas
Curwen
Thomas
Thomas Curwen , Curwen, Thomas
Curwen
Thomas
Thomas Curwen",,, (Copyright (c) 2016 Los Angeles Times)," 4132998881 , 106767802 , 7683 , ANGE , LATM2016073120507", General Information," Jul 31, 2016",0458-3035, English, English, L.4," Los Angeles, Calif.","Jul 31, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1807732897?accountid=14496, L.4," National parks , Sand Creek"," Infobox , Infographic , Mainbar , SAND CREEK (CO)",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=CELEBRATING+OUR+NATIONAL+PARKS%3B+A+POTENT+HUSH&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=L.4&amp;au=Curwen%2C+Thomas&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Why Hillary Should Fear Optimism,"  Vice President Joseph R. Biden Jr., President Obama and the nominee herself all welcomed conservatives and moderates with misgivings about Mr. Trump to find a new home in the Democratic Party -- or at least, as Michael Bloomberg, the former mayor of New York City, urged, to stay long enough to vote for Mrs. Clinton. Democrats tried to portray Mrs. Clinton simultaneously as a true progressive and a nonpartisan unifier. Because each nominee has intraparty opponents, each nominee sees a chance to court the people who lost the other side's primary.",1807733186,Newspapers," Ponnuru, Ramesh
Ponnuru
Ramesh
Ramesh Ponnuru , Ponnuru, Ramesh
Ponnuru
Ramesh
Ramesh Ponnuru", NYTIAO," Republican Party , Democratic Party
813940"," Copyright New York Times Company Jul 31, 2016"," 4133004371 , 106780822 , 7818 , NYTIAO , NYT , 591475-20160731", Commentary," Jul 31, 2016",0362-4331, English, English, SR.1," New York, N.Y.","Jul 31, 2016",New York Times,2016,https://search.proquest.com/docview/1807733186?accountid=14496, SR.1," Political conventions , Immigration , Firearm laws & regulations , Trade policy , Public policy , Optimism , Cleveland Ohio , Philadelphia Pennsylvania , Sanders, Bernard , Brown, Sherrod , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Why+Hillary+Should+Fear+Optimism%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=SR.1&amp;au=Ponnuru%2C+Ramesh&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Will Donald Trump channel Jesse Ventura's Minnesota magic?,"  In a widely circulated essay published recently on various websites, liberal film documentarian Michael Moore offered ""The Jesse Ventura Effect"" as one of the reasons he believes Trump will beat Democrat Hillary Clinton in November and become our next president. Because of ""the anger that so many have toward a broken political system, millions are going to vote for Trump not because they agree with him, not because they like his bigotry or ego, but just because they can,"" he wrote. Conventional wisdom If major-party political conventions make a difference anymore, and I'm not sure they do, then the Democrats will emerge from the recently concluded back-to-back infomercials with a healthy advantage.",1807741149,Newspapers," Zorn, Eric
Zorn
Eric
Eric Zorn , Zorn, Eric
Zorn
Eric
Eric Zorn",,, (Copyright 2016 by the Chicago Tribune)," 4133087711 , 106784132 , 7684 , CTRB , TRIB20160730254837128", News," Jul 31, 2016",1085-6706, English, English, 18," Chicago, Ill.","Jul 31, 2016",Chicago Tribune,2016,https://search.proquest.com/docview/1807741149?accountid=14496, 18," Politics , Candidates , Governors , Presidential elections , Minnesota",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Achicagotribune&amp;atitle=Will+Donald+Trump+channel+Jesse+Ventura%27s+Minnesota+magic%3F&amp;title=Chicago+Tribune&amp;issn=10856706&amp;date=2016-07-31&amp;volume=&amp;issue=&amp;spage=18&amp;au=Zorn%2C+Eric&amp;isbn=&amp;jtitle=Chicago+Tribune&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
