Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,startPage,subjectTerms,subjects,FindACopy,Database
Report: US close to accepting 100s of Australia's refugees,"  Immigration Minister Peter Dutton said this week he was looking for countries that will accept all asylum seekers bound for Australia, including those who have had their refugee claims rejected but refuse to go home.",1838741794,Newspapers,, NYTIAO,," Copyright New York Times Company Nov 11, 2016"," 4248185301 , 108954592 , 7818 , NYTIAO , NYT , 622460-20161111", News," Nov 11, 2016",0362-4331, English, English, n/a," New York, N.Y.","Nov 11, 2016",New York Times,2016,https://search.proquest.com/docview/1838741794?accountid=14496, n/a," Political asylum , Immigration policy , Refugees , International relations-US , Nauru , Australia , United States--US , Papua New Guinea , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Report%3A+US+close+to+accepting+100s+of+Australia%27s+refugees%3A+%5BList%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-11&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
'A Moment of Great Peril': Foreign Observers on Trump's Success,"  'Demagogic Degeneracy' Editorial in the Brazilian newspaper O Estado de S. Paulo If the United States were a banana republic, the outcome of this election would be damaging only for its unfortunate inhabitants. Since brazen lying was Trump's main electoral weapon, it's hard to know if he's being honest when he promises to govern for all Americans.",1838742223,Newspapers,, NYTIAO,," Copyright New York Times Company Nov 11, 2016"," 4248185371 , 108954592 , 7818 , NYTIAO , NYT , 606413-20161111", News," Nov 11, 2016",0362-4331, English, English, n/a," New York, N.Y.","Nov 11, 2016",New York Times,2016,https://search.proquest.com/docview/1838742223?accountid=14496, n/a," Political campaigns , Editorials , Success , Presidential elections , International relations-US , Public officials , Presidency , United States--US , Clinton, Hillary , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=%27A+Moment+of+Great+Peril%27%3A+Foreign+Observers+on+Trump%27s+Success%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-11&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Where Are the Visas for the Afghans Who Helped American GIs? Thousands who risked their lives for U.S. forces are now hunted by insurgents and can't escape Afghanistan.,"  The Afghan Special Immigrant Visa program, traditionally a popular and bipartisan measure, provides a path for Afghans who worked as interpreters or in other critical positions for U.S. military forces and diplomats to seek refuge in the U.S. Because of their service to our country, these Afghans face extreme persecution and constant danger. [...]this year, Congress has reauthorized the SIV program with little controversy.",1838311323,Newspapers," Goldrosen, Juliana
Goldrosen
Juliana
Juliana Goldrosen; Ari Hoffman , Hoffman, Ari
Hoffman
Ari , Goldrosen, Juliana
Goldrosen
Juliana
Juliana Goldrosen , Hoffman, Ari
Hoffman
Ari
Ari Hoffman",," Congress
921120"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4246501871 , 108996022 , 117310 , WSJO , WSJOWSJO20161112000020161112ecbc000b5", News," Nov 12, 2016",, English, English, n/a," New York, N.Y.","Nov 12, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1838311323?accountid=14496, n/a," Passports & visas , Interpreters , United States--US , Tora Bora",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Where+Are+the+Visas+for+the+Afghans+Who+Helped+American+GIs%3F+Thousands+who+risked+their+lives+for+U.S.+forces+are+now+hunted+by+insurgents+and+can%27t+escape+Afghanistan.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Goldrosen%2C+Juliana%3BHoffman%2C+Ari&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Meet Pro-Growth Donald Trump; Just pray there's no financial crisis that causes him to unlimber his anti-trade instincts.,"  Mr. Trump, as Wednesday's stock-market rally indicated, has gotten off to a good start reassuring economic decision makers that the world hasn't ended. There remains an overhang of uncertainty due to the debt problems of Europe, China and Japan--which could bloom into a global financial crisis at any minute.",1838311335,Newspapers," Jenkins, Holman W, Jr
Jenkins
W
Holman
Jr
Holman W. Jenkins Jr. , Jenkins, Holman W, Jr
Jenkins
W
Holman
Jr
Holman W. Jenkins Jr.",," Republican Party
813940"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4246501891 , 108996022 , 117310 , WSJO , WSJOWSJO20161112000020161112ecbc000dx", News," Nov 12, 2016",, English, English, n/a," New York, N.Y.","Nov 12, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1838311335?accountid=14496, n/a," Economic crisis , Political campaigns , China , United States--US , Romney, W Mitt , McCain, John",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Meet+Pro-Growth+Donald+Trump%3B+Just+pray+there%27s+no+financial+crisis+that+causes+him+to+unlimber+his+anti-trade+instincts.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Jenkins%2C+Holman+W%2C+Jr&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Donald Trump Win Has Investors Selling in Emerging Markets; Money that had flowed far afield in search of yield stages an about-face, as traders expect higher rates in the U.S.","  With better yields now available in developed markets and expectations that the Federal Reserve could have to raise key interest rates more aggressively, rather than the slow and gradual approach many analysts had been expecting, investors have a more compelling case to keep their money in the U.S. Emerging market stocks and bonds suffered about $2.4 billion in outflows over the past week, with much of that cash exiting since the election, the IIF said. Foreign capital ""tends to push down market interest rates, it means banks can borrow and lend and the net effect is to stimulate activity and growth,"" said Neil Shearing, chief emerging markets economist at Capital Economics.",1838311344,Newspapers," Rosenthal, Rachel
Rosenthal
Rachel
Rachel Rosenthal; Mike Bird; Julie Wernau , Bird, Mike
Bird
Mike , Wernau, Julie
Wernau
Julie , Rosenthal, Rachel
Rosenthal
Rachel
Rachel Rosenthal , Bird, Mike
Bird
Mike
Mike Bird , Wernau, Julie
Wernau
Julie
Julie Wernau",," BNP Paribas
522110 , Standard Life Investments
525990"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4246501921 , 108996022 , 117310 , WSJO , WSJOWSJO20161112000020161111ecbb0048t", News," Nov 12, 2016",, English, English, n/a," New York, N.Y.","Nov 12, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1838311344?accountid=14496, n/a," Interest rates , Emerging markets , International finance , Stock exchanges , Infrastructure , Africa , United States--US , Argentina , Asia , Europe , Indonesia , South Africa , Latin America , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Donald+Trump+Win+Has+Investors+Selling+in+Emerging+Markets%3B+Money+that+had+flowed+far+afield+in+search+of+yield+stages+an+about-face%2C+as+traders+expect+higher+rates+in+the+U.S.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Rosenthal%2C+Rachel%3BBird%2C+Mike%3BWernau%2C+Julie&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Eclectic Mix of Loyalists Look to Posts in Donald Trump's Administration; From his personal physician to social media stars, an unusual mix of supporters are eying Washington jobs","  Lynnette Hardaway and Rochelle Richardson, otherwise known as Diamond and Silk, had a cult following on YouTube when they posted a video attacking Fox News anchor Megyn Kelly for pressing Mr. Trump about his attitudes toward women at the first Republican primary debate.",1838311349,Newspapers," Reinhard, Beth
Reinhard
Beth
Beth Reinhard , Reinhard, Beth
Reinhard
Beth
Beth Reinhard",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4246501881 , 108996022 , 117310 , WSJO , WSJOWSJO20161112000020161112ecbc000b6", News," Nov 12, 2016",, English, English, n/a," New York, N.Y.","Nov 12, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1838311349?accountid=14496, n/a," Presidents , Race relations , Social networks , Political campaigns , Kelly, Megyn , Hicks, Hope",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Eclectic+Mix+of+Loyalists+Look+to+Posts+in+Donald+Trump%27s+Administration%3B+From+his+personal+physician+to+social+media+stars%2C+an+unusual+mix+of+supporters+are+eying+Washington+jobs&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Reinhard%2C+Beth&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Museum Explores the Core of New York; The Museum of the City of New York looks at the history and future of the metropolis,"  Spread over three galleries that together comprise nearly 6,600 square feet, the exhibition incorporates a battery of digital maps and interactive displays intended to transport people through four centuries of New York history. [...]the exhibition is packed with objects, with more than 400 items ranging from bronzed tap shoes worn by William ""Bojangles"" Robinson to a Bloomberg terminal keyboard with a trackball from the late 1980s that looks ripped from the set of ""Lost in Space."" Instead of just marching chronologically through the city's history, said Sarah Henry, the museum's deputy director and chief curator, the show aims to provide a lens for visitors consider ""what makes New York New York.""",1838311359,Newspapers," Smith, Jennifer
Smith
Jennifer
Jennifer Smith , Smith, Jennifer
Smith
Jennifer
Jennifer Smith",," Museum of the City of New York
712110"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4246501911 , 108996022 , 117310 , WSJO , WSJOWSJO20161112000020161112ecbc000gp", News," Nov 12, 2016",, English, English, n/a," New York, N.Y.","Nov 12, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1838311359?accountid=14496, n/a," Art exhibits , Museums , Basquiat, Jean Michel",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Museum+Explores+the+Core+of+New+York%3B+The+Museum+of+the+City+of+New+York+looks+at+the+history+and+future+of+the+metropolis&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Smith%2C+Jennifer&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
"Donald Trump Shuffles Transition Team, Making Mike Pence Chairman; New Jersey Gov. Chris Christie downgraded to vice chairman","  Mr. Christie will remain on the transition team's executive committee as one of six vice chairmen, along with Mr. Sessions, former Republican presidential candidate Ben Carson, retired Lt. Gen. Michael Flynn, former House Speaker Newt Gingrich, and former New York Mayor Rudy Giuliani.",1838319860,Newspapers," Bender, Michael C
Bender
C
Michael
Michael C. Bender , Bender, Michael C
Bender
C
Michael
Michael C. Bender",," Republican National Committee
813940"," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4246509631 , 108996022 , 117310 , WSJO , WSJOWSJO20161112000020161111ecbb007sl", News," Nov 12, 2016",, English, English, n/a," New York, N.Y.","Nov 12, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1838319860?accountid=14496, n/a," Governors , Chief executive officers , Immigration policy , State elections , New York , New Jersey , Priebus, Reince , Mercer, Robert , Carson, Ben , Giuliani, Rudolph W , Gingrich, Newt",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Donald+Trump+Shuffles+Transition+Team%2C+Making+Mike+Pence+Chairman%3B+New+Jersey+Gov.+Chris+Christie+downgraded+to+vice+chairman&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Bender%2C+Michael+C&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
World Watch,  Ms. Lagarde earlier this week said she would recommend that the board approve Egypt's request for financial assistance in support of its ambitious economic reform program that would help restore macroeconomic stability.,1838328922,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4246524361 , 108996022 , 117310 , WSJO , WSJOWSJO20161112000020161112ecbc00105", News," Nov 12, 2016",, English, English, n/a," New York, N.Y.","Nov 12, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1838328922?accountid=14496, n/a," American dollar , Foreign investment , Political asylum , Economic reform , Immigration , Tourism , Currency , Macroeconomics , Egypt , Australia , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=World+Watch&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Trump team is hedging on some pledges,"  Stark vows may be revised, advisers say He says priorities are border, health care and jobs President-elect Donald Trump and key advisers in recent days have backed away from some of the most sweeping pledges that the Republican candidate made on the campaign trail, suggesting that his administration may not deliver on promises that were important to his most fervent supporters.",1838370110,Newspapers," DelReal, Jose A
DelReal
A
Jose
Jose A DelReal , DelReal, Jose A
DelReal
A
Jose
Jose A DelReal",,," (Copyright The Washington Post Company, Nov 12, 2016)"," 4246689571 , 108995372 , 7653 , TWP , WPXXWP20161112Trumpteamishedgingonsomepledges9196b364", News," Nov 12, 2016",0190-8286, English, English, A.1," Washington, D.C.","Nov 12, 2016",The Washington Post,2016,https://search.proquest.com/docview/1838370110?accountid=14496, A.1," Tax reform , Political campaigns , Boundaries , Proposals , Mexico , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Trump+team+is+hedging+on+some+pledges&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=DelReal%2C+Jose+A&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Did the election damage Christianity in the U.S.?,"  Exit polls show 81 percent of white evangelicals across the country backed Trump, the vast majority of whom are Republican and lean conservative, constituting the highest percentage voting for a Republican nominee since evangelicals voted overwhelmingly for President George W. Bush in 2004. Christianity's political ties The contrast between various groups of religious voters this year is striking, said Mark Silk, professor of religion in public life at Trinity College in Hartford, Conn.",1838370133,Newspapers," Sarah Pulliam Bailey
Sarah Pulliam Bailey , Sarah Pulliam Bailey
Sarah Pulliam Bailey",,," (Copyright The Washington Post Company, Nov 12, 2016)"," 4246689611 , 108995372 , 7653 , TWP , WPXXWP20161112DidtheelectiondamageChristianityintheUS7f6ac9de", News," Nov 12, 2016",0190-8286, English, English, B.2," Washington, D.C.","Nov 12, 2016",The Washington Post,2016,https://search.proquest.com/docview/1838370133?accountid=14496, B.2," Evangelicalism , Christianity , Religion , Sex crimes , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Did+the+election+damage+Christianity+in+the+U.S.%3F&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=B.2&amp;au=Sarah+Pulliam+Bailey&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
Populist upheaval arising in France?,"  Thousands of them ended up in camps on the northern coast of France, and when two newcomers took part in the Islamic State-orchestrated attacks on Paris last November, the migrants came to represent a national-security threat - and an entire religion - portrayed as a threat to the French way of life. Since the Paris attacks, a palpable Islamophobia has emerged in France.",1838370373,Newspapers," McAuley, James
McAuley
James
James McAuley , McAuley, James
McAuley
James
James McAuley",,," (Copyright The Washington Post Company, Nov 12, 2016)"," 4246689311 , 108995372 , 7653 , TWP , WPXXWP20161112PopulistupheavalarisinginFrance40e578d4", News," Nov 12, 2016",0190-8286, English, English, A.9," Washington, D.C.","Nov 12, 2016",The Washington Post,2016,https://search.proquest.com/docview/1838370373?accountid=14496, A.9," Presidential elections , Candidates , Xenophobia , Political campaigns , Camps , National identity , Populism , Europe , France , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Populist+upheaval+arising+in+France%3F&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=McAuley%2C+James&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
U.S. Men's Soccer Team Falls to Mexico in World Cup Qualifying; The 2-1 loss is their first at home in World Cup qualifying since 2001,"  Two hours later, that streak came to a bitter end as Mexico captain Rafael Marquez headed home an 89th-minute game-winning goal to send the Americans to a 2-1 loss, their first at home in World Cup qualifying since 2001. [...]the final minutes, it looked like the game would play out the way a battle between two of the top teams from this part of the world would be expected to.",1838370725,Newspapers," Futterman, Matthew
Futterman
Matthew
Matthew Futterman , Futterman, Matthew
Futterman
Matthew
Matthew Futterman",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4246745831 , 108996022 , 117310 , WSJO , WSJOWSJO20161112000020161112ecbc001b9", News," Nov 12, 2016",, English, English, n/a," New York, N.Y.","Nov 12, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1838370725?accountid=14496, n/a," Tournaments & championships , Soccer , Mexico , United States--US , Altidore, Jozy , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=U.S.+Men%27s+Soccer+Team+Falls+to+Mexico+in+World+Cup+Qualifying%3B+The+2-1+loss+is+their+first+at+home+in+World+Cup+qualifying+since+2001&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=&amp;au=Futterman%2C+Matthew&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,"International Newsstream,US Major Dailies"
Md. MVA clarifies immigrant license rule,"  In July, the agency triggered panic when it sent letters to more than 250 immigrants saying federal regulations required the state to cancel their commercial licenses - which authorize them to drive trucks, buses or tractor-trailers - unless the immigrants could prove U.S. citizenship or permanent residency.",1838370827,Newspapers," Hernandez, Arelis R
Hernandez
R
Arelis
Arelis R Hernandez , Hernandez, Arelis R
Hernandez
R
Arelis
Arelis R Hernandez",,," (Copyright The Washington Post Company, Nov 12, 2016)"," 4246689751 , 108995372 , 7653 , TWP , WPXXWP20161112MdMVAclarifiesimmigrantlicenserule934009a0", News," Nov 12, 2016",0190-8286, English, English, B.4," Washington, D.C.","Nov 12, 2016",The Washington Post,2016,https://search.proquest.com/docview/1838370827?accountid=14496, B.4," Drivers licenses , Trucking industry , Licenses , National security , Honduras , Nicaragua , Maryland , El Salvador , United States--US", EZ,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awashingtonpost&amp;atitle=Md.+MVA+clarifies+immigrant+license+rule&amp;title=The+Washington+Post&amp;issn=01908286&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=B.4&amp;au=Hernandez%2C+Arelis+R&amp;isbn=&amp;jtitle=The+Washington+Post&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"U.S. Divided, but G.O.P. Dominates","  Some voters here said that they were encouraged by a flip to Republican control of Wisconsin's Legislature and governor's office six years ago, and favored Mr. Trump in the hopes that he would deliver more of the same to the nation. ""Since 2011, we have made decisions one after another -- some controversial, many, many bipartisan -- to move Wisconsin forward,"" Robin Vos, the speaker of the State Assembly, said on Wednesday.",1838377679,Newspapers," Bosman, Julie
Bosman
Julie
Julie Bosman , Davey, Monica
Davey
Monica
Monica Davey , Bosman, Julie
Bosman
Julie
Julie Bosman , Davey, Monica
Davey
Monica
Monica Davey", NYTIAO, Republican Party," Copyright New York Times Company Nov 12, 2016"," 4246764691 , 108995402 , 7818 , NYTIAO , NYT , 615005-20161112", News," Nov 12, 2016",0362-4331, English, English, A.9," New York, N.Y.","Nov 12, 2016",New York Times,2016,https://search.proquest.com/docview/1838377679?accountid=14496, A.9," Legislatures , Voter behavior , Political parties , Political leadership , Governors , Politics , Political power , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=U.S.+Divided%2C+but+G.O.P.+Dominates%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=Bosman%2C+Julie%3BDavey%2C+Monica&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"For U.S.-Mexico Match, Diplomacy Plays Out in the Stands","  According to Kevin Glenn, a designer and vice president of a local chapter of the supporters' group known as the American Outlaws, the deleted panel ""wasn't derogatory toward Mexican fans, but it was ribbing, or maybe intimidating,"" and given the current climate, ""it just didn't need to be there.",1838378022,Newspapers," Borden, Sam
Borden
Sam
Sam Borden , Borden, Sam
Borden
Sam
Sam Borden", NYTIAO, Federation Internationale de Football Association--FIFA," Copyright New York Times Company Nov 12, 2016"," 4246764851 , 108995402 , 7818 , NYTIAO , NYT , 630055-20161112", Commentary," Nov 12, 2016",0362-4331, English, English, D.3," New York, N.Y.","Nov 12, 2016",New York Times,2016,https://search.proquest.com/docview/1838378022?accountid=14496, D.3," Tournaments & championships , Sports fans , Professional soccer , Presidential elections , Election results , Mexico , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=For+U.S.-Mexico+Match%2C+Diplomacy+Plays+Out+in+the+Stands%3A+%5BSports+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=D.3&amp;au=Borden%2C+Sam&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"In Veterans Day address, Obama calls for unity; He points to the military's diversity in urging the nation to come together after a bitter election.","  Three days after election day, President Obama used his last Veterans Day speech to urge Americans to learn from the example of veterans as a divided nation seeks to ""forge unity"" after the bitter 2016 campaign.",1838380198,Newspapers,,,, (Copyright (c) 2016 Los Angeles Times)," 4246771631 , 108999172 , 7683 , ANGE , LATM2016111230452", News," Nov 12, 2016",0458-3035, English, English, A.9," Los Angeles, Calif.","Nov 12, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1838380198?accountid=14496, A.9," Hair , Political campaigns"," Wire , OBAMA, BARACK , VETERANS DAY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=In+Veterans+Day+address%2C+Obama+calls+for+unity%3B+He+points+to+the+military%27s+diversity+in+urging+the+nation+to+come+together+after+a+bitter+election.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=A.9&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
"MAILBAG; Light up, California","  Adecade ago, California was derided as a deficit-crippled, failed state fatally torn apart by left-wing spending habits and conservative anti-tax impulses.",1838380228,Newspapers,,,, (Copyright (c) 2016 Los Angeles Times)," 4246771641 , 108999172 , 7683 , ANGE , LATM2016111230451", News," Nov 12, 2016",0458-3035, English, English, A.11," Los Angeles, Calif.","Nov 12, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1838380228?accountid=14496, A.11," California , Los Angeles California", Letters to the editor,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=MAILBAG%3B+Light+up%2C+California&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-12&amp;volume=&amp;issue=&amp;spage=A.11&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,US Major Dailies
