document,topic,gamma,document_number,year,StoreId,Title,Abstract,subjectTerms
4091,1,0.9993853282174351,4091,2012,1185545703,The Cost of Dropping Out; Millions Struggle With High College Debt and No Degree,"  According to a 2011 study by the Institute for Higher Education Policy, a Washington, D.C.-based research firm, 58% of the 1.8 million borrowers whose student loans were began to be due in 2005 hadn't received a degree. According to the U.S. Department of Labor, 34 million Americans over 25 years old have some college credits but haven't received a diploma, a rate that grew by roughly 700,000 people over the past three years.","Higher education , Student loans , College graduates , Colleges & universities"
1329,1,0.9993851983928905,1329,2010,434252569,"In Harlem, Blacks Are No Longer A Majority","By 2008, their share had declined to 4 in 10 residents. Since 2000, central Harlem's population has grown more than in any other decade since the 1940s, to 126,000 from 109,000, but its black population -- about 77,000 in central Harlem and about twice that in greater Harlem -- is smaller than at any time since the 1920s.","Population growth , African Americans , Whites , Demographics , Hispanics , Harlem-New York City NY"
2052,1,0.9993798583458073,2052,2010,752088896,"NOW ARRIVING; Amid Joblessness, Mexican Workers Are a Steady Force","98 percent -- though some analysts believe that the census underestimates employment rates for populations with high numbers of illegal immigrants, like Mexicans, because those without papers fear revealing their employment status. A major reason the job rates for Mexican New Yorkers are so high is the disproportionate number of men and younger people among them, said Laird W. Bergad, director of the Center for Latin American, Caribbean and Latino Studies at the City University of New York Graduate Center.","Restaurants , Wages & salaries , Unemployment benefits , Foreign labor , Aliens , Unemployment , New York , New York City New York , Mexico"
6411,2,0.9996731808065753,6411,2015,1664898339,"REVIEW --- A Reformation for Islam --- Violent acts committed in the name of Islam cannot be divorced from the religion itself, writes author and activist Ayaan Hirsi Ali; Muslims must reject aspects of their tradition that prompt some believers to resort to oppression and holy war","  According to the International Institute for Strategic Studies, at least 70% of all the fatalities in armed conflicts around the world last year were in wars involving Muslims. What I do say is that the call to violence and the justification for it are explicitly stated in the sacred texts of Islam. [...]this theologically sanctioned violence is there to be activated by any number of offenses, including but not limited to apostasy, adultery, blasphemy and even something as vague as threats to family honor or to the honor of Islam itself.","Islam , Muslims , Religion , Violence , Islam , Violence"
6410,2,0.9996692115927295,6410,2015,1664792787,"Why Islam Needs a Reformation; To defeat the extremists for good, Muslims must reject those aspects of their tradition that prompt some believers to resort to oppression and holy war",NA,NA
4556,2,0.9996651029065986,4556,2013,1352808045,REVIEW --- Swearing in The Enemy,"  Ayaan Hirsi Ali, herself a new citizen, asks how we might change the process of becoming an American to exclude those who hate America.] On April 25, 2013, I took the oath to become a citizen of the United States.","Aliens , Reforms , Citizenship , Anti-Americanism , Immigration policy , United States--US"
5347,2,0.9996608929643552,5347,2014,1509178635,REVIEW --- The Case For Nationalism,"  Incessant ""antifascist"" propaganda from Moscow, baseless claims of attacks against Russians in Ukraine, incitement of Russian-speakers in eastern Ukraine, Russian troops without insignia seizing official buildings in Crimea, a stage-managed illegal plebiscite there and then its annexation by Russia, assurances from President Vladimir Putin that he has no further territorial designs in Europe (though, alas, he may be forced to intervene elsewhere to protect ethnic Russians) -- yes, it all has the disturbing ring of the 1930s. World War II began as the result of a conspiracy by Hitler and Stalin -- the Nazi-Soviet Pact -- to invade Poland and divide Eastern Europe and the Baltic states between them.","Nationalism , Murders & murder attempts , Nationalism , Russia , Crimea , Eastern Europe , Russia , Ukraine , Yanukovich, Viktor"
6934,2,0.9996606585487969,6934,2015,1711181857,REVIEW --- A Crisis of Two Civilizations --- Where to find the roots of today's humanitarian disaster? In the Middle East's failure to come to terms with modernity and in Europe's failure to recognize and defend its ideals,"  Parents are entrusting their lives and the lives of their young children to rickety boats and unscrupulous criminal syndicates along the Mediterranean coast, professionals and business people are giving up their livelihoods and investments, farmers are abandoning their land, and from North Africa to Syria, the sick and the old are on the road, carrying a few treasured belongings on a new trail of tears.","Islamism , Migration , Refugees , Syria , Europe , Middle East"
4553,2,0.9996596246975082,4553,2013,1352773625,"Swearing In the Enemy; One of the suspected Boston bombers was a naturalized citizen, and the other was on his way. Ayaan Hirsi Ali, herself a new citizen, asks how we might change the process of becoming an American to exclude those who hate America.",NA,NA
4557,2,0.9996596246975082,4557,2013,1352848726,"Swearing In the Enemy; One of the suspected Boston bombers was a naturalized citizen, and the other was on his way. Ayaan Hirsi Ali, herself a new citizen, asks how we might change the process of becoming an American to exclude those who hate America.",NA,NA
5346,2,0.9996569485627416,5346,2014,1509130989,The Case for Nationalism,"  Incessant ""antifascist"" propaganda from Moscow, baseless claims of attacks against Russians in Ukraine, incitement of Russian-speakers in eastern Ukraine, Russian troops without insignia seizing official buildings in Crimea, a stage-managed illegal plebiscite there and then its annexation by Russia, assurances from President Vladimir Putin that he has no further territorial designs in Europe (though, alas, he may be forced to intervene elsewhere to protect ethnic Russians)--yes, it all has the disturbing ring of the 1930s. World War II began as the result of a conspiracy by Hitler and Stalin--the Nazi-Soviet Pact--to invade Poland and divide Eastern Europe and the Baltic states between them.","Nationalism , Murders & murder attempts , Russia , Crimea , Eastern Europe , Yanukovich, Viktor"
6928,2,0.9996567071296766,6928,2015,1711131917,The Roots of the Migration Crisis; The Syrian refugee disaster is a result of the Middle East's failure to grapple with modernity and Europe's failure to defend its ideals,"  Parents are entrusting their lives and the lives of their young children to rickety boats and unscrupulous criminal syndicates along the Mediterranean coast, professionals and business people are giving up their livelihoods and investments, farmers are abandoning their land, and from North Africa to Syria, the sick and the old are on the road, carrying a few treasured belongings on a new trail of tears.","Arabs , Violence , Islamism , Europe , Syria , North Africa"
6253,2,0.9996466738346267,6253,2015,1645432664,French Jews Face Hate They Left Africa to Escape; France Was Supposed to Be a Safe Haven for Jews Fleeing North Africa Decades Ago,NA,NA
6257,2,0.9996414372472009,6257,2015,1645789544,Europe's Anti-Immigrant Parties Stand to Gain Ground in Wake of Paris Attacks; Paris Attacks Stir European Political Waters,NA,NA
6262,2,0.9996388770265245,6262,2015,1645828487,Europe on Edge: Paris Attacks Stir Political Waters,"  The profile of the people that carried out the attacks can reassure the thinking of people who are tempted by the National Front,"" says Yves-Marie Cann, head of opinion polling at survey company CSA. Since the attacks, the party has sought to fuse concerns over terrorism and security with its traditional hobbyhorses: border security, austerity and Brussels. Opinion polls last fall showed Ms. Le Pen in a position to get into the second round of a presidential election and even become president if she were to face current President Francois Hollande of the Socialist Party in a runoff.","Multiculturalism & pluralism , Muslims , National identity , Political parties , Aliens , Terrorism , Islamism , Europe , France , Germany"
7155,2,0.9996387386168069,7155,2015,1732912544,"REVIEW --- The End of 'One China' --- After a historic surprise meeting with the leader of Taiwan, Xi Jinping could go down in history for recognizing the island democracy -- or choose conflict instead","  The Kuomintang is in disarray, and the likely victor in presidential elections in January, Tsai Ing-wen of the Democratic Progressive Party, can't bring herself to utter the ""One China"" mantra. Right now, tensions with the U.S. are bubbling over artificial islands, fit for military use, that China has created in the South China Sea; a few weeks ago, the U.S. Navy sent a guided-missile destroyer churning through seas close to one of them, just to remind Beijing that Washington still rules the waves and that Mr. Xi can't claim no-go zones amid the world's busiest maritime thoroughfares.","Reunification , China , Taiwan , Xi Jinping , Ma Ying-jeou"
7152,2,0.9996361386675614,7152,2015,1732853781,"The End of 'One China'; After a historic surprise meeting with the leader of Taiwan, Xi Jinping could go down in history for recognizing the island democracy--or choose conflict instead","  The Kuomintang is in disarray, and the likely victor in presidential elections in January, Tsai Ing-wen of the Democratic Progressive Party , can't bring herself to utter the ""One China"" mantra. Right now, tensions with the U.S. are bubbling over artificial islands, fit for military use, that China has created in the South China Sea; a few weeks ago, the U.S. Navy sent a guided-missile destroyer churning through seas close to one of them, just to remind Beijing that Washington still rules the waves and that Mr. Xi can't claim no-go zones amid the world's busiest maritime thoroughfares.","Presidential elections , United States--US , China , Beijing China"
7161,2,0.9996361386675614,7161,2015,1733070494,"The End of 'One China'; After a historic surprise meeting with the leader of Taiwan, Xi Jinping could go down in history for recognizing the island democracy--or choose conflict instead","  The Kuomintang is in disarray, and the likely victor in presidential elections in January, Tsai Ing-wen of the Democratic Progressive Party , can't bring herself to utter the ""One China"" mantra. Right now, tensions with the U.S. are bubbling over artificial islands, fit for military use, that China has created in the South China Sea; a few weeks ago, the U.S. Navy sent a guided-missile destroyer churning through seas close to one of them, just to remind Beijing that Washington still rules the waves and that Mr. Xi can't claim no-go zones amid the world's busiest maritime thoroughfares.","Presidential elections , United States--US , China , Beijing China"
3174,2,0.9996343207247653,3174,2011,907892145,An 'Arab Winter' Chills Christians,"Hanging on the wall in his parents' home here in northern Iraq are photographs of his cousin Yonan, his cousin's spouse and their three-month-old son, who were among some 50 worshippers killed by suicide bombers in a Baghdad church in October 2010. Christian leaders such as Archbishop Sako say Iraqi Christians are caught in the middle as more powerful groups--the majority Shiite Muslims; the Sunni Muslims that dominate in Mosul and further south; and the Kurds in the north, who are predominantly Muslim--jockey for power in post-Hussein Iraq.","Iraq War-2003 , Muslims , Suicide bombings , Violence , Murders & murder attempts"
7059,2,0.9995714721919223,7059,2015,1722613212,Hungary Seals Border With Croatia,"  [...]the migrant flow shifted west, into Croatia, and until now people had been allowed to register and cross the Hungarian border on their way to Austria and beyond.","Political asylum , Boundaries , Humanitarian aid , Refugees , Slovenia , Serbia , Europe , Hungary , Croatia , Germany , Austria , Central Europe"
9429,2,0.9995443602353813,9429,2017,1902609194,The Weekend Interview with Pierre Manent: How Nationalism Can Solve the Crisis of Islam,"  For decades, the West has seen itself as an empire of rights and liberal norms. Since rights were universal, the empire would soon encompass the planet. Islam instead rests on a political geography that divides the world, Mr. Manent has written, between the ""house of submission,"" where the faith reigns, and the ""house of war,"" where it doesn't.","Politics , Muslims , Islam , Islam , Nationalism , Europe , France , Macron, Emmanuel , Manent, Pierre"
9542,2,0.9995431748335123,9542,2017,1915053501,Fight for Assad or Get Deported,NA,"War , Refugees , Shrines , Deportation , Militia groups , Iran , Muhammad (prophet) , Pakistan , Syria , Iraq , Afghanistan"
6940,2,0.9995414182113675,6940,2015,1711253163,Eastern Europe Balking at Aid for Migrants,"  ""By toughening up their rhetoric and showing a strong hand toward the Roma minority, facing down the E.U. and refusing a common solution to the refugee crisis, they are trying to outbid the far right and keep the traditional political parties in power,"" said Zuzana Kusá, a senior research fellow at the Institute for Sociology of the Slovak Academy of Sciences.","Multiculturalism & pluralism , Human rights , Politics , Refugees , Communism , Germany , Poland , Hungary , Slovakia , Eastern Europe , Duda, Andrzej , Fico, Robert , Walesa, Lech"
9427,2,0.9995372071924853,9427,2017,1902534444,How Nationalism Can Solve the Crisis of Islam; Transnational liberalism breeds resentments and anxieties that are only beginning to surface across the developed world.,NA,"Muslims , Liberalism , Politics , Christianity , France , Europe"
6358,2,0.9995189847144472,6358,2015,1656246710,"After Deadly Attacks, Danes Weigh Islam's Place in a Tangle of Motives","  Danish Islamic organizations, including the mosque that rallied hostility toward Denmark across the Muslim world over the 2005 publication of newspaper cartoons here lampooning the Prophet Muhammad, condemned Mr. Hussein's weekend attacks on a Copenhagen cafe and on a synagogue.","Terrorism , Islam , Denmark , el-Hussein, Omar Abdel Hamid"
6992,2,0.999515035403437,6992,2015,1715824467,Europe's Old Communist Bloc Softens Opposition to Refugee Quotas,"  [...]its prime minister, Viktor Orban, whom critics have accused of being authoritarian, continued to take an especially hard line on Wednesday, contending that forcing a country to accept refugees amounted to ""moral imperialism.""","Quotas , Prosperity , Prime ministers , Germany , Poland , Czech Republic"
3450,2,0.9995090724197282,3450,2012,992838286,Turkey Raises Cry Over Syria Exodus; U.N.'s Ban Calls on Damascus to Halt Attacks Immediately; Alarm in Ankara Over Arrival of Thousands of New Refugees,"[...] in recent days, Ankara has said the government could be forced to act to prevent a humanitarian disaster in the event of a flood of refugees, massacres of civilians by Syrian troops near its border or an incident creating a ""risk to national security.""","Civilians , Bans , Massacres , Ban Ki Moon , Davutoglu, Ahmet"
6268,2,0.999501324634879,6268,2015,1646103727,How did homegrown plotters elude France?,"  ""How do they give their domestic intelligence and law enforcement communities a bit more leeway?"" Since last week's attacks, the French have bolstered police presence on the streets, deployed thousands of troops and conducted a series of high-profile anti-terrorism sweeps in a bid to both allay public concern and wipe out remnants of the cell whose acts stunned the continent.","Surveillance , Criminal investigations , Law enforcement , France"
6681,2,0.9994999406690798,6681,2015,1690306785,Both Sides in Gaza War Are Faulted by U.N. Panel,"  [...]it also has Eritrea, Sri Lanka, Syria and other countries on its agenda.) The reaction to the report embodied Israel's mounting attacks on the United Nations in recent months, with the Israeli ambassador to the United Nations, Ron Prosor, saying that ""the U.N. has been taken hostage by terrorist organizations, and in this battle the international community will lose.""","War crimes , Palestinians , Casualties , International law , Israel , Gaza Strip , Schabas, William , Netanyahu, Benjamin"
6241,2,0.9994992101866047,6241,2015,1644570087,"Fear on Rise, Jews in France Weigh an Exit","  French Jews, already feeling under siege by anti-Semitism, say the trauma of the terrorist attacks last week has left them scared, angry, unsure of their future in France and increasingly willing to consider conflict-torn Israel as a safer refuge. The French authorities said Monday that thousands of police officers and soldiers would be deployed to protect Jewish schools and other ""sensitive sites,"" in one of the country's biggest peacetime security operations.","Jews , Anti-Semitism , Terrorism , Emigration , France , Israel"
6522,2,0.9994962703063675,6522,2015,1677604408,Unease grows in Latvia; Russia's moves in Ukraine have its fellow former Soviet republic worried about Putin's goals.,"  When the People's Republic of Latgale was proclaimed on the Internet in late January, security officials in this small former Soviet republic took notice. [...]the furtive creators of the website declared independence on behalf of the country's Russian-speaking eastern enclave, authorities here had dismissed the threat of aggression by Moscow as all but unthinkable, thanks to the collective security shield wielded by a member of NATO.","Alliances , Citizenship , Estonia , Russia , Crimea , Ukraine"
6267,2,0.9994942289101689,6267,2015,1646103467,"As Europe Moves Aggressively Against Terrorism, New Challenges Emerge","  Just before millions of people gathered to march in France last Sunday in defiance of the attacks, the interior ministers of 11 European countries huddled quietly in Paris to draw up measures to combat potential threats -- in particular, officials said, more vigilance against radical material on the Internet and social media; more intense swapping of data among governments, especially no-fly lists; and a crackdown on illegal sales of weapons.","Security services , Threats , Raids , Arrests , Terrorism , Radical groups , Germany , Iraq , Europe , France , Belgium , Syria"
6911,2,0.9994941561131326,6911,2015,1710140463,"Britain Tries to Deter Migrants, Even as It Lets More In","  The idea that asylum seekers ""are sitting in refugee camps with a calculator in their hands, working out the benefits they'll get if they choose to go to one destination rather than another, is far-fetched,"" Mr. Betts said.","Political asylum , Refugees , Immigration , Germany , France , England , Europe , United Kingdom--UK , Cameron, David"
5017,3,0.9998888040326461,5017,2013,1449755728,Connecticut,"  Jorgensen Center for the Performing Arts, 2132 Hillside Road. Bushnell Center for the Performing Arts, 166 Capitol Avenue. NEW LONDON The Eastern Connecticut Symphony Orchestra, classical.","Musical recordings , Musicians & conductors , Performing arts , Theater , Connecticut , Kendall, Mark , Demme, Jonathan"
7671,3,0.9998185000246176,7671,2016,1775646162,The Listings: Spare Times,"  The team wore red, white and blue jerseys and represented Kings County at the height of World War II and in the early days of the N.H.L. Still, as the exhibition shows, the team was unsuccessful and ultimately financially doomed. 128 Pierrepont Street, near Clinton Street, Brooklyn Heights, 718-222-4111, brooklynhistory.org. 'The Discovery of King Tut' (through May 15) The king himself doesn't make an appearance at this exhibition; the focus is the wealth of treasures from his tomb, along with the history of what happened when the British archaeologist Howard Carter discovered it in 1922.","Professional hockey , Museums , Kings , Parks & recreation areas , Ice hockey , Historic preservation , New York"
9464,3,0.9998104769058618,9464,2017,1906332827,On a Quest in India,NA,"Cooking , Restaurants , Television programs , Ethnic foods , Chefs , India , Gomez, Asha"
