document,topic,gamma,document_number,year,StoreId,Title,Abstract,subjectTerms
7239,1,0.9984425265693774,7239,2015,1739192034,"Segregation is declining in most U.S. cities, census figures show","  American urban areas have become significantly less racially segregated over the last 15 years as middle-class blacks continue to move to suburbs and whites and Latinos move into neighborhoods that were once heavily African American, according to newly released census data.","Urban areas , Segregation , Census of Population , Neighborhoods , Cities , Suburban areas , Detroit Michigan , Chicago Illinois , Los Angeles California , New York"
3434,1,0.9983851093353495,3434,2012,963818424,U.S. Residents Eschew 'Hispanic' Label,"An additional 21% said they called themselves American most often, a figure that climbed to 40% among those born in the U.S. ""Hispanic"" and ""Latino"" have become embedded in the American mosaic, appearing in Census forms, newspapers and political polling since the U.S. government in 1976 passed a law requiring federal agencies to collect data on people who trace their ancestry to Spanish-speaking countries by aggregating them in one group.","Genealogy , Census of Population , Hispanic Americans , United States--US"
955,1,0.9983712525560967,955,2009,434076662,"What's in a Name? For Hispanics, a Generational Shift","Pew projects that the proportion of third-generation Hispanic children will begin growing around 2015. Since 2000, the number of babies born to Hispanic women in the United States has surpassed the number of Hispanic immigrants, which means a growing proportion of Hispanic people are being raised as Americans from birth.","Children & youth , Hispanic Americans , Names , Assimilation , United States--US"
3435,1,0.9982828495501601,3435,2012,964008713,"'Hispanics' Like Clout, Not the Label","An additional 21% said they called themselves American most often, a figure that climbed to 40% among those born in the U.S. ""Hispanic"" and ""Latino"" have become embedded in American usage, appearing in census forms, newspapers and political polling since the U.S. government in 1976 passed a law requiring federal agencies to collect data on people who trace their ancestry to Spanish-speaking countries by aggregating them in one group.","Genealogy , Aliens , Hispanic Americans , United States--US"
344,1,0.9981784906823361,344,2008,422331030,"'Model minority' myth hides reality; The achievement of some Asian Americans overshadows academic diversity of other students, report says.","The concentration of Asian American students in a relatively small number of elite universities, including UCLA and UC Berkeley, has raised fears of a ""takeover"" of the upper tiers of higher education in the United States, according to the report, a collaboration between a national commission, research institutes at New York University and the College Board.","Polls & surveys , Community colleges , Colleges & universities , Social identity , Higher education , Asian Americans , Stereotypes"
1371,1,0.9981667633992658,1371,2010,434270180,Census Figures Challenge Views of Race and Ethnicity,"Among the foreign born, 46 percent identified themselves as white and 23 percent as Asian. Since 2000, the Hispanic foreign-born population has increased 45 percent, to 18.5 million from 12.8 million.","Aliens , Immigration , Asian Americans , Demographics , Census of Population , Multiculturalism & pluralism , United States--US"
4778,1,0.99802017217029,4778,2013,1418066889,More languages being used in U.S. homes; But Census Bureau data also show that English proficiency hasn't suffered.,"  [...]Latino immigrant adults are spending longer in the United States, on average, than they did earlier in the millennium, giving them more time to pick up the language.","Hispanic Americans , Aliens , Census of Population , Chinese languages , Demographics , Multiculturalism & pluralism , Immigration policy , Language policy , California , United States--US"
2520,1,0.9979851474402371,2520,2011,858749771,Non-Hispanic Whites Are Now a Minority in the 23-County New York Region,"""There was a very long history of strong ethnic boundaries, with a buildup of black and Hispanic -- originally Puerto Rican -- enclaves in large sections of the city, partly anchored by public housing,"" said John R. Logan, a sociologist at Brown University and director of the US2010 Project, a research project at Brown on recent population changes.","Segregation , Metropolitan areas , Cities , Minority & ethnic groups , Census of Population , Whites , New York"
1278,1,0.99784809924203,1278,2009,434250097,Survey Depicts Latinos As Divided,"Young Latinos have higher teenage pregnancy rates than blacks, whites or Asians, with slightly more than one in four Hispanic girls giving birth by age 19.","Teenage pregnancy , Minority & ethnic groups , Cultural identity , Young adults , Polls & surveys , Social impact , Hispanic Americans"
4740,1,0.9975729586093427,4740,2013,1411450365,"More Latinos Consume News In English, Report Finds","  According to the report, 70 percent of Hispanic adults said that Spanish-language news outlets did an excellent or good job covering issues relevant to Latinos in the United States, while 59 percent expressed the same feelings about English-language news media.","Hispanic Americans , Newspapers , News media , United States--US"
3410,1,0.9973712963978698,3410,2012,933391698,Number of Asians in U.S. surges; Increase is more than four times the rate of growth of nation's population as a whole.,"[...] the population of those identifying as Asian or partly Asian rose by at least 30% over the decade in every state except Hawaii, where Asians already make up a majority.","Minority & ethnic groups , Race , Immigration policy , Asian Americans , Census of Population , United States--US"
9509,1,0.9973591054407345,9509,2017,1912011373,"NYC's Hispanic Population Is Growing; This group makes up 29% of the city's population, with most of Dominican heritage, 2016 census data shows",NA,"Hispanic Americans , Target markets , Census of Population , United States--US , New York , Dominican Republic"
9511,1,0.9973091907805297,9511,2017,1912073886,"Dominicans Spur Hispanic Growth --- Bronx is a beacon for Latinos, who account for 56% of borough; 'You feel like family'","The Hispanic population is climbing. The growing number of Hispanics in the Bronx is a trend dating back decades and attributed, in part, to an increase in the Dominican population through ongoing immigration and a rising birthrate, according to Laird W. Bergad, director of the Center for Latin American, Caribbean and Latino Studies, a research institute at the Graduate Center, City University of New York. Nationally, all racial and ethnic groups grew during the year...","Hispanic Americans , Target markets , Census of Population , New York , United States--US , Dominican Republic"
2499,1,0.9972704989460366,2499,2011,858404791,THE NATION; U.S. Hispanic population tops 50 million,"The Hispanic population in the United States grew by 43% in the last decade, surpassing 50 million and accounting for about 1 out of 6 Americans, the Census Bureau reported Thursday.","Hispanic Americans , Census of Population , Demographics , United States--US"
2630,1,0.9972573535601065,2630,2011,866002318,"In Census, Evolving Families Make Manhattan Stand Out","In the rest of the state, the median ranged from 29.8 in Tompkins County (home to Cornell University and Ithaca College) to 51.3 in Hamilton County. [...] while the median age rose by less than two years in the city, it jumped four years or more in 20 other counties.","Hispanic Americans , Cities , Households , Children & youth , Census of Population , Families & family life , New York , Manhattan New York"
1624,1,0.9966626386879597,1624,2010,250790348,Birthrate Falls For Whites To About Half,"[...] by 2008, births to single mothers still accounted for 72 percent of babies born to black women, compared with 53 percent of children born to Hispanic women, 29 percent of children born to white women and 17 percent of children born to Asian women.","Whites , Hispanics , Asians , Demographics , Births"
2274,1,0.996476806770395,2274,2010,817583159,A Sampling of Highs and Lows From Around the Country,"COMMUTING The counties with the lowest mean travel time to work included King, Tex., at 3.4 minutes, while counties with the highest mean travel time to work included Richmond, N.Y. (Staten Island), at 42.5 minutes.","Family income , New York , Los Angeles California , San Francisco California , West Virginia"
2627,1,0.9914578214803753,2627,2011,865169333,New approach to bilingual teaching; Dual-language immersion targets both immigrant and native-born students.,"In a 2008 review of more than 500 studies on English-language learners, Stanford University education professor Claude Goldenberg wrote that one major consistent finding was that learning to read in a child's first language boosts reading achievement in the second language. Advocates of traditional bilingual programs, meanwhile, have hailed dual immersion for mixing English learners with native English speakers instead of isolating them in special classrooms.","Students , Learning , Reading instruction , Linguistics , School systems , Bilingual education , English as a second language--ESL , Reading comprehension , California"
2110,1,0.9914536989431341,2110,2010,757765315,Hispanics Outlive Whites and Blacks In U.S.,NA,NA
2128,1,0.9906079914862673,2128,2010,759119229,1 In 5 Americans Have Close Ties Elsewhere,"The bureau said that in 2009, 12 percent of the population, or 36.7 million people, were immigrants and that 11 percent, or 33 million, were the children of at least one immigrant parent.",United States--US
3539,2,0.9990883228265414,3539,2012,1013602517,What Happened to Israel's Reputation?,"Four pages documented ""Arab terrorist attacks"" and the three paragraphs on the West Bank commended Israeli administrators for respecting ""Arab community leaders"" and hiring ""tens of thousands of Arabs."" Astonishingly, in spite of the Palestinian Authority's praise for terror, a solid majority of Israelis still support the two-state solution.\n","Palestinians , Magazines , Peace , Arabs , Palestinians , Social conditions & trends -- Israel , Gaza Strip , Israel , West Bank , Arafat, Yasser"
3538,2,0.9990719800916957,3538,2012,1013602422,What Happened to Israel's Reputation? How in 40 years the Jewish state went from inspiring underdog to supposed oppressor.,NA,NA
2140,2,0.9988759838360329,2140,2010,759710103,Some Question Insistence On Israel as Jewish State,"Unofficial Palestinian negotiators appeared to accept the idea of Jewish nationhood in the Geneva Accord, a 2003 blueprint for a final Israeli-Palestinian agreement, by recognizing ""the right of the Jewish people to statehood and the recognition of the right of the Palestinian people to statehood, without prejudice to the equal rights of the parties' respective citizens"" -- and without specifying where.","Palestinians , Prime ministers , Moratoriums , Agreements , Peace negotiations , Israel , Netanyahu, Benjamin , Barak, Ehud"
4922,2,0.9987221239156875,4922,2013,1439919072,Leader of Israel's Sephardic Jews and Shas Party Founder Dies; Religious Scholar Became Kingmaker in Several Government Coalitions,"  The passing of the 93-year-old rabbi, who promulgated a landmark religious ruling permitting territorial concessions for treaties with Israel's Arab neighbors, will affect political support in Israel's parliament if Prime Minister Benjamin Netanyahu reaches a peace deal with the Palestinians in the coming months, Israeli analysts say. [...]in a rare gesture from an Arab leader, Palestinian President Mahmoud Abbas expressed his condolences during a meeting with Israeli parliament members in Ramallah, ""I met with the rabbi's family in the Muqata in Ramallah in the past, and I would like to convey my condolences and the condolences of the Palestinian people over his death,"" said Abbas, reported Israeli website Ynet.","Religion , Politics , Clergy , Political leadership , Prime ministers , Territorial issues , Israel , Jerusalem Israel , Abbas, Mahmoud (Abu Mazen)"
3403,2,0.9986776122443326,3403,2012,929085577,Israel Is the Best Place in the Middle East for Christians,"  Yes, Christians are free to live under the PA -- as long as they don't spread their faith, as long as they don't preach love for the Jewish people, as long as they don't teach that it is possible to live in peace with Israel or, God forbid, recognize Israel's right to exist. Israel is a young, imperfect democracy that has made both mistakes and tremendous strides in the treatment of its minorities and non-Jewish and Jewish immigrant populations in the face of repeated existential threats.","Christians , Christian Islamic relations , Propaganda , Arabs , Middle East"
3394,2,0.998668335227591,3394,2012,928971468,Israel Is the Best Place in the Middle East for Christians,"Yes, Christians are free to live under the PA--as long as they don't spread their faith, as long as they don't preach love for the Jewish people, as long as they don't teach that it is possible to live in peace with Israel or, God forbid, recognize Israel's right to exist. Israel is a young, imperfect democracy that has made both mistakes and tremendous strides in the treatment of its minorities and non-Jewish and Jewish immigrant populations in the face of repeated existential threats.","Christians , Christian Islamic relations , Propaganda , Arabs , Middle East"
1963,2,0.9980994617830509,1963,2010,748333866,Inequality Will Bring Mideast Peace; We need to think of the two-state solution in two separate time periods with different rules and perhaps different borders during each stage.,"The need for asymmetries in the arrangement between them will become smaller. [...] given the currently rather different sociological and political conditions and interests of the two parties, we may need to think of the two-state solution in two separate time periods with different rules and perhaps different borders during each stage.","Palestinians , Asymmetry , Arabs"
4925,2,0.9980866910311701,4925,2013,1440018801,World News: Death of Rabbi Stirs Israel,"  The passing of the 93-year-old rabbi, who promulgated a landmark religious ruling permitting territorial concessions for treaties with Israel's Arab neighbors, could affect political support in Israel's parliament if Prime Minister Benjamin Netanyahu reaches a peace deal with the Palestinians in the coming months, Israeli analysts say.","Fatalities , Clergy , Israel , Yosef, Ovadia"
2136,2,0.997643269256224,2136,2010,759670844,Bishops at Meeting Urge Israel to End Its Occupation of Palestinian Territories,"The statement also criticized some Zionists who use the Bible to justify the Jewish presence in the occupied territories, saying that ""recourse to theological and biblical positions which use the word of God to wrongly justify injustices is not acceptable.""","Palestinians , Military occupations , Christian Jewish relations , Territorial issues , Peace negotiations , Palestinian territory , Israel"
5311,2,0.9900664350326781,5311,2014,1504837818,Book Review: 'Menachem Begin' by Daniel Gordis; Menachem Begin's election in 1977 divides Israel's history in two.,"  Relying on previous studies, it tells the story of Begin's childhood and adolescence in a Polish shtetl; his rise to the top of Betar, a youth movement affiliated with the Revisionist Party founded by the right-wing Zionist leader Vladimir Jabotinsky; his years as commander of the Irgun, the Revisionists' underground fighting force in Palestine, following his arrival there in 1942 and the death of his family in the Holocaust; his two decades of languishing in the political wilderness after Israel's establishment in 1948; his 1977 triumph; his historic roles in the 1979 peace treaty with Egypt and the 1982 war in Lebanon; and the physical and psychological decline that led to his resignation in 1983.","Leadership , Prime ministers , Israel"
218,2,0.9718191932634518,218,2008,433829651,Hard-Liner With Soft Touch Reaches Out to U.S. Flock,"Vatican officials seem concerned enough about Benedict's image that they are billing this trip as a proper introduction to Americans, intended in part to shed, as Archbishop Pietro Sambi, the papal nuncio to the United States, said, the idea that he is ""this tough, this inhuman person.""","Papal visits , Catholicism , Series & special reports , Christianity , Image , United States--US , Benedict XVI (Pope)"
5388,2,0.9712200880489146,5388,2014,1512638872,"Book Review: 'Faisal I of Iraq' by Ali A. Allawi; Faisal, a son of the sharif of Mecca, carried authority whether wearing a kaffiyeh or a Chesterfield coat.","  To advance his first objective, the young king expanded the country's roads and encouraged business: ""I would rather see a cotton ginning mill than a government building,"" he declared, ""or a glass factory than a royal palace."" Faisal, a Sunni, funded the maintenance of shrines to mystical Sufi saints; encouraged the Shiite majority to join his army officer corps; and added Shiite holidays to the state religious calendar.","United Kingdom--UK , Iran , Syria , Iraq , Middle East"
5015,2,0.9663489110387117,5015,2013,1449389924,Book Review: 'My Promised Land' by Ari Shavit; Israel's most influential columnist attempts an accounting of the Zionist soul.,NA,NA
989,2,0.9663066710080865,989,2009,422299028,Israeli leaders laud Iranian protesters; The approach appears to reflect a belief that reaching out to moderates in Tehran would be a wise move.,"If anything, Israeli officials have worried more about Mousavi. Because he is generally perceived as more moderate, they thought he might be able to persuade Western leaders to accept Iran's claim that its nuclear program is for peaceful purposes only -- while, in their opinion, moving quietly to build a bomb.","Jews , Arms control & disarmament , Nuclear weapons , Demonstrations & protests -- Iran , Iran , Israel"
1120,2,0.9593051289028073,1120,2009,422281532,THE WORLD; Iran to crack down in schools; Officials plan to bring university curricula more in line with Islamic principles.,"In addition to lowering Iran's educational standards, purging curricula of Western literature and social theory could further alienate the mostly middle-class youth inclined to study humanities and further radicalize a previously apolitical segment of the population dragged into political life by this year's presidential election.","Educational leadership , Curricula , Islamic life & ethics , Education policy , Iran , Ayatollahi, Hamid Reza"
7155,2,0.9493959835971328,7155,2015,1732912544,"REVIEW --- The End of 'One China' --- After a historic surprise meeting with the leader of Taiwan, Xi Jinping could go down in history for recognizing the island democracy -- or choose conflict instead","  The Kuomintang is in disarray, and the likely victor in presidential elections in January, Tsai Ing-wen of the Democratic Progressive Party, can't bring herself to utter the ""One China"" mantra. Right now, tensions with the U.S. are bubbling over artificial islands, fit for military use, that China has created in the South China Sea; a few weeks ago, the U.S. Navy sent a guided-missile destroyer churning through seas close to one of them, just to remind Beijing that Washington still rules the waves and that Mr. Xi can't claim no-go zones amid the world's busiest maritime thoroughfares.","Reunification , China , Taiwan , Xi Jinping , Ma Ying-jeou"
7152,2,0.9490076862983859,7152,2015,1732853781,"The End of 'One China'; After a historic surprise meeting with the leader of Taiwan, Xi Jinping could go down in history for recognizing the island democracy--or choose conflict instead","  The Kuomintang is in disarray, and the likely victor in presidential elections in January, Tsai Ing-wen of the Democratic Progressive Party , can't bring herself to utter the ""One China"" mantra. Right now, tensions with the U.S. are bubbling over artificial islands, fit for military use, that China has created in the South China Sea; a few weeks ago, the U.S. Navy sent a guided-missile destroyer churning through seas close to one of them, just to remind Beijing that Washington still rules the waves and that Mr. Xi can't claim no-go zones amid the world's busiest maritime thoroughfares.","Presidential elections , United States--US , China , Beijing China"
7161,2,0.9490076862983859,7161,2015,1733070494,"The End of 'One China'; After a historic surprise meeting with the leader of Taiwan, Xi Jinping could go down in history for recognizing the island democracy--or choose conflict instead","  The Kuomintang is in disarray, and the likely victor in presidential elections in January, Tsai Ing-wen of the Democratic Progressive Party , can't bring herself to utter the ""One China"" mantra. Right now, tensions with the U.S. are bubbling over artificial islands, fit for military use, that China has created in the South China Sea; a few weeks ago, the U.S. Navy sent a guided-missile destroyer churning through seas close to one of them, just to remind Beijing that Washington still rules the waves and that Mr. Xi can't claim no-go zones amid the world's busiest maritime thoroughfares.","Presidential elections , United States--US , China , Beijing China"
437,2,0.9457014848034561,437,2008,433878082,The Pope Vs. the Pill,"FORTY years ago last week, Pope Paul VI provoked the greatest uproar against a papal edict in the long history of the Roman Catholic Church when he reiterated the church's ban on artificial birth control by issuing the encyclical ""Humanae Vitae.""","Conferences , Papal documents , Birth control , Benedict XVI (Pope)"
5335,2,0.94546765339902,5335,2014,1507773447,Israel Reaches Out to the Diaspora,"  [...]they followed the introduction of a right-wing bill in the Israeli Parliament (set aside for now) aimed at making sure that in conflicts between Jewish and democratic identities, Jewish would win. Democracy, after all, is about principles of neutrality and equality; Jewishness is about particularity and group affiliation. Since for most Israelis the very point of Zionism is Jewish political sovereignty, one obvious concern is how to ensure equality for non-Jews.","Jews , Diaspora , International relations , Politics , Israel , United States--US , Livni, Tzipi"
1679,2,0.9445793775792922,1679,2010,324567682,"Many Faiths, One Truth","On the first anniversary of 9/11, I spoke at the National Cathedral in Washington, pleading that we not blindly follow the lead of some in the news media and let the violent acts of a few individuals define an entire religion. [...] in my understanding, Islam enshrines compassion as a core spiritual principle, reflected in the very name of God, the ""Compassionate and Merciful,"" that appears at the beginning of virtually each chapter of the Koran.","Religion , Christianity , Bible , Faith , New Testament , Islam , Buddhism , Ecumenism , Empathy"
5039,2,0.9436989039522624,5039,2013,1461722235,Something for Barack and Bibi to Talk About,"  [...]Israel at its worst, is devouring Palestinian farms and homes in the West Bank in ways that are ugly, brutal, selfish and deceitful, so much worse than its supporters will ever admit. [...]Israel lives in a dangerous region -- surrounded by people who hate it not only for what it does but for what it is, a successful Jewish state -- but its actions matter, too.","Jews , Iran , Israel , West Bank , Kerry, John F , Boehner, John"
4553,2,0.9388975325914704,4553,2013,1352773625,"Swearing In the Enemy; One of the suspected Boston bombers was a naturalized citizen, and the other was on his way. Ayaan Hirsi Ali, herself a new citizen, asks how we might change the process of becoming an American to exclude those who hate America.",NA,NA
4557,2,0.9388975325914704,4557,2013,1352848726,"Swearing In the Enemy; One of the suspected Boston bombers was a naturalized citizen, and the other was on his way. Ayaan Hirsi Ali, herself a new citizen, asks how we might change the process of becoming an American to exclude those who hate America.",NA,NA
4556,2,0.9388283219912393,4556,2013,1352808045,REVIEW --- Swearing in The Enemy,"  Ayaan Hirsi Ali, herself a new citizen, asks how we might change the process of becoming an American to exclude those who hate America.] On April 25, 2013, I took the oath to become a citizen of the United States.","Aliens , Reforms , Citizenship , Anti-Americanism , Immigration policy , United States--US"
5726,2,0.9267264793206639,5726,2014,1550468892,"REVIEW --- In Defense of Zionism --- As Israel again finds itself at war, the diplomat and historian Michael B. Oren reflects on the astonishing success of the idea that gave rise to the Jewish state","  [...]the longing of a dispersed people for a state of their own cannot possibly be so repugnant, especially after that people endured centuries of massacres and expulsions, culminating in history's largest mass murder. The odds that those immigrants would forge a national identity capable of producing a vibrant literature, pace-setting arts and six of the world's leading universities approximated zero. [...]the family values that Zionism fostered have produced the fastest natural growth rate in the modernized world and history's largest Jewish community.","Jews , Anti-Semitism , National identity , Massacres , Hebrew language , Mass murders , National identity , Zionism , Israel , Israel"
5722,2,0.9265134440317087,5722,2014,1550199135,In Defense of Zionism; The often reviled ideology that gave rise to Israel has been an astonishing historical success.,"  [...]the longing of a dispersed people for a state of their own cannot possibly be so repugnant, especially after that people endured centuries of massacres and expulsions, culminating in history's largest mass murder. The odds that those immigrants would forge a national identity capable of producing a vibrant literature, pace-setting arts and six of the world's leading universities approximated zero. [...]the family values that Zionism fostered have produced the fastest natural growth rate in the modernized world and history's largest Jewish community.","Jews , Anti-Semitism , National identity , Massacres , Hebrew language , Mass murders , Israel"
1307,2,0.9246824158544675,1307,2009,434242640,"Russia Seeks Influence in Mideast Peace Drive, but Efforts Yield Little","Yet despite regular appeals by top Russian officials, the proposal by Mr. Putin, who has since switched from being a powerful president to an unusually powerful prime minister, has never gotten off the ground.","Conferences , Peace negotiations , Foreign policy -- Russia , Middle East , Russia , Putin, Vladimir"
4736,2,0.9217246348572218,4736,2013,1406147841,"Promising 'Real Revolution,' Israeli Jolts Race for Chief Rabbi","  Controlled for decades by ultra-Orthodox political parties through back-room deals, the rabbinate is up for grabs after parliamentary elections in January empowered secular and national-religious factions and froze the ultra-Orthodox from the new governing coalition.","Jews , Elections , Clergy , Secularism , Nationalism , Jewish law , Religious orthodoxy , Israel , Stav, David"
6958,2,0.9202562604044271,6958,2015,1713720435,"A Humble Pope, Challenging the World","  Days after the election of Pope Francis, word reached the Vatican press office that the new pontiff was unexpectedly celebrating morning Mass. Doctrine is the same, but Francis has changed its emphasis, projecting a merciful, welcoming tone in a church that had been shattered by clerical sexual abuse scandals and identified with theological rigidity.","Popes , Catholicism , Papal visits , United States--US , Francis (Pope)"
1115,3,0.999622279740176,1115,2009,434194652,The Listings,"(Manohla Dargis)20090903 'THE COVE' (PG-13, 1:30) Louie Psihoyos's riveting documentary unfolds like a spy thriller, as he and his team mount a clandestine expose of the dolphin capture and slaughter in the Japanese fishing town of Taiji. (No rating, 1:34) An informative, often infuriating activist documentary from Robert Kenner about the big business of feeding or, more to the political point, force-feeding Americans all the junk that multinational corporate money can buy.","Motion picture directors & producers , Human relations , Documentary films"
3014,3,0.9993577234652584,3014,2011,896503125,The Listings,"Dance Gallery Festival (Thursday, through Oct. 15) Presented by Von Ussar Danceworks, the fifth edition of this small festival offers new work from emerging and well-known choreographers, including Camille A. Brown, CorbinDances, Rick McCulough, Jeremy McQueen, NobleMotion Dance, Somebodies Dance Theater, Mojca Ussar and Von Ussar Danceworks. ""Residue,"" an installation and collection at the New York Library for the Performing Arts, offers videos of their performances, costumes, sets and materials, as well as a tea-house structure made from canvas, feathers, sweet rice and sea salt -- elements used in the brilliant ""Naked,"" performed this year at the Baryshnikov Arts Center.","Dancers & choreographers , Performing arts , Ballet companies , Dance , Chipaumire, Nora"
7128,3,0.9993018141459409,7128,2015,1730554375,"ARENA --- Arts &amp; Entertainment: The Agony and the Ecstasy of the 'Star Wars' Fanatic --- 'The Force Awakens,' the first 'Star Wars' movie in a decade, opens Dec. 18, and diehard fans are torn between love and hate","  When Mr. Stewart, now 52, had Mr. Lucas as a guest on his ""Daily Show"" in 2010, the host said: ""My son's favorite [Star Wars] movie is 'The Phantom Menace' and I've explained to him: 'No, it's not.'"" Novelist and MIT professor Junot Diaz was eight years old when he saw the original ""Star Wars."" [...]I had to tell them that, yeah, there's three other movies.","Popularity , Science fiction & fantasy , Motion pictures -- Star Wars: The Force Awakens , Abrams, J J , Driver, Adam , Ridley, Daisy , Diaz, Junot"
7120,3,0.999300957094719,7120,2015,1729409301,"Fans' Love-Hate Relationship With the Star Wars Franchise; With the first Star Wars movie in 10 years opening Dec. 18, diehard fans of the franchise hope 'The Force Awakens' is like the original trilogy and not the more recent 'prequel' films",NA,NA
7122,3,0.999300957094719,7122,2015,1730038607,"Fans' Love-Hate Relationship With the Star Wars Franchise; With the first Star Wars movie in 10 years opening Dec. 18, diehard fans of the franchise hope 'The Force Awakens' is like the original trilogy and not the more recent 'prequel' films",NA,NA
5565,3,0.9987717358614474,5565,2014,1536561639,"LOS ANGELES FILM FESTIVAL; No fame, just your attention; Debra Granik seeks the latter for her documentary on a Vietnam veteran.","  Since Jennifer Lawrence's breakout performance in 2010's ""Winter's Bone,"" she's won an Oscar, launched a young adult blockbuster franchise and become the face of Dior. Since Debra Granik directed ""Winter's Bone,"" she's been camped out at a Southern Missouri trailer park with a burly, Harley-riding Vietnam vet. The movie, which premiered at the Los Angeles Film Festival last weekend, had Granik returning to the poverty-ridden Ozarks -- also the backdrop for ""Winter's Bone.""","Post traumatic stress disorder , Motion picture directors & producers , Documentary films , Motion picture festivals , Motion pictures -- Stray Dog , Los Angeles California , Hall, Ron , Granik, Debra"
6137,3,0.9984121262540894,6137,2014,1638746538,THE YEAR IN REVIEW: MOVIES; MARK OLSEN; Best of 2014,"  ""Inherent Vice"": Smuggling in deep currents of sadness and loss under the guise of a comedic farce, Paul Thomas Anderson's adaptation of the flaky hippies-versus-straights mystery novel by Thomas Pynchon explores what is revealed when the fog clears, as a harsh reality breaks over the horizon of a dream. --","Year in review , Motion pictures"
9439,3,0.9980063085306194,9439,2017,1903037427,What's on Monday,NA,"New Zealand , California , Bahrain , North Carolina , Las Vegas Nevada , North America , Iraq"
