document,topic,gamma,document_number,year,StoreId,Title,Abstract,subjectTerms
19146,1,0.9994520438057134,19146,2010,399147335,The Weekend Interview with Harold Ford Jr.: Ford's Focus: Don't Allow a Bay State Repeat,"The former congressman moved to New York after narrowly losing a bid for a U.S. senate seat in Tennessee four years ago. Since leaving the House, he's served as head of the centrist Democratic Leadership Council, been a commentator on Fox News Channel and MSNBC, and taken a job with Merrill Lynch. Besides listening to congressmen and senators who ""continue to face pressure at home about a health bill,"" he believes those crafting the plan should focus on three things: preventing denials of coverage for pre-existing conditions, implementing tort reform, and expanding coverage for all children.","Health care policy , Payroll taxes , Legal reform , Politics , Congressional elections , Politics , New York , Gillibrand, Kirsten , Ford, Harold E Jr"
19228,1,0.9994520438057134,19228,2010,237959871,Ford's Focus: Don't Allow a Bay State Repeat; The centrist Democrat thinks that his party needs to take a page from Bill Clinton's playbook.,"The former congressman moved to New York after narrowly losing a bid for a U.S. senate seat in Tennessee four years ago. Since leaving the House, he's served as head of the centrist Democratic Leadership Council, been a commentator on Fox News Channel and MSNBC, and taken a job with Merrill Lynch. Besides listening to congressmen and senators who ""continue to face pressure at home about a health bill,"" he believes those crafting the plan should focus on three things: preventing denials of coverage for pre-existing conditions, implementing tort reform, and expanding coverage for all children.","Health care policy , Payroll taxes , Legal reform , Politics , Congressional elections , New York , Gillibrand, Kirsten"
20669,1,0.9994130849248156,20669,2010,365886693,"Two Tech Chiefs Triumph in California; Whitman to Face Brown for Governor, and Fiorina Will Challenge Incumbent Boxer for Senate Seat in November Vote","Ms. Whitman, former eBay Inc. chief executive, beat her rival, state Insurance Commissioner Steve Poizner for the GOP nomination to succeed Gov. Arnold Schwarzenegger. Ms. Whitman and Ms. Fiorina both plan to continue touting their credentials as former technology company CEOs as evidence they can shore up the state budget and spur job creation better than the Democratic rivals.","State elections , Primaries & caucuses , Voter behavior , State budgets , Local elections , Political advertising , Competition , Whitman, Meg , Fiorina, Carleton S"
17017,1,0.9993726084212475,17017,2009,422263872,AMBITION AND AUDACITY; NEWS ANALYSIS; Measuring Obama by FDR's yardstick; Both started fast with sweeping agendas. Whether he can keep up the pace depends on the economy.,"[...] journalists and political analysts have embraced the 100-day report card for new presidents. There was a $787-billion stimulus plan, a bank bailout package, housing recovery measures, a massive expansion of action by the Federal Reserve, and an ambitious budget that proposed even more change.","Presidents , Public works , Labor standards , Labor relations , Federal legislation , Bailouts , American history , Energy consumption , Obama, Barack , Roosevelt, Franklin Delano (1882-1945)"
20326,1,0.9993535001551599,20326,2010,237999894,GOP Shifts With U.S. Mood,"GOP leaders in Washington, responding to an angry and demanding Republican electorate, are adopting more populist economic policies, lambasting a wider swath of Obama administration policies as ""government takeovers"" and vowing dramatic fiscal changes. After 18 years in the Senate, Mr. Bennett said in an interview that he found himself saddled not only with his vote for the initial Wall Street bailout, also known as the Troubled Asset Relief Program, but for every economic initiative that came after it--the rescues of General Motors and Chrysler, the stimulus plan, even an omnibus spending bill, all of which he had opposed.\n","Term limitations , Automobile industry , Political leadership"
20671,1,0.9993449503621088,20671,2010,365914481,Lincoln Bucks Wave Against Incumbents,"In California, former eBay Inc. Chief Executive Meg Whitman handily won the Republican nomination for governor against state Insurance Commissioner Steve Poizner, the Associated Press reported. The tea party is a loose coalition of activists who favor a sharp reduction in government spending and limits to federal power.","Political campaigns , Primaries & caucuses , Governors , Health care policy , Candidates , Haley, Nikki , Reid, Harry"
18569,1,0.9993240922780362,18569,2009,434220395,Obama Presses Senate to Pass Its Health Bill,"The House debate highlighted the pressures that will come to bear on senators as they weigh contentious issues like federal financing for abortion, coverage for illegal immigrants and the ""public option,"" a government-backed insurance plan to compete with the private sector.","Bills , Regulation of financial institutions , Excise taxes , Congressional elections , Health care policy , United States--US , Obama, Barack , Reid, Harry"
20557,1,0.9993105010399026,20557,2010,347618704,"LOS ANGELES TIMES / USC POLL; Whitman gains, loses in new poll; She widens her lead over Poizner but now trails Brown in the race for governor.","After plummeting in recent polls, Republican Meg Whitman has regained her commanding lead in the race for governor over her primary opponent Steve Poizner, but their contentious assaults have helped reverse the general election edge she once held over Democrat Jerry Brown, a new Los Angeles Times/USC poll has found. The poll, a joint effort by The Times and the USC College of Letters, Arts and Sciences, underscored the continuing power of television in California's political races.","Polls & surveys , Primaries & caucuses , State elections -- California , California , Whitman, Meg"
16343,1,0.9992918809853564,16343,2009,410325307,For the Record Here's how so ...,"The bill's spending provides, in part, $90 billion to help states meet Medicaid obligations; $79 billion for state education aid; $43 billion for extended jobless benefits; $41 billion for local school districts; $39 billion to subsidize medical insurance for the jobless; $32 billion for new electricity grids; $31 billion for repairing federal buildings; $30 billion for highway construction; $21 billion for repairing schools; $20 billion for converting medical records from paper to digital formats; $20 billion to expand food stamp benefits; $20 billion for green construction and energy conservation; $19 billion for water projects; $16 billion to expand Pell Grants for higher education; $13 billion to repair public housing; $10 billion for creating jobs in scientific fields; $10 billion for building mass-transit projects; and $6 billion for extending broadband to rural areas.","Unemployment benefits , Tuition , Relief provisions , Middle class , Energy conservation , Education , Amendments"
16365,1,0.9992918809853564,16365,2009,410328772,For the Record Here's how so ...,"The bill's spending provides, in part, $90 billion to help states meet Medicaid obligations; $79 billion for state education aid; $43 billion for extended jobless benefits; $41 billion for local school districts; $39 billion to subsidize medical insurance for the jobless; $32 billion for new electricity grids; $31 billion for repairing federal buildings; $30 billion for highway construction; $21 billion for repairing schools; $20 billion for converting medical records from paper to digital formats; $20 billion to expand food stamp benefits; $20 billion for green construction and energy conservation; $19 billion for water projects; $16 billion to expand Pell Grants for higher education; $13 billion to repair public housing; $10 billion for creating jobs in scientific fields; $10 billion for building mass-transit projects; and $6 billion for extending broadband to rural areas.","Unemployment benefits , Tuition , Relief provisions , Middle class , Energy conservation , Education , Amendments"
19538,1,0.9992827662269798,19538,2010,410374048,What the Republicans aren't saying; Pro-life voters won't forget who stood with them on health care: Democrats.,"[...] it isn't, and it has led to massive opposition from the grass-roots antiabortion movement and self-labeled pro-life members in Congress. Since August, the number of people who have contacted an officeholder through my organization, the Susan B. Anthony List, a group that supports pro-life women in politics, has doubled to 250,000.","Bills , Government spending , Political leadership , Pro life movement , Health care policy , Abortion , United States--US"
18521,1,0.9992710374949669,18521,2009,399072664,Democrats Confront Coalition Strains,"Elections this week left Democrats scrambling to renew the coalition that elected President Barack Obama after independent voters, whose power to determine U.S. elections is rising with their numbers, broke heavily toward Republicans. [...] even as Republicans celebrated their victories, they faced a struggle to build unity between the party establishment and the conservative activists who have helped lift the GOP out of the doldrums after two successive election cycle defeats.","State elections , Bills , Political leadership , Health care policy , Voters , State elections , United States--US , Virginia , New Jersey , Obama, Barack"
17882,1,0.9992625960550553,17882,2009,422279928,GOP seeks revival in revolt; The party hopes to tap into fervent opposition to Obama's healthcare plan. But turning that into votes isn't a given.,"Re-branding Leaders are trying to re-brand the GOP as the party of fiscal discipline, fighting Obama on his economic stimulus plan, attacking his proposed global warming legislation as a massive tax increase, and portraying his healthcare agenda as a socialist takeover of the private sector.\n","Politics , Interest groups , Demonstrations & protests , Health care policy"
18009,1,0.9992539570594168,18009,2009,399054898,U.S. News: Wrong Turns: How Obama's Health-Care Push Went Astray,"A group called the Herndon Alliance -- a coalition of liberal health-care groups, unions and patient-advocacy groups created in late 2005 -- was only a few months into its work planning a health-insurance overhaul by the time it asked focus groups what they thought of the idea of a government-run plan to compete with private ones. (The White House says it was right to stay aloof from the process but is now ready to wade in.) Democrats also say that for all their preparations, they never anticipated Republicans and their allies rolling out incendiary accusations that the Obama plan would empower ""death panels,"" help illegal immigrants and raid Medicare.","Reforms , Proposals , Political behavior , Health care policy , United States--US , Obama, Barack"
20051,1,0.9992489290622097,20051,2010,219994162,Florida's Senate Spectacle,"Perhaps never before, they say, has there been a three-way Senate race in a major swing state, with each candidate well financed, and so much at stake in terms of the balance of power in Washington. [...] it is a mistake to assume that independent voters are politically moderate.\n","Political campaigns , Primaries & caucuses , Congressional elections -- Florida , Florida , Crist, Charlie , Rubio, Marco , Meek, Kendrick"
22061,1,0.9992438329203692,22061,2008,410297326,GOP Candidates Warn Voters About Perils of One-Party Rule,"On the defensive across the country and staring down an election that could see them reduced to an ineffective minority in the House and the Senate, congressional Republicans are offering a new argument to voters: the danger of single-party rule in the nation's capital. [...] party leaders are mindful of the dangers associated with one party controlling all levers of government, particularly given the monumental financial and international problems the next president and a new Congress will inherit.","Health care policy , Political campaigns , Political parties , Congressional elections , United States--US"
18349,1,0.9992412590869453,18349,2009,422308052,"Health bill passes with 1 GOP vote; Sen. Olympia Snowe joins Democrats on the finance panel to OK the measure, giving a boost to Obama allies.","In return, they would expand government programs such as Medicaid and create a system of regulated markets where low- and moderate-income Americans and legal immigrants could get federal subsidies to help them buy coverage. Snowe's support could make it easier for senior Senate Democrats to convince conservative members of their party to back the chamber's final legislation and provide the 60 votes necessary to head off an anticipated GOP filibuster.","Congressional committees , Bills , Interest groups , Health care policy"
19077,1,0.9992399652025444,19077,2010,237935766,Obama Fights for Key Seat; U.S. president campaigns as Republican surges in race for Massachusetts Senate slot,"""If Coakley loses, you've got twin problems--all these bills are too liberal for conservatives, too conservative for liberals, and everyone is running for the hills,"" a Democratic campaign operative said Friday. [...] without 60 votes to overcome a Republican filibuster on health care, the White House would be forced to try to cut a deal with sympathetic Republicans such as Maine's Republican Sen. Olympia Snowe.","State elections , Election results , Bills , Coakley, Martha , Obama, Barack , Brown, Scott"
17879,1,0.9992321095143821,17879,2009,420786568,"For GOP, health cuts 2 ways","Leaders are trying to rebrand the GOP as the party of fiscal discipline, fighting Obama on his economic stimulus plan, attacking his proposed global-warming legislation as a massive tax increase and, now, portraying his health care agenda as a socialist takeover of the private sector -- messages that GOP strategists had hoped might appeal nicely to the base and the middle.","Health care policy , Social networks , Politics , Political appointments , Meetings , Immunization , Conservatism"
18653,1,0.9992240902176968,18653,2009,399141344,"Showdown Set for Health Bill --- Senate Democrats' $848 Billion Plan Promises Deficit Cut, Medicare-Tax Hike for Rich","The two bills have differences on taxes, abortion coverage and a public-insurance plan and would require considerable work to reconcile if Congress hopes to pass some form of health care overhaul -- the centerpiece of President Barack Obama's domestic agenda. In a boost for the bill's prospects, the CBO estimated the Senate measure would reduce the federal budget deficit by $130 billion over the next decade, and additional amounts over the second 10 years of the program.","Bills , Health insurance , Payroll taxes , Health care policy , Fences , Budget deficits , Health care policy , United States--US , Reid, Harry"
16552,2,0.9998593131835994,16552,2009,410298154,Also Playing Capsule reviews ...,"BEDTIME STORIES Adam Sandler brings his immature charms to the role of Skeeter Bronson, a handyman with dreams of running the posh L.A. hotel where he changes the light bulbs. J.A. CORALINE The movie, adapted from Neil Gaiman's enormously successful book of the same name, follows 11-year-old Coraline (voiced by Dakota Fanning), whose wish to replace the adults in her life leads to a nightmarish experience in a parallel universe.","Motion pictures , Young adults literature , Hotels & motels"
16440,2,0.9998556223086694,16440,2009,410309473,Also Playing Capsule reviews ...,"[...] even as he wraps his country in an adulatory glow, director Baz Luhrmann reserves the right to find fault, especially in the government's historic oppression of Australia's indigenous people in what is the film's most ambitious aim of all: to lay bare and heal his country's deepest primal wound. Ann Hornaday BEDTIME STORIES Adam Sandler brings his immature charms to the role of Skeeter Bronson, a handyman with dreams of running the posh L.A. hotel where he changes the light bulbs.",Hotels & motels
16277,2,0.9998500870632998,16277,2009,410346085,Also Playing Capsule reviews ...,"[...] even as he wraps his country in an adulatory glow, director Baz Luhrmann reserves the right to find fault, especially in the government's historic oppression of Australia's indigenous people in what is the film's most ambitious aim of all: to lay bare and heal his country's deepest primal wound. Ann Hornaday BEDTIME STORIES Adam Sandler brings his immature charms to the role of Skeeter Bronson, a handyman with dreams of running the posh L.A. hotel where he changes the light bulbs.","Motion pictures , Hotels & motels"
17973,2,0.9998454080010947,17973,2009,410323268,Also Playing,"A star (*) denotes a movie recommended by our critics. * ADAM This engaging romance starts with a puzzle at its center, a mystery that preschool teacher Beth Buchwald (Rose Byrne) is trying to solve alongside the film's audience. Giamatti travels to Roosevelt Island and the pristine office of Dr. Flintstein (David Strathairn), who advises Giamatti that ""a twisted soul is like a tumor -- better to remove it!"" Meanwhile, a mysterious woman named Nina (Dina Korzun) arrives at Kennedy airport from Russia.",Motion pictures
16718,2,0.9998442194453501,16718,2009,410303618,Also Playing Capsule reviews ...,"Starting with years of painstaking training, the progression into the professional company, and then the endless rehearsals, uncertainties and struggles with directors, one's own body and the march of time, a ballerina's life is not for the weak. J.A. CORALINE The movie, adapted from Neil Gaiman's enormously successful book of the same name, follows 11-year-old Coraline (voiced by Dakota Fanning), whose wish to replace the adults in her life leads to a nightmarish experience in a parallel universe.","Subtitles & subtitling , Theaters & cinemas , Motion picture directors & producers"
16489,2,0.9998303460016043,16489,2009,410288914,Also Playing Capsule reviews ...,"A.H. * CHE In Steven Soderbergh's sprawling yet surprisingly taut two-part retelling of Che Guevara's life during the Cuban revolution and his ill-fated attempt to bring the fight to Bolivia, he comes into sharp, sympathetic focus, by way of an extraordinary performance by Benicio Del Toro. After a dinner discussing Cuba's grinding poverty, illiteracy and poor health care, Guevara signs on with the brothers, convinced that armed struggle is the only way to topple the oppressive order.",NA
17916,2,0.9998266514404243,17916,2009,410306663,Also Playing Capsule reviews of recent releases,"A star (*) denotes a movie recommended by our critics. * ADAM This engaging romance starts with a puzzle at its center, a mystery that preschool teacher Beth Buchwald (Rose Byrne) is trying to solve alongside the film's audience. Philip Kennicott * DISTRICT 9 The poison that permeates this phenomenal film is the same toxin that defined so much of 20th-century history: the oppression of the Other -- in this case, scaly aliens with feelers for faces, a jones for canned cat food and a mother ship that has been hovering over Johannesburg for 20 years.","Motion pictures , Fishing industry , Documentary films"
16650,2,0.9998127428163356,16650,2009,410285694,Also Playing Capsule reviews ...,"Starting with years of painstaking training, the progression into the professional company, and then the endless rehearsals, uncertainties and struggles with directors, one's own body and the march of time, a ballerina's life is not for the weak. J.A. CORALINE The movie, adapted from Neil Gaiman's enormously successful book of the same name, follows 11-year-old Coraline (voiced by Dakota Fanning), whose wish to replace the adults in her life leads to a nightmarish experience in a parallel universe.","Subtitles & subtitling , Motion picture directors & producers"
21809,2,0.9998079009832508,21809,2008,410239333,Also Playing Capsule reviews ...,"Huge corporations (Vivendi, Suez, Nestle) have capitalized on a looming water shortage and, with the support of the World Bank and International Monetary Fund, have forced poor farmers and urban dwellers to pay for ""purified"" water that often is anything but.","Motion pictures , Demonstrations & protests , Art history , Violence"
17680,2,0.9997677701015218,17680,2009,410292661,Also Playing Capsule revie ...,"ANGELS &amp; DEMONS Praying for another $750 million absolution at the global box office, the fairly unholy trinity of Tom Hanks, director Ron Howard and ""The Da Vinci Code"" author Dan Brown reteam on Brown's earlier novel and manage to be more obscure than a Latin Mass. J.A. * EARTH You may have seen the television ads for this debut documentary feature from Disney about the struggles of three animal families (polar bear, elephant and whale) to survive against the elements.","Motion pictures , Theaters & cinemas , Drug use"
18021,2,0.999228571217407,18021,2009,410335891,Also Playing,"A star (*) denotes a movie recommended by our critics. * ADAM This engaging romance starts with a puzzle at its center, a mystery that preschool teacher Beth Buchwald (Rose Byrne) is trying to solve alongside the film's audience. Giamatti travels to Roosevelt Island and the pristine office of Dr. Flintstein (David Strathairn), who advises Giamatti that ""a twisted soul is like a tumor -- better to remove it!"" Meanwhile, a mysterious woman named Nina (Dina Korzun) arrives at Kennedy airport from Russia.",Motion pictures
17865,2,0.9988387329083624,17865,2009,410317863,Also Playing,"A star (*) denotes a movie recommended by our critics. * ADAM This engaging romance starts with a puzzle at its center, a mystery that preschool teacher Beth Buchwald (Rose Byrne) is trying to solve alongside the film's audience. Orlando Sentinel THE COLLECTOR Marcus Dunstan and co-writer Patrick Melton have written and directed a soulless slice of torture porn about a masked monster who butchers households full of people with booby-traps, sparing one victim's life for his ""collection.""","Motion pictures , Fishing industry , Documentary films"
17773,2,0.9987341765237566,17773,2009,410323729,Also Playing,"ANGELS &amp; DEMONS Praying for another $750 million absolution at the global box office, the fairly unholy trinity of Tom Hanks, director Ron Howard and ""The Da Vinci Code"" author Dan Brown reteam on Brown's earlier novel and manage to be more obscure than a Latin Mass. Whether it's a painful episode involving Bruno trying to trap presidential candidate Ron Paul into making a sex tape or trying to broker Arab-Israeli peace or his encounters with gay ""converters"" in Alabama, the skits here don't add up to anything substantive.","Motion pictures , Theaters & cinemas , Drug use"
19096,2,0.9984864062460869,19096,2010,420851447,'Shutter Island' gets graphic,"""Shutter Island"" By Dennis Lehane Illustrated by Christian de Metter William Morrow, 128 pages, $21.99 In 1941 a Russian immigrant named Albert Lewis Kanter had (literally) a novel idea for the fledgling medium of the American comic book -- he launched Classics Illustrated, a series that lived up to its name by converting ""Ivanhoe,"" ""Jane Eyre,"" ""The Iliad"" and scores of other bookshelf familiars into funny-book fodder.","Comic books , Graphic novels"
19042,2,0.9982954052367498,19042,2010,422247969,"BOOK REVIEW; Nightmare view from an 'Island'; Shutter Island; Based on the Novel by Dennis Lehane Graphic Novel Adaptation by Christian de Metter; Tokyopop: 128 pp., $21.99 paper","Back in 1941, a Russian immigrant named Albert Lewis Kanter had (literally) a novel idea for the fledgling medium of the American comic book -- he launched Classics Illustrated, a series that lived up to its name by converting ""Ivanhoe,"" ""Jane Eyre,"" ""The Iliad"" and scores of other bookshelf familiars into funny-book fodder.","Books , Graphic novels"
17477,2,0.9982822681410285,17477,2009,410290124,No Surprise: A 'Proposal' To Accept,"[...] The Proposal,"" much like its heroine, succumbs to the strictures of convention and dutifully fulfills its role, in this case of living up to the poster.","Motion pictures -- Proposal, The , Bullock, Sandra , Reynolds, Ryan"
17807,2,0.9981833303976453,17807,2009,410291591,Also Playing Capsule reviews,"Starting with the chicken and beef industries, the filmmakers trace how fast-food culture created the corporate concentration of agricultural production and the disappearance of the traditional family farm. With damning hidden-camera footage and interviews with such pioneering journalists as Eric Schlosser and Michael Pollan, the film deftly demonstrates how issues such as illegal immigration, public health and intellectual property law intersect at the largely hidden nexus of Big Meat.",Motion pictures
17730,2,0.997827461430018,17730,2009,410322053,Also Playing,"Ann Hornaday ANGELS &amp; DEMONS Praying for another $750 million absolution at the global box office, the fairly unholy trinity of Tom Hanks, director Ron Howard and ""The Da Vinci Code"" author Dan Brown reteam on Brown's earlier novel and manage to be more obscure than a Latin Mass. Whether it's a painful episode involving Bruno trying to trap presidential candidate Ron Paul into making a sex tape or trying to broker Arab-Israeli peace or his encounters with gay ""converters"" in Alabama, the skits here don't add up to anything substantive.","Motion pictures , Theaters & cinemas , Documentary films"
21760,2,0.99642436108407,21760,2008,410243875,Also Playing A star (* ...,"J.H. BOTTLE SHOCK Perhaps the film should have been called ""The Grapes of Froth"" because it tells such a happy story: how the vintners of Napa Valley won the blind tasting known as the ""Judgment of Paris"" in 1976 and put their little piece of California paradise on the world wine stage for all time.","Motion pictures , Trucks , Violence"
21719,2,0.9962488734163237,21719,2008,410304585,Also Playing A star ({sstar ...,"Michael O'Sullivan BOTTLE SHOCK Perhaps the film should have been called ""The Grapes of Froth"" because it tells such a happy story: how the vintners of Napa Valley won the blind tasting known as the ""Judgment of Paris"" in 1976 and put their little piece of California paradise on the world wine stage for all time. Stephen Hunter COLLEGE Take equal parts ""Superbad,"" ""Animal House"" and ""Risky Business""; extract the wit, charm and originality; mix in as much beer, human excrement and upchuck as logistically possible; sprinkle liberally with nudity, homophobia and sexism; and you'll have the recipe for this tedious raunch-fest that exists strictly because it can.",Trucks
21659,2,0.9958606300763179,21659,2008,410311004,Also Playing Capsule reviews,"Stephen Hunter COLLEGE Take equal parts ""Superbad,"" ""Animal House"" and ""Risky Business""; extract the wit, charm and originality; mix in as much beer, human excrement and upchuck as logistically possible; sprinkle liberally with nudity, homophobia and sexism; and you'll have the recipe for this tedious raunch-fest that exists strictly because it can. Kevin is forced to clean perhaps the grossest toilet bowl in movie history; Kevin and company land in a cartoonish gay frat party missing only the Village People; Verne Troyer urinates on folks; and there's a lovely pig stampede.","Trucks , Motion pictures"
17632,2,0.9953424046346244,17632,2009,410311851,Also Playing Capsule revie ...,"ANGELS &amp; DEMONS Praying for another $750 million absolution at the global box office, the fairly unholy trinity of Tom Hanks, director Ron Howard and ""The Da Vinci Code"" author Dan Brown reteam on Brown's earlier novel and manage to be more obscure than a Latin Mass. J.A. CHERI A radiant Michelle Pfeiffer is Lea, a courtesan well schooled in pleasure and the politics of the personal, who is approaching that point where she will age out of her profession (any parallels to Hollywood are no doubt intentional).","Theaters & cinemas , Novels , Motion picture directors & producers , Drug use"
17582,2,0.9911622850106069,17582,2009,410295657,Also Playing Capsule revie ...,"ANGELS &amp; DEMONS Praying for another $750 million absolution at the global box office, the fairly unholy trinity of Tom Hanks, director Ron Howard and ""The Da Vinci Code"" author Dan Brown reteam on Brown's earlier novel and manage to be more obscure than a Latin Mass. J.A. CHERI A radiant Michelle Pfeiffer is Lea, a courtesan well schooled in pleasure and the politics of the personal, who is approaching that point where she will age out of her profession (any parallels to Hollywood are no doubt intentional).","Novels , Motion picture directors & producers , Theaters & cinemas"
18311,2,0.9743540906016126,18311,2009,410338895,Also Playing,"The latter scenario summarizes the plight of beleaguered Muna (Nisreen Faour), a middle-class, divorced mother who leaves her home and banking job in Palestinian territory with the hopes of a more secure life in Illinois with her 16-year-old son, Fadi (Melkar Muallem). Jan Stuart THE BOYS ARE BACK Joe Warr (Clive Owen), an Australian sportswriter who's left raising a family alone after his wife dies, reacts badly when his tired, angry son, Artie (Nicholas McAnulty), declares he'd rather live with another child's mother than in his father's home.","Motion pictures , Middle class , Drug use"
17770,2,0.9534926144449126,17770,2009,399066151,"Morgenstern on Film -- Review: 'Funny People': Sick Comic, Bleak Prognosis --- 'The Cove' is riveting account of dolphin killing, but factuality evades its nets","(To an extent that ""The Cove"" never makes clear, the Taiji kill is a byproduct of efforts to catch dolphins that may be sold to such parks for as much as $150,000 per animal.) To atone for his own role in the fateful celebrity of smaller cetaceans, Mr. O'Barry became an eco-activist, freeing captive dolphins on many occasions.","Motion pictures -- -Multiple review , Apatow, Judd , Madsen, Ole Christian"
18659,2,0.9434808702448629,18659,2009,399103493,"Morgenstern on Film -- Review: 'Broken Embraces': Wholly Delightful --- Cage's 'Bad Lieutenant' takes no prisoners; even truncated, Woo's 'Red Cliff' rises high","The drama unfolds in the flashback recollections of a Spanish screenwriter (Lluis Homar) who took the name Harry Caine after an accident took his sight, his career and the love of his life; before then he was a director, Mateo Blanco. (One of his characters was obsessed by grizzly bears, another with hauling a steamship over the Peruvian Andes.) Rather than a conventional remake, it's a whole new take on the 1992 cult classic ""Bad Lieutenant,"" which was written and directed by Abel Ferrara.","Motion pictures -- -Multiple review , Almodovar, Pedro , Herzog, Werner , Woo, John , Moodysson, Lukas"
19417,2,0.9429339099921995,19417,2010,237947218,'A Prophet': The Crime Epic Reborn; Hair-raising 'Crazies' remodels a campy Romero classic,"""A Prophet,"" the incendiary crime epic from Jacques Audiard, is an immigrant allegory, a parable of ambition, a Horatio Alger-esque, up-by-the-bootstraps saga, about a man cast into a figurative New World where he must eat or be eaten. The murder that changes Malik's life--saves it, in a way, though its victim will haunt his dreams--may drive a few viewers toward the exits, and a few under their seats.",Motion pictures
