Title,Abstract,StoreId,ArticleType,Authors,coden,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,classification,classificationCodes,majorClassificationCodes,startPage,subjectClassifications,subjectTerms,subjects,FindACopy,Database
The Whitney Biennial's Theme? Tumult,"  Negar Azimi of the Middle East publication Bidoun; Gean Moreno of the Institute of Contemporary Art Miami; Wendy Yao of the exhibition space 356 South Mission Road and the art shop Ooga Booga in Los Angeles; and Aily Nash, a curator with the New York Film Festival, who is helping organize the biennial's film program.",1840929495,Newspapers," Pogrebin, Robin
Robin
Robin Pogrebin
Pogrebin
Robin Pogrebin , Pogrebin, Robin
Robin
Robin Pogrebin
Pogrebin
Robin Pogrebin", NYTIAO,," Copyright New York Times Company Nov 18, 2016"," 4253361951 , 109118712 , 7818 , NYTIAO , NYT , 631736-20161118", NEWSPAPER," Nov 18, 2016",0362-4331, English, English, C.21," New York, N.Y.","Nov 18, 2016",New York Times,2016,https://search.proquest.com/docview/1840929495?accountid=14496,,,, C.21,," Artists , Curators , Museums , Local elections , Contemporary art , California , United States--US , Pope.L, William , Rothkopf, Scott",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Whitney+Biennial%27s+Theme%3F+Tumult%3A+%5BMovies%2C+Performing+Arts%2FWeekend+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-18&amp;volume=&amp;issue=&amp;spage=C.21&amp;au=Pogrebin%2C+Robin&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
ELECTION AFTERMATH; Hearing echoes of a dark period in U.S.; Japanese Americans imprisoned during WWII see parallels in calls to register Muslim Americans,"  Japanese Americans have been working with Muslim American groups for years, holding panels, screening films and sharing meals, activities meant to educate each other on history and culture, community leaders said.",1840941820,Newspapers," Stevens, Matt
Matt
Matt Stevens
Stevens
Matt Stevens , Lin, Rong-Gong, II
Rong-Gong
Rong-Gong Lin II
II
Lin
Rong-Gong Lin II , Stevens, Matt
Matt
Matt Stevens
Stevens
Matt Stevens , Lin, Rong-Gong, II
Rong-Gong
Rong-Gong Lin II
II
Lin
Rong-Gong Lin II",,, (Copyright (c) 2016 Los Angeles Times)," 4253357331 , 109117442 , 7683 , ANGE , LATM2016111831068", News," Nov 18, 2016",0458-3035, English, English, B.1," Los Angeles, Calif.","Nov 18, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1840941820?accountid=14496,,,, B.1,," Japanese Americans , Muslims , Civil rights , Community , Concentration camps , World War II , United States--US"," TRUMP, DONALD J , JAPANESE AMERICANS , INTERNMENT CAMPS , MUSLIMS , RACIAL DISCRIMINATION , PRESIDENTIAL ELECTIONS (2016) , REPUBLICAN PARTY",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=ELECTION+AFTERMATH%3B+Hearing+echoes+of+a+dark+period+in+U.S.%3B+Japanese+Americans+imprisoned+during+WWII+see+parallels+in+calls+to+register+Muslim+Americans&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-18&amp;volume=&amp;issue=&amp;spage=B.1&amp;au=Stevens%2C+Matt%3BLin%2C+Rong-Gong%2C+II&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"The Father of Europe; It wasn't easy ruling a medieval empire. Michael Kulikowski reviews ""Charlemagne"" by Johannes Fried.",,1841250750,Newspapers," Kulikowski, Michael
Michael
Michael Kulikowski
Kulikowski
Michael Kulikowski , Kulikowski, Michael
Michael
Michael Kulikowski
Kulikowski
Michael Kulikowski",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4254544891 , 109099402 , 117310 , WSJO , WSJOWSJO20161118000020161118ecbi00and", News," Nov 18, 2016",, English, English, n/a," New York, N.Y.","Nov 18, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1841250750?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=The+Father+of+Europe%3B+It+wasn%27t+easy+ruling+a+medieval+empire.+Michael+Kulikowski+reviews+%22Charlemagne%22+by+Johannes+Fried.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-18&amp;volume=&amp;issue=&amp;spage=&amp;au=Kulikowski%2C+Michael&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Trump-Size Idea for a New President: Build Stuff,"  Last year, Dan McNichol, author of the book ""The Roads That Built America,"" a history of the Interstate highway system, and a White House adviser on transportation issues for President George H. W. Bush, navigated the country in a 1949 Hudson Commodore on a mission to investigate the state of America's infrastructure.",1842452459,Newspapers," Stewart, James B
James
James B Stewart
Stewart
B
James B. Stewart , Stewart, James B
James
James B Stewart
Stewart
B
James B. Stewart", NYTIAO,," Copyright New York Times Company Nov 18, 2016"," 4259137131 , 109118712 , 7818 , NYTIAO , NYT , 766259-20161118", Commentary," Nov 18, 2016",0362-4331, English, English, A.1," New York, N.Y.","Nov 18, 2016",New York Times,2016,https://search.proquest.com/docview/1842452459?accountid=14496,,,, A.1,," Roads & highways , American Recovery & Reinvestment Act 2009-US , Infrastructure , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Trump-Size+Idea+for+a+New+President%3A+Build+Stuff%3A+%5BNational+Desk%5D%5B1%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-18&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Stewart%2C+James+B&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Transcript: Q&amp;A With Dallas Fed's Robert Kaplan in Houston; Central banker discusses oil prices, district's economy and interest rates",,1841272206,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4254605071 , 109139412 , 117310 , WSJO , WSJOWSJO20161119000020161119ecbj000gp", News," Nov 19, 2016",, English, English, n/a," New York, N.Y.","Nov 19, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1841272206?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Transcript%3A+Q%26amp%3BA+With+Dallas+Fed%27s+Robert+Kaplan+in+Houston%3B+Central+banker+discusses+oil+prices%2C+district%27s+economy+and+interest+rates&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Donald Trump's Disturbing Picks: What the Justice Dept. Would Look Like Under Jeff Sessions,"  Three decades later, Mr. Sessions, now a veteran Alabama senator, is on the verge of becoming the nation's top law-enforcement official, after President-elect Donald Trump tapped him on Friday to be attorney general.",1841734581,Newspapers,, NYTIAO,," Copyright New York Times Company Nov 19, 2016"," 4256247781 , 109143632 , 7818 , NYTIAO , NYT , 767530-20161119", Editorial," Nov 19, 2016",0362-4331, English, English, A.22," New York, N.Y.","Nov 19, 2016",New York Times,2016,https://search.proquest.com/docview/1841734581?accountid=14496,,,, A.22,," Political appointments , Cabinet , Editorials , United States--US , Sessions, Jeff , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Donald+Trump%27s+Disturbing+Picks%3A+What+the+Justice+Dept.+Would+Look+Like+Under+Jeff+Sessions%3A+%5BEditorial%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-19&amp;volume=&amp;issue=&amp;spage=A.22&amp;au=&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"On Martha's Vineyard, a Gentle Rhythm","  Bar talk of a pending storm prompts the question: ""Think they'll be canceling boats tomorrow?"" There are few cocktail parties and no beach cookouts in winter, but plenty of potluck dinners with friends and neighbors, many of them teachers, police officers, artists, writers, musicians, restaurant workers and tradespeople fueled by the never-ending cycle of build, renovate, paint and restore. [...]their numbers have dwindled because of diminishing fish stocks, regulatory issues and the rising cost of living on the island, which is about 70 percent above the national average, according to a study by the Martha's Vineyard Commission.",1841505159,Newspapers," Benjamin, Mike
Mike
Mike Benjamin
Benjamin
Mike Benjamin , Benjamin, Mike
Mike
Mike Benjamin
Benjamin
Mike Benjamin", NYTIAO,," Copyright New York Times Company Nov 20, 2016"," 4255468871 , 109153102 , 7818 , NYTIAO , NYT , 399302-20161120", Commentary," Nov 20, 2016",0362-4331, English, English, TR.10," New York, N.Y.","Nov 20, 2016",New York Times,2016,https://search.proquest.com/docview/1841505159?accountid=14496,,,, TR.10,," Ferries , Beaches , Lifestyles , Boats , Winter , Summer , Restaurants , Marthas Vineyard",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=On+Martha%27s+Vineyard%2C+a+Gentle+Rhythm%3A+%5BTravel+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-20&amp;volume=&amp;issue=&amp;spage=TR.10&amp;au=Benjamin%2C+Mike&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"'We're Our Own State Here': In California, Hope for a G.O.P. Bastion","  Voters here routinely complain about the ways the state's water conservation laws have hurt local farmers, arguing that regulators should do more to send water through California's vast aqueduct system rather than funneling it thought the Sacramento Delta to protect endangered smelt there. Many Republicans here are confident that Mr. McCarthy and Mr. Trump will help chip away at some state policies, such as environmental regulations, the Affordable Care Act and the overwhelmingly welcoming attitude toward immigrants.",1841505191,Newspapers," Medina, Jennifer
Jennifer
Jennifer Medina
Medina
Jennifer Medina , Medina, Jennifer
Jennifer
Jennifer Medina
Medina
Jennifer Medina", NYTIAO," Republican Party
813940"," Copyright New York Times Company Nov 20, 2016"," 4255469151 , 109153102 , 7818 , NYTIAO , NYT , 740020-20161120", News," Nov 20, 2016",0362-4331, English, English, A.18," New York, N.Y.","Nov 20, 2016",New York Times,2016,https://search.proquest.com/docview/1841505191?accountid=14496,,,, A.18,," Farmers , Environmental regulations , Immigration policy , Water conservation , Presidential elections , Kern County California , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=%27We%27re+Our+Own+State+Here%27%3A+In+California%2C+Hope+for+a+G.O.P.+Bastion%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-20&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Medina%2C+Jennifer&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Obama Tries to Reassure Latin America About a Future With Trump,"  ""There are going to be tensions that arise, probably around trade more than anything,"" Mr. Obama told an audience of students and young leaders from Latin America. ""Because the president-elect campaigned on looking at every trade policy and potentially reversing those policies.""",1841505208,Newspapers," Gardiner, Harris
Harris
Harris Gardiner
Gardiner
Gardiner Harris , Gardiner, Harris
Harris
Harris Gardiner
Gardiner
Gardiner Harris", NYTIAO," Asia-Pacific Economic Cooperation
926110"," Copyright New York Times Company Nov 20, 2016"," 4255469951 , 109153102 , 7818 , NYTIAO , NYT , 783722-20161120", News," Nov 20, 2016",0362-4331, English, English, A.14," New York, N.Y.","Nov 20, 2016",New York Times,2016,https://search.proquest.com/docview/1841505208?accountid=14496,,,, A.14,," Trade policy , Environmental policy , International relations-US , Foreign policy , Summit conferences , Peru , Cuba , United States--US , Latin America , Trump, Donald J , Obama, Barack",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Obama+Tries+to+Reassure+Latin+America+About+a+Future+With+Trump%3A+%5BForeign+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-20&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Gardiner%2C+Harris&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Undocumented in Trump's America,"  In general, it feels daunting. Since Mr. Trump was elected president of the United States, it has felt terrifying. In my mind, the day Mr. Trump made his speech proclaiming victory in the presidential election, 11/9, was the culmination of the hate, and ignorance that Americans have inflicted on one another since the attacks of 9/11.",1841505221,Newspapers," Vargas, Jose Antonio
Jose
Jose Antonio Vargas
Vargas
Antonio
Jose Antonio Vargas , Vargas, Jose Antonio
Jose
Jose Antonio Vargas
Vargas
Antonio
Jose Antonio Vargas", NYTIAO," Fox News Channel
515120"," Copyright New York Times Company Nov 20, 2016"," 4255470451 , 109153102 , 7818 , NYTIAO , NYT , 761583-20161120", Commentary," Nov 20, 2016",0362-4331, English, English, SR.6," New York, N.Y.","Nov 20, 2016",New York Times,2016,https://search.proquest.com/docview/1841505221?accountid=14496,,,, SR.6,," Social networks , Immigration policy , Aliens , Deportation , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Undocumented+in+Trump%27s+America%3A+%5BOp-Ed%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-20&amp;volume=&amp;issue=&amp;spage=SR.6&amp;au=Vargas%2C+Jose+Antonio&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
LETTERS,,1841505298,Newspapers,,,, (Copyright (c) 2016 Los Angeles Times)," 4255472021 , 109153872 , 7683 , ANGE , LATM2016112031240", News," Nov 20, 2016",0458-3035, English, English, A.25," Los Angeles, Calif.","Nov 20, 2016",Los Angeles Times,2016,https://search.proquest.com/docview/1841505298?accountid=14496,,,, A.25,,, Letters to the editor,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=LETTERS&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2016-11-20&amp;volume=&amp;issue=&amp;spage=A.25&amp;au=&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
D.C. Isn't the Only Washington With Politics; Kay Buccola's letter about how California has tainted Washington politics has too short a timeline.,"  There's an old saying regarding the large movement of populations either through immigration or migration: ""Generally speaking, those who relocate tend to create the very same conditions they were so desperate to leave behind.""",1841587862,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4255815271 , 109151982 , 117310 , WSJO , WSJOWSJO20161120000020161120ecbk003h2", News," Nov 20, 2016",, English, English, n/a," New York, N.Y.","Nov 20, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1841587862?accountid=14496,,,, n/a,," Bills , California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=D.C.+Isn%27t+the+Only+Washington+With+Politics%3B+Kay+Buccola%27s+letter+about+how+California+has+tainted+Washington+politics+has+too+short+a+timeline.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-20&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Alt-Right, Exulting in Election, Salutes Winner: 'Heil Victory'","  In 11 hours of speeches and panel discussions in a federal building named after Ronald Reagan a few blocks from the White House, a succession of speakers had laid out a harsh vision for the future, but had denounced violence and said that Hispanic citizens and black Americans had nothing to fear. Some speakers made an effort to distance themselves from more notorious white power organizations like the Ku Klux Klan.",1841694811,Newspapers," Goldstein, Joseph
Joseph
Joseph Goldstein
Goldstein
Joseph Goldstein , Goldstein, Joseph
Joseph
Joseph Goldstein
Goldstein
Joseph Goldstein", NYTIAO,," Copyright New York Times Company Nov 21, 2016"," 4256006531 , 109162412 , 7818 , NYTIAO , NYT , 798649-20161121", News," Nov 21, 2016",0362-4331, English, English, A.1," New York, N.Y.","Nov 21, 2016",New York Times,2016,https://search.proquest.com/docview/1841694811?accountid=14496,,,, A.1,," Conservatism , Fringe political movements , Bannon, Stephen K , Spencer, Richard B , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Alt-Right%2C+Exulting+in+Election%2C+Salutes+Winner%3A+%27Heil+Victory%27%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-21&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Goldstein%2C+Joseph&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Making America White Again,"  In response to the attorney general announcement, the Southern Poverty Law Center issued a statement that read in part: ""But we cannot support his nomination to be the country's next attorney general.",1841695801,Newspapers," Blow, Charles M
Charles
Charles M Blow
Blow
M
Charles M. Blow , Blow, Charles M
Charles
Charles M Blow
Blow
M
Charles M. Blow", NYTIAO,," Copyright New York Times Company Nov 21, 2016"," 4256006631 , 109162412 , 7818 , NYTIAO , NYT , 767476-20161121", Commentary," Nov 21, 2016",0362-4331, English, English, A.23," New York, N.Y.","Nov 21, 2016",New York Times,2016,https://search.proquest.com/docview/1841695801?accountid=14496,,,, A.23,," Minority & ethnic groups , Nominations , Racism , Cabinet , Political appointments , Trump, Donald J , Sessions, Jeff",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Making+America+White+Again%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-21&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Blow%2C+Charles+M&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
D.C. Isn't the Only Washington With Politics,"  There's an old saying regarding the large movement of populations either through immigration or migration: ""Generally speaking, those who relocate tend to create the very same conditions they were so desperate to leave behind.""",1841700518,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4256027681 , 109165062 , 7510 , WSJ , DWJNJ000000020161121ecbl00003", News," Nov 21, 2016",0099-9660, English, English, A.18," New York, N.Y.","Nov 21, 2016",Wall Street Journal,2016,https://search.proquest.com/docview/1841700518?accountid=14496,,,, A.18,," Bills , California",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=D.C.+Isn%27t+the+Only+Washington+With+Politics&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2016-11-21&amp;volume=&amp;issue=&amp;spage=A.18&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"Transcript: Q&amp;A With Dallas Fed's Robert Kaplan in Houston; Central banker discusses oil prices, district's economy and interest rates",,1841806148,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4256533981 , 109159872 , 117310 , WSJO , WSJOWSJO20161121000020161119ecbj000gp", News," Nov 21, 2016",, English, English, n/a," New York, N.Y.","Nov 21, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1841806148?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Transcript%3A+Q%26amp%3BA+With+Dallas+Fed%27s+Robert+Kaplan+in+Houston%3B+Central+banker+discusses+oil+prices%2C+district%27s+economy+and+interest+rates&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-21&amp;volume=&amp;issue=&amp;spage=&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Riz Ahmed Wants to Fly the Flag for Everyone Who Feels Like They Don't Fit In; The 'Star Wars' and 'The Night Of' actor--who also has a rousing new rap album on the way--is a star on the rise,,1841818696,Newspapers," Gebremedhin, Thomas
Thomas
Thomas Gebremedhin
Gebremedhin
Thomas Gebremedhin , Gebremedhin, Thomas
Thomas
Thomas Gebremedhin
Gebremedhin
Thomas Gebremedhin",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4256682171 , 109159872 , 117310 , WSJO , WSJOWSJM20161121000020161121ecbl0005l", News," Nov 21, 2016",, English, English, n/a," New York, N.Y.","Nov 21, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1841818696?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Riz+Ahmed+Wants+to+Fly+the+Flag+for+Everyone+Who+Feels+Like+They+Don%27t+Fit+In%3B+The+%27Star+Wars%27+and+%27The+Night+Of%27+actor--who+also+has+a+rousing+new+rap+album+on+the+way--is+a+star+on+the+rise&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-21&amp;volume=&amp;issue=&amp;spage=&amp;au=Gebremedhin%2C+Thomas&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Trump's Neo-Nationalists; 'America first' is not a policy or a motto. It's an implicit accusation of disloyalty.,,1841908096,Newspapers," Stephens, Bret
Bret
Bret Stephens
Stephens
Bret Stephens , Stephens, Bret
Bret
Bret Stephens
Stephens
Bret Stephens",,," (c) 2016 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4257036421 , 109176322 , 117310 , WSJO , WSJOWSJO20161122000020161122ecbm0008e", News," Nov 22, 2016",, English, English, n/a," New York, N.Y.","Nov 22, 2016",Wall Street Journal (Online),2016,https://search.proquest.com/docview/1841908096?accountid=14496,,,, n/a,,,,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Trump%27s+Neo-Nationalists%3B+%27America+first%27+is+not+a+policy+or+a+motto.+It%27s+an+implicit+accusation+of+disloyalty.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2016-11-22&amp;volume=&amp;issue=&amp;spage=&amp;au=Stephens%2C+Bret&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
"After Election, a Nation Questions New Terms","  For a long time, he said, white nationalism was less an ideology than the default presumption of American life. [...]quite recently, white Americans could easily see the nation as essentially an extension of their own ethnic group.",1841957597,Newspapers," Taub, Amanda
Amanda
Amanda Taub
Taub
Amanda Taub , Taub, Amanda
Amanda
Amanda Taub
Taub
Amanda Taub", NYTIAO,," Copyright New York Times Company Nov 22, 2016"," 4257265241 , 109187652 , 7818 , NYTIAO , NYT , 728420-20161122", NEWSPAPER," Nov 22, 2016",0362-4331, English, English, A.21," New York, N.Y.","Nov 22, 2016",New York Times,2016,https://search.proquest.com/docview/1841957597?accountid=14496,,,, A.21,," Immigration , Racial discrimination , Nationalism , Studies , Multiculturalism & pluralism , Ethnicity , Racism , United States--US",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=After+Election%2C+a+Nation+Questions+New+Terms%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2016-11-22&amp;volume=&amp;issue=&amp;spage=A.21&amp;au=Taub%2C+Amanda&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
