Title,Abstract,StoreId,ArticleType,Authors,companies,copyright,digitalObjectIdentifier,documentType,entryDate,issn,language,languageOfSummary,pages,placeOfPublication,pubdate,pubtitle,year,DocumentURL,documentFeatures,startPage,subjectTerms,subjects,FindACopy,Database
A defining moral test for the city of Los Angeles,"""Since election day, children are scared about what might happen to their parents,"" says Angelica Salas, executive director of the Coalition for Humane Immigration Rights of Los Angeles. (No, CHIRLA put out the word on the day I interviewed Salas, there aren't any ICE agents on the platforms at Union Station today.) But its primary mission is to inform immigrants of their rights and help provide counsel if they're caught up in the government's deportation machinery. Along with such groups as the American Civil Liberties Union, the National Immigration Law Center and the Labor Federation's Miguel Contreras Foundation, it has assembled a network of pro bono and ""low bono"" attorneys to represent immigrants in deportation proceedings. For that reason, de Leon has authored Senate Bill 54, which would prohibit police across the state from working with ICE on detention arrests and limit their cooperation with ICE in holding arrestees so...",1874143388,Newspapers," Meyerson, Harold
Harold
Harold Meyerson
Meyerson
Harold Meyerson"," American Civil Liberties Union--ACLU
541110
813311 , Police Department-Los Angeles CA
922120", (Copyright (c) 2017 Los Angeles Times)," LATM201703055563 , LATM201703055563 , 7683 , PQ_7683_Mar52017", Editorial," Mar 5, 2017",0458-3035, English, English, A.23," Los Angeles, Calif.","Mar 5, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1874143388?accountid=14496,, A.23," Immigration policy , Parents & parenting , Families & family life , Citizenship , Deportation , Attorneys , Aliens , Los Angeles California , New York , United States--US , Hicks, Rusty", Opinion piece,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=A+defining+moral+test+for+the+city+of+Los+Angeles&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-05&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Meyerson%2C+Harold&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
More Space for Institute of Contemporary Art,"The Institute of Contemporary Art in Boston, at the edge of the harbor in a decade-old building, explored but ultimately pulled back from an expansion into an adjacent office building by the original architects, Diller Scofidio + Renfro. Noting that the shipyard was once the second-largest point of immigration to...",1874303998,Newspapers," Sheets, Hilarie M
Hilarie
Hilarie M Sheets
Sheets
M
Hilarie M. Sheets"," Anmahian Winton Architects
541310"," Copyright New York Times Company Mar 6, 2017"," 640115-20170306 , 640115-20170306 , 7818 , PQ_7818_Mar62017", News," Mar 6, 2017",0362-4331, English, English, C.3," New York, N.Y.","Mar 6, 2017",New York Times,2017,https://search.proquest.com/docview/1874303998?accountid=14496,, C.3," Architects , Contemporary art , Ellis Island",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=More+Space+for+Institute+of+Contemporary+Art%3A+%5BThe+Arts%2FCultural+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-06&amp;volume=&amp;issue=&amp;spage=C.3&amp;au=Sheets%2C+Hilarie+M&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
"Flocking to Uber and Lyft, Commuters Inch Through New York","When Uber arrived in New York City in 2011, subway ridership was soaring and the medallions required to drive a yellow cab were selling for a sky-high $1 million. Ride-hailing apps, like Uber and Lyft, are rapidly transforming transportation in New York, emerging as an existential threat to the taxi industry and siphoning passengers away from subways and buses, while raising concerns over worsening street congestion. [...]came the news that subway ridership had dropped for the first time since 2009, even though the city's population and the number of jobs keep increasing. The price of a car pool ride with the apps can be as low as $5 -- a fee that for many seems worth it when the alternative is spending $2.75 to use a century-old subway system plagued by rising delays. Subway service must become more competitive because it is unsustainable for the city to grow by adding more vehicles, said Bruce Schaller, a former senior transportation official for the city who prepared the report on ride-hailing services. The Citizens Budget Commission, an independent watchdog, has also questioned whether New York can still count on the $1.2 billion in revenue it expects to collect from the future sale of taxi medallions, because their value has sunk. [...]in New York, where fewer than half of residents have a car, people have long relied on public transit and yellow cabs, and many are using the apps to replace those transportation modes.",1874619302,Newspapers," Fitzsimmons, Emma G
Emma
Emma G Fitzsimmons
Fitzsimmons
G
Emma G. Fitzsimmons , Hu, Winnie
Winnie
Winnie Hu
Hu
Winnie Hu",," Copyright New York Times Company Mar 7, 2017"," 637394-20170307 , 637394-20170307 , 7818 , PQ_7818_Mar72017", News," Mar 7, 2017",0362-4331, English, English, A.1," New York, N.Y.","Mar 7, 2017",New York Times,2017,https://search.proquest.com/docview/1874619302?accountid=14496,, A.1," Subways , Public transportation , Taxicabs , Traffic congestion , Cities , Ride sharing services , Commuting , New York City New York",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Flocking+to+Uber+and+Lyft%2C+Commuters+Inch+Through+New+York%3A+%5BMetropolitan+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-07&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Fitzsimmons%2C+Emma+G%3BHu%2C+Winnie&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
The Reality of Illegal Immigrants Who Live in the United States,"There are 11 million of them, the best estimates say, laboring in American fields, atop half-built towers and in restaurant kitchens, and in swelling American classrooms, detention centers and immigration courts. (The Trump administration has pledged to pressure all 23 into doing so.) They tend to be younger -- the Pew Research Center has found that adult unauthorized immigrants were, at the median, about a decade younger than American-born adults -- and skew slightly more male than the rest of the country. TO HEAR MANY LIBERALS and immigrant advocates tell it, most undocumented immigrants are productive, law-abiding members of society, deeply rooted in communities, working hard, living quietly, paying taxes and raising families. (The proportion of felons in the overall population was 6 percent in 2010, according to a paper presented to the Population Association of America.) Immigration agents regularly arrest what the government calls ""criminal aliens."" At the end of January, agents arrested a 50- year-old Mexican man near Milwaukee who had felony convictions for assault with a deadly weapon, battery against a police officer, car theft and intentionally harming a child, and who had been deported twice before. The Trump administration has said it will continue to prioritize deporting those with serious criminal records, but, in a break with the Obama administration, the new policies also take aim at immigrants whose offenses are limited to living here without permission or minor crimes that enable immigrants to work here, like driving without a license or using a fake Social...",1874619589,Newspapers," Yee, Vivian
Vivian
Vivian Yee
Yee
Vivian Yee , Davis, Kenan
Kenan
Kenan Davis
Davis
Kenan Davis , Patel, Jugal K
Jugal
Jugal K Patel
Patel
K
Jugal K. Patel",," Copyright New York Times Company Mar 7, 2017"," 748722-20170307 , 748722-20170307 , 7818 , PQ_7818_Mar72017", News," Mar 7, 2017",0362-4331, English, English, A.14," New York, N.Y.","Mar 7, 2017",New York Times,2017,https://search.proquest.com/docview/1874619589?accountid=14496,, A.14," Immigration policy , Population , Deportation , Families & family life , Criminal sentences , Court hearings & proceedings , Federal court decisions , Jewelry stores , Employment , Aliens , Social security , Criminal intent , United States--US , Trump, Donald J",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=The+Reality+of+Illegal+Immigrants+Who+Live+in+the+United+States%3A+%5BNational+Desk%5D&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-07&amp;volume=&amp;issue=&amp;spage=A.14&amp;au=Yee%2C+Vivian%3BDavis%2C+Kenan%3BPatel%2C+Jugal+K&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
UC proposes nonresident cap; 20% out-of-state limit aims to assuage local families' complaints,"Many California students have expressed dismay in recent years about how hard it is to get into a chosen University of California campus -- even with stellar grades and extracurricular activities -- while so many spots go to those from other countries and out of state. Under the proposal, which the UC Board of Regents will consider next week, the system's three most popular campuses would be allowed to keep but not increase their proportions of nonresident undergraduates -- [...]of these years, UC is on the verge of setting a firm nonresident policy that will help us prioritize California kids,"" McCarty said. Klein said the extra dollars from nonresidents -- who pay about $27,000 more in annual tuition than Californians -- have helped campuses recruit and retain faculty, add courses to lower overall class sizes, and purchase technology. Danny Siegel, UCLA's undergraduate student body president and a Long Beach native, said his friendship with a Chinese student helped him appreciate U.S. freedoms more after hearing his friend's stories about China's censorship of social media. Shane White, a UCLA School of Dentistry professor, recalled a student who ""catalyzed"" a classroom discussion on pain control when she said her African town had no access to anesthesia during dental work. Katherine Uriarte, the daughter of Mexican immigrants and the first in her family to attend college, aced six Advanced Placement exams, got high ACT scores and earned a slew of awards.",1874721754,Newspapers," Watanabe, Teresa
Teresa
Teresa Watanabe
Watanabe
Teresa Watanabe"," University of California-Berkeley
611310"," Copyright Los Angeles Times Mar 7, 2017"," 7683 , PQ_7683_Mar72017 , LATMLATM201703075748 , LATMLATM201703075748", News," Mar 7, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Mar 7, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1874721754?accountid=14496,, A.1," Enrollments , College students , Families & family life , Tuition , Colleges & universities , Secondary school students , Funding , College campuses , Extracurricular activities , California , Napolitano, Janet"," UNIVERSITY OF CALIFORNIA , COLLEGE ADMISSIONS , CALIFORNIANS , STATES , FOREIGN STUDENTS",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=UC+proposes+nonresident+cap%3B+20%25+out-of-state+limit+aims+to+assuage+local+families%27+complaints&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-07&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Watanabe%2C+Teresa&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"Another View of Sweden's Immigrant Issues; The idea that Swedish immigration policy is fiscally sound is laughable. The 70 billion kronor ($8.4 billion) Sweden spent on asylum seekers in 2016 is the new normal, even if immigration stops now--the majority of asylum seekers are unskilled and find it hard to find good jobs.","Instead they bury immigrant-specific crime statistics, including information on zones where the police are unwelcome and the newly skewed sex ratio of Swedes age 20-35 and its result--the gang-rape epidemic. In Germany 71% of asylum seekers are military-age young men; there is no evidence that the number is different in...",1874911209,Newspapers,," Ipsos MORI
541910 , Simon Wiesenthal Center
712110
813311 , Google Inc
519130"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170307000020170307ed37002iv , WSJOWSJO20170307000020170307ed37002iv , 117310 , PQ_117310_Mar72017", News," Mar 7, 2017",, English, English, n/a," New York, N.Y.","Mar 7, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1874911209?accountid=14496,, n/a," Immigration policy , Criminal statistics , Political asylum , Aliens , Anti-Semitism , Sweden , Germany",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Another+View+of+Sweden%27s+Immigrant+Issues%3B+The+idea+that+Swedish+immigration+policy+is+fiscally+sound+is+laughable.+The+70+billion+kronor+%28%248.4+billion%29+Sweden+spent+on+asylum+seekers+in+2016+is+the+new+normal%2C+even+if+immigration+stops+now--the+majority+of+asylum+seekers+are+unskilled+and+find+it+hard+to+find+good+jobs.&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-03-07&amp;volume=&amp;issue=&amp;spage=&amp;au=&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Atlanta Fed Considering Raphael Bostic as Next President; USC professor would be the first African-American president of a regional Fed bank,"A former Obama administration housing official has emerged as a leading candidate to run the Federal Reserve Bank of Atlanta, according to people familiar with the matter. If he is appointed to the post, Raphael Bostic, a professor of public policy at the University of Southern California in Los Angeles, would become the first African-American president of one of the Fed's 12 regional banks. Mr. Bostic worked as a staff economist and senior economist in...",1874911216,Newspapers," Timiraos, Nick
Nick
Nick Timiraos
Timiraos
Nick Timiraos"," Federal Reserve Bank of Atlanta
521110 , Stanford University
611310 , Harvard University
611310 , Department of Housing & Urban Development--HUD
925110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170307000020170307ed37002iw , WSJOWSJO20170307000020170307ed37002iw , 117310 , PQ_117310_Mar72017", News," Mar 7, 2017",, English, English, n/a," New York, N.Y.","Mar 7, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1874911216?accountid=14496,, n/a," Central banks , Presidents , African Americans , Governors , Minority & ethnic groups , Public policy , Los Angeles California , Kashkari, Neel",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Atlanta+Fed+Considering+Raphael+Bostic+as+Next+President%3B+USC+professor+would+be+the+first+African-American+president+of+a+regional+Fed+bank&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-03-07&amp;volume=&amp;issue=&amp;spage=&amp;au=Timiraos%2C+Nick&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Tensions Rise as Bayonne Rejects Mosque Proposal; The city zoning board voted down an application to open its first mosque during an often heated six-hour public meeting,"BAYONNE, N.J.--The city zoning board has voted down an application to open its first mosque following a six-hour public meeting that exposed simmering religious tensions in this New Jersey community of 63,000. The proposal requested exceptions to several local zoning ordinances, including a narrower buffer between the building and neighboring properties, and a reduction in the number of required parking spaces. Waheed Akbar, secretary for the Bayonne Muslims, said the group was disappointed with the...",1874917742,Newspapers," King, Kate
Kate
Kate King
King
Kate King",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170307000020170307ed37002j1 , WSJOWSJO20170307000020170307ed37002j1 , 117310 , PQ_117310_Mar72017", News," Mar 7, 2017",, English, English, n/a," New York, N.Y.","Mar 7, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1874917742?accountid=14496,, n/a," Religion , Muslims , Zoning ordinances , Mosques & temples , Pakistan , Egypt , New Jersey",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Tensions+Rise+as+Bayonne+Rejects+Mosque+Proposal%3B+The+city+zoning+board+voted+down+an+application+to+open+its+first+mosque+during+an+often+heated+six-hour+public+meeting&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-03-07&amp;volume=&amp;issue=&amp;spage=&amp;au=King%2C+Kate&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Atlanta Fed Considering Raphael Bostic as Next President; USC professor would be the first African-American president of a regional Fed bank,"A former Obama administration housing official has emerged as a leading candidate to run the Federal Reserve Bank of Atlanta, according to people familiar with the matter. If he is appointed to the post, Raphael Bostic, a professor of public policy at the University of Southern California in Los Angeles, would become the first African-American president of one of the Fed's 12 regional banks. Mr. Bostic worked as a staff economist and senior economist in...",1874940820,Newspapers," Timiraos, Nick
Nick
Nick Timiraos
Timiraos
Nick Timiraos"," Federal Reserve Bank of Atlanta
521110 , Stanford University
611310 , Harvard University
611310 , Department of Housing & Urban Development--HUD
925110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," WSJOWSJO20170308000020170307ed37002iw , WSJOWSJO20170308000020170307ed37002iw , 117310 , PQ_117310_Mar82017", News," Mar 8, 2017",, English, English, n/a," New York, N.Y.","Mar 8, 2017",Wall Street Journal (Online),2017,https://search.proquest.com/docview/1874940820?accountid=14496,, n/a," Central banks , Presidents , African Americans , Governors , Minority & ethnic groups , Public policy , Los Angeles California , Kashkari, Neel",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Atlanta+Fed+Considering+Raphael+Bostic+as+Next+President%3B+USC+professor+would+be+the+first+African-American+president+of+a+regional+Fed+bank&amp;title=Wall+Street+Journal+%28Online%29&amp;issn=&amp;date=2017-03-08&amp;volume=&amp;issue=&amp;spage=&amp;au=Timiraos%2C+Nick&amp;isbn=&amp;jtitle=Wall+Street+Journal+%28Online%29&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
THE DESPERATE TREK; ESCAPING TRUMP'S U.S.; Fearful migrants make risky winter crossing to seek protection in Canada,"The tiny community of Emerson -- population less than 700 -- has seen its share of U.S. ""border jumpers"" over the years, but nothing like this. [...]last year, residents might spot five or six strangers passing through town over the odd weekend, carrying backpacks and looking disheveled. [...]since President Trump was elected last year on promises to crack down on illegal immigration and conduct ""extreme vetting"" of Muslims, the numbers have surged. ""Am I a criminal, or am I a terrorist or what?"" Neither could afford a lawyer to represent him in immigration court, and both lost their U.S. asylum cases. [...]after they had waited about seven hours, a driver pulled over for them and dialed 911. -- Most of those fleeing the U.S. for Canada avoid official ports of entry because of an agreement between the two countries to send back asylum seekers. The arrangement is based on the principle, enshrined in international law, that those fleeing persecution should apply for asylum in the first safe country they reach. Migrant rights advocates argue that this encourages people to make dangerous illegal crossings and have called on the Liberal government of Prime Minister Justin Trudeau to rescind the agreement. The Manitoba Interfaith Immigration Council, one of the main refugee resettle- ment agencies in the province, has been sending vans to collect the migrants after they are processed and bring them to Winnipeg. ASYLUM SEEKERS make their way through Emerson at 6:30 a.m. after slipping into Canada.",1875017502,Newspapers," Zavis, Alexandra
Alexandra
Alexandra Zavis
Zavis
Alexandra Zavis"," Royal Canadian Mounted Police
922120"," Copyright Los Angeles Times Mar 8, 2017"," 7683 , PQ_7683_Mar82017 , LATMLATM201703085844 , LATMLATM201703085844", News," Mar 8, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Mar 8, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1875017502?accountid=14496,, A.1," Immigration policy , Refugees , Photographers , Political asylum , Mounted police , Border patrol , Snow , North Dakota , Ghana , United States--US , Canada"," UNITED STATES , IMMIGRANTS , IMMIGRATION , CANADA , POLITICAL ASYLUM",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=THE+DESPERATE+TREK%3B+ESCAPING+TRUMP%27S+U.S.%3B+Fearful+migrants+make+risky+winter+crossing+to+seek+protection+in+Canada&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-08&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Zavis%2C+Alexandra&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
"LOS ANGELES ELECTIONS; Garcetti declares 2nd win; Measure S trails; Seeking to avoid a runoff, mayor offers thanks for victory. Council incumbents take an early lead.","Mayor Eric Garcetti, facing 10 little-known opponents, was gliding to a second term Tuesday in an election that tested his clout as Los Angeles voters weighed a sweeping anti-development measure that he fought to defeat, according to early returns. In his campaign, Garcetti emphasized his record raising the minimum wage, cutting business taxes and backing ballot measures to expand public transit and house the homeless. Public anxiety over explosive growth of development in Hollywood and other neighborhoods fueled support for Measure S, which would hinder some major real estate projects. Passage of the measure would be a blow to the pro-development mayor, but preliminary returns showed it losing by a wide margin. IN HIS CAMPAIGN for a second term, Mayor Eric Garcetti emphasized his record raising the minimum wage and cutting business taxes.",1875017571,Newspapers," Finnegan, Michael
Michael
Michael Finnegan
Finnegan
Michael Finnegan , Smith, Dakota
Dakota
Dakota Smith
Smith
Dakota Smith",," Copyright Los Angeles Times Mar 8, 2017"," 7683 , PQ_7683_Mar82017 , LATMLATM201703085837 , LATMLATM201703085837", News," Mar 8, 2017",0458-3035, English, English, A.1," Los Angeles, Calif.","Mar 8, 2017",Los Angeles Times,2017,https://search.proquest.com/docview/1875017571?accountid=14496,, A.1," Manual workers , Local elections , State elections , Mayors , Councils , Referendums , Aliens , Political advertising , Trump, Donald J , United States--US , Southern California"," GARCETTI, ERIC , LOS ANGELES , ELECTIONS (2017) , MAYORS , LOS ANGELES CITY COUNCIL",http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Alatimes&amp;atitle=LOS+ANGELES+ELECTIONS%3B+Garcetti+declares+2nd+win%3B+Measure+S+trails%3B+Seeking+to+avoid+a+runoff%2C+mayor+offers+thanks+for+victory.+Council+incumbents+take+an+early+lead.&amp;title=Los+Angeles+Times&amp;issn=04583035&amp;date=2017-03-08&amp;volume=&amp;issue=&amp;spage=A.1&amp;au=Finnegan%2C+Michael%3BSmith%2C+Dakota&amp;isbn=&amp;jtitle=Los+Angeles+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,Los Angeles Times
Carson's Gray Matter,"According to Carson, the human brain stores a perfect, indelible record of everything that it has seen, heard and done, and if he just drilled a hole through my skull and planted electrodes in the right region, bingo! I'd have access to the whole wondrous trove. Carson, our brand-new housing secretary, made an introductory, supposedly inspirational speech to federal employees this week, and while this kind of thing normally doesn't wind up in the news, there's nothing normal about Carson. During the speech, he went on the tangent about the brain that I just described, and while, granted, he's a renowned neurosurgeon and I'm an expert on little more than semicolons, I do question his assertion that with proper cerebral stimulation, someone can ""recite back to you verbatim a book they read 60 years ago."" On ABC's talk show ""The View,"" Whoopi Goldberg recalled previous odd statements by Carson, noting...",1875020678,Newspapers," Bruni, Frank
Frank
Frank Bruni
Bruni
Frank Bruni"," Department of Housing & Urban Development--HUD
925110"," Copyright New York Times Company Mar 8, 2017"," 765821-20170308 , 765821-20170308 , 7818 , PQ_7818_Mar82017", Commentary," Mar 8, 2017",0362-4331, English, English, A.23," New York, N.Y.","Mar 8, 2017",New York Times,2017,https://search.proquest.com/docview/1875020678?accountid=14496,, A.23," Brain , Cabinet , Speeches , Slavery , Public officials , Immigration , Trump, Donald J , United States--US , Carson, Ben",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Anytimes&amp;atitle=Carson%27s+Gray+Matter%3A+Commentary&amp;title=New+York+Times&amp;issn=03624331&amp;date=2017-03-08&amp;volume=&amp;issue=&amp;spage=A.23&amp;au=Bruni%2C+Frank&amp;isbn=&amp;jtitle=New+York+Times&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,New York Times
Tensions Rise as Bayonne Rejects Mosque Proposal,"  The proposal requested exceptions to several local zoning ordinances, including a narrower buffer between the building and neighboring properties, and a reduction in the number of required parking spaces.",1875025953,Newspapers," King, Kate
Kate
Kate King
King
Kate King , King, Kate
Kate
Kate King
King
Kate King",," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4319569971 , 111288422 , 7510 , WSJ , DWJNJ000000020170308ed380001q", News," Mar 8, 2017",0099-9660, English, English, A.14A," New York, N.Y.","Mar 8, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1875025953?accountid=14496,, n/a," Zoning ordinances , Muslims , State court decisions , Public hearings , Christian Islamic relations , Mosques & temples , Bayonne New Jersey",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Tensions+Rise+as+Bayonne+Rejects+Mosque+Proposal&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-08&amp;volume=&amp;issue=&amp;spage=&amp;au=King%2C+Kate&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
Another View of Sweden's Immigrant Issues,  In Germany 71% of asylum seekers are military-age young men; there is no evidence that the number is different in Sweden.,1875025956,Newspapers," Anonymous
Anonymous
Anonymous
Anonymous , Anonymous
Anonymous
Anonymous
Anonymous"," Ipsos MORI
541910 , Google Inc
519130 , Simon Wiesenthal Center
813311
712110"," (c) 2017 Dow Jones & Company, Inc. Reproduced with permission of copyright owner. Further reproduction or distribution is prohibited without permission."," 4319570021 , 111288422 , 7510 , WSJ , DWJNJ000000020170308ed380001v", News," Mar 8, 2017",0099-9660, English, English, A.20," New York, N.Y.","Mar 8, 2017",Wall Street Journal,2017,https://search.proquest.com/docview/1875025956?accountid=14496,, A.20," Anti-Semitism , Political asylum , Immigration , Criminal statistics , Germany , Sweden",,http://ucelinks.cdlib.org:8888/sfx_local?url_ver=Z39.88-2004&amp;rft_val_fmt=info:ofi/fmt:kev:mtx:journal&amp;genre=unknown&amp;sid=ProQ:ProQ%3Awallstreetjournal&amp;atitle=Another+View+of+Sweden%27s+Immigrant+Issues&amp;title=Wall+Street+Journal&amp;issn=00999660&amp;date=2017-03-08&amp;volume=&amp;issue=&amp;spage=A.20&amp;au=Anonymous&amp;isbn=&amp;jtitle=Wall+Street+Journal&amp;btitle=&amp;rft_id=info:eric/&amp;rft_id=info:doi/,The Wall Street Journal
